기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.05.22.,"""카카오T에서 기차표 선물 하세요""",https://n.news.naver.com/mnews/article/014/0004643292?sid=105,"카카오T앱에서 승차권 선물 가능시외버스표 대리구매도 간편해져  [파이낸셜뉴스]  사진 카카오 모빌리티 제공  카카오모빌리티가 ‘카카오 T 기차∙시외버스’에 ‘승차권 선물하기' 서비스를 시작한다고 22일 밝혔다.   ‘카카오 T 기차’와 ‘카카오 T 시외버스’는 예매, 결제, 발권까지 전 과정이 가능하고 기차와 버스 이용 전후의 이동 과정까지 ‘카카오 T’ 플랫폼 내 다양한 서비스와 유기적으로 연결해 이용할 수 있는 MaaS(Mobility as a Service)형 서비스다.   기차표의 경우 카카오 T 앱에서 이용자 본인의 승차권 구매만 가능했으나 친구나 가족의 승차권을 대신 구매 후 전달하는 것이 가능해졌다. 승차권을 선물 받은 이용자는 역에서 실물 기차표를 발권할 필요없이 카카오톡으로 선물 알림을 받은 후, 바로 연결되는 카카오 T 앱으로 승차권을 확인할 수 있다.   코레일(한국철도)에서 운영 중인 코레일톡과 레츠코레일 외에 ‘기차 승차권 선물하기' 기능을 이용할 수 있는 플랫폼은 카카오 T가 유일하다.   시외버스도 카카오 T 이용자들의 대리 구매 승차권 이용 단계가 간소화됐다. 기존에는 대리 예매한 승차권 구매 정보로 현장에서 실물 버스표를 재발권 받거나, 탑승자가 모바일 승차권 이미지를 문자 메시지로 확보하고 있어야만 탑승이 가능했다. 이제는 카카오 T 앱 내 선물받은 승차권으로 바로 탑승 가능하다.   기차표와 버스표를 선물하려는 이용자는 카카오 T 앱에서 승차권을 예매한 후 카카오톡 친구 목록을 연동해 승차권 받을 사람을 선택만 하면 된다. 여러 명에게 선물하고 싶다면 ‘이어 선물하기’ 기능을 통해 이용 가능하다.   카카오모빌리티는 코레일과 제휴해 오는 6월부터 카카오 T 기차 승차권 선물하기 서비스를 이용한 고객 중 2000명에게 최대 50% 할인 쿠폰을 제공하는 이벤트도 진행한다.   신동민 카카오모빌리티 MaaS 플랫폼팀 이사는 “카카오 T를 통해 모빌리티 영역에서도 플랫폼을 통한 비대면 간편 예매 서비스가 활성화될 것으로 기대한다""고 말했다.   #카카오T #기차표 선물 #시외버스표선물하기    spring@fnnews.com 이보미 기자   ▶ 날로먹고 구워먹는 금융이슈 [파인애플]▶ 모(毛)아 모아 [모아시스]▶ 헉! 소리나는 스!토리 뉴스 [헉스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
2021.05.22.,일본 찍고 북미로... 웹툰 사업 몸집 불리는 카카오,https://n.news.naver.com/mnews/article/050/0000057483?sid=101,"일본에서 '픽코마'로 큰 성과 거둬카카오엔터, 타파스 인수로 북미시장 진출 시동카카오가 엔터 영역에서 몸집을 불리고 있다. 핵심 콘텐츠는 ‘웹툰’이다. 카카오 내 엔터산업을 도맡고 있는 카카오엔터테인먼트와 카카오재팬이 선봉에 섰다.올해 1분기, 카카오의 콘텐츠 부문 매출은 전년 동기대비 38% 증가한 5892억원을 기록했다. 글로벌 거래액은 일본 만화시장 1위인 ‘픽코마’를 앞세운 카카오재팬의 성과가 주효했다. 여기에 카카오페이지와 카카오M을 합병한 ‘카카오엔터테인먼트’가 북미 웹툰 시장 공략을 시작했다.  네이버 웹툰과 경쟁, '해볼만 하다'  사회적 거리두기가 만연화되면서 국내 뿐만이 아니라 해외에서도 엔터 및 콘텐츠 사업이 급격히 성장하고 있다. 방송사, 통신사, 유통기업까지 OTT(Over the TOP) 런칭에 뛰어들고, 제휴를 통해 콘텐츠를 확보하고 있다. 이러한 점을 고려하면 ‘국민 메신저’ 카카오톡을 기반으로 높은 접근성을 가졌단 점에서, 카카오의 엔터 산업 잠재력은 상당히 높다고 볼 수 있다. 특히 최근 카카오의 성장이 두드러지는 곳은 '웹툰'이다.  카카오는 경쟁자로 분류되는 네이버보다 웹툰 및 웹소설 시장 진출이 다소 늦었다. 하지만 국내에서는 카카오톡을 통해 웹툰 플랫폼의 접근성을 넓혔다. 일본에서는 카카오재팬의 ‘픽코마’가 성공하면서 충성 고객들을 확보했다. 북미 시장 공략에는 카카오엔터테인먼트가 시동을 걸었다. 카카오엔터테인먼트는 지난 5월 7일 북미 웹툰 플랫폼 타파스와 웹소설 플랫폼인 래디쉬를 인수한다고 밝혔다. 카카오엔터는 미국에서 확고한 입지를 다진 타파스와 래대쉬를 기반으로 북미 시장에 본격적으로 진출하며 영향력을 강화할 수 있게 됐다. 타파스는 카카오엔터가 인수하기 위해 오랜 시간 공을 들여온 플랫폼이다. 카카오엔터는 일찌감치 타파스와 협력관계를 유지하며 지난해 11월 해외 관계사로 편입시킨 바 있다. 현재 타파스에 공급하는 카카오엔터의 IP는 약 80여개인데 이 IP들이 타파스 매출의 절반을 견인하고 있다.래디쉬는 2016년 미국 뉴욕에서 설립된 모바일 특화형 영문소설 콘텐츠 플랫폼이다. 래디쉬 인수를 통해 카카오엔터는 K웹툰에 이어 K웹소설도 영미권에 본격적으로 진출시킨다.김현용 현대차증권 애널리스트는 “타파스를 막 인수한 현시점에서 미국 MAU는 네이버가 1,000만명, 타파스가 300만명으로 현저한 차가 존재한다”며 “다만 픽코마가 라인망가 대비 3년 늦었던 론칭에도 역전 스토리를 보여줬듯이 타파스도 충분히 기대할 수 있다”고 말했다.  카카오의 웹툰 사업에 빼놓을 수 없는 국가는 일본이다. 카카오재팬의 ‘픽코마’는 전 세계 1위 만화시장 일본에서 지난해 7월부터 만화앱 매출 1위를 유지하며 경쟁업체들과 격차를 벌리고 있다. 기존 종이만화 뿐 만이 아니라 디지털 망가 시장에서도 단행본이 중심인 일본에서 화 단위의 연재형 판매방식과 모바일 지향적인 웹툰을 조화롭게 접목 시켰단 평을 듣는다. 픽코마는 웹툰 콘텐츠에서는 지난해 연간 매출이 전년 대비 6배 이상 성장하는 놀라운 성과를 기록했다. 지난 5월 20일, 카카오는 카카오재팬이 글로벌 투자사 앵커에퀴티파트너스와 해외 유수의 국부펀드들로부터 6000억원 규모의 투자를 유치했다고 밝혔다. 카카오재팬이 제 3자 배정 유상증자 방식으로 발행하는 보통주 신주를 인수하는 형태로 투자가 진행되며, 올해 일본에서 콘텐츠 기업이 유치한 외부 투자 중 최대 규모다. 이번 투자로 인한 카카오재팬의 기업 가치는 8.8조에 이른다.웹툰과 웹소설은 ‘IP’를 토대로 영화나 드라마 등 2차 창작도 가능해 높은 가치를 지닌 콘텐츠로 인정받는다. 카카오웹툰도 이미 Jtbc드라마 ‘이태원 클라쓰’를 성공시킨 전력이 있다. ‘마블 유니버스’를 탄생시킨 디즈니처럼 스토리 영토를 넓힐 수 있다는 점에서 웹툰 사업에 대한 카카오의 투자는 지속적으로 이뤄질 것으로 보인다. 이명지 기자 mjlee@hankyung.com▶ 한경비즈니스 네이버 뉴스에서 [구독 클릭]▶ 잡지 정기구독 신청▶ ESG 개념부터 실무까지! 한경무크 ESG 주문 바로가기 ⓒ 한경비즈니스, 무단전재 및 재배포 금지"
2021.05.22.,“입사하고 싶은 1위 기업이 왜이래?” 호텔 숙박권 하나에 카카오 ‘혼쭐’,https://n.news.naver.com/mnews/article/016/0001838224?sid=105,"[헤럴드경제=김민지 기자] 분기마다 역대 최고 실적을 달성하며 승승장구를 달리던 카카오가 연일 인사 문제로 논란이다. ‘입사하고 싶은 기업 1위’라는 타이틀이 무색할 정도다.앞서 인사평가제 논란이 불거진 지 얼마 지나지 않아, 이번에는 고성과자에게만 선별적인 복지혜택을 제공해 반발에 부딪혔다. 선별 복지에 대한 정책을 전체 공개하지 않고 진행해 더 화를 키웠다. 지난해부터 이어진 급격한 사업 확장과 성장세 이면에 보상에 대한 직원들 불만이 갈수록 커지고 있다.▶“高성과자만 호텔 숙박권 준다고?”…내부 반발업계에 따르면, 카카오는 최근 일부 고성과자들에게만 고급 호텔 숙박권을 지급하는 선별복지 제도를 마련하려고 하다가 내부 반발에 부딪혔다.숙박 지급 대상은 긴급 프로젝트·태스크포스(TF) 등에 참여한 직원들로, 각 부서에서 자체 선발했다. 총 72명이 2박 숙박권을 지급받은 것으로 알려졌다.조수용(좌)·여민수(우) 카카오 공동 대표 [카카오 제공]문제는 해당 제도를 추진하는 과정에서 의견 수렴이나 공지가 전혀 없었다는 것이다. 때문에 대다수 직원들이 이를 모르다가, 사내에 ‘회사가 해당 복지를 위한 예약 시스템을 만들고 있다’는 소문이 퍼지고 노조가 문제를 제기하고 나서야 공론화됐다.카카오 노동조합 ‘크루유니언’은 회사가 모호한 성과 책정으로 직원간 위화감을 조성한다며 반발했다. 또한 해당 정책은 ‘모든 직원이 동등하게 회사의 복리후생 시설을 누려야 한다’고 명시한 카카오 단체협약에 위배된다고 주장했다.그러나 카카오 측은 이번 제도가 고성과자 전용이 아닌 스팟(단발)성 보상 제도라고 설명했다. “긴급 프로젝트, 태스크포스(TF) 활동 등으로 번아웃이 우려되는 크루들이 편히 휴식을 취할 수 있도록 배려하고자 기획됐다”는 설명이다.사전 공지나 의견 수렴 절차가 없었단 지적에 대해서도 “파일럿 형태로 운영한 다음 임직원 의견을 반영해 시기와 대상 등을 구체화할 예정”이라고 말했다.논란이 커지자 여민수 카카오 공동대표도 사내 내부망에 “회사의 성장과 혁신에 기여한 동료들을 배려하고 열심히 일할 수 있도록 해드리고자 고민하는 과정”이라며 ‘이해를 바란다’는 취지의 글을 올렸다. 그러나 직원들이 해당 글에 누른 ‘싫어요’ 갯수가 수백개에 달하는 것으로 전해졌다.▶‘카카오스러움’ 강조했는데…‘꿈의 직장’ 이미지 타격카카오는 입사하고 싶은 기업 1위에 오를만큼 우호적인 기업 이미지를 보유하고 있었다.입사하고 싶은 회사 선호도 순위 [사람인]지난달 구인구직 플랫폼 ‘사람인’이 성인남녀 3270명을 대상으로 ‘입사하고 싶은 기업’ 선호 순위를 조사한 결과, 카카오가 16.9%로 1위를 차지했다. 삼성전자(11.7%), 네이버(6.1%)를 큰 폭으로 제쳤다.특히 2030세대에게 인기가 높았다. 1002명의 20대 응답자 중 20.9%가, 1086명의 30대 응답자 중 20.5%가 카카오를 가장 입사하고 싶다고 답했다.카카오가 ‘꿈의 직장’으로 불리게 된 이유에는 그동안 회사가 강조해온 수평적인 사내 문화 영향도 크다.카카오는 여지껏 ‘카카오스러움’을 강조하며 개방적이고 수평적인 문화를 표방해왔다. 가장 대표적으로 직급체계를 없애고 대표를 포함한 직원들 모두가 영어이름을 사용한다.김범수 카카오 이사회 의장 [카카오 제공]김범수 카카오 이사회 의장은 지난해 카카오 10주년을 맞아 전 직원에게 “사람이나 시스템이 아니라 문화가 일을 한다는 믿음을 가지고 영어 호칭, 모든 정보 공개, 수평적 커뮤니케이션 같은 제도를 도입했다”며 “‘카카오스러움’의 문화를 회사의 성장에 맞춰 발전시켜야 한다”고 강조한 바 있다.수평적 문화를 강조해온 만큼, 선별적인 복지 제도에 대한 직원들의 반감과 불만은 더욱 클 수밖에 없다.한편, 카카오의 인사 제도 논란은 이번이 처음이 아니다. 올해 초에는 성과 책정을 위한 다면평가 중동료평가 항목으로 “이 사람과 다시 함께 일하고 싶은가”라는 내용이 포함돼 논란이 일었다. 일부 직원들은 당사자에게 평가 결과가 고스란히 공개돼 극심한 스트레스를 유발한다는 지적이 일었다. 이에 카카오는 지난달 평가 제도와 보상 등 인사 전반 문제를 논의하는 태스크포스(TF) ‘길’을 출범했다.jakmeen@heraldcorp.com▶환경적 대화기구 '헤럴드에코'▶밀리터리 전문 콘텐츠 ‘헤밀’▶헤럴드경제 네이버 채널 구독- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
2021.05.22.,"카카오, 직원 호텔숙박권 '포상' 논란…왜?",https://n.news.naver.com/mnews/article/022/0003583398?sid=101,"카카오 ""조직 내 번아웃 우려되고 재충전 필요한 직원 추천받아 가족들과 쉴 수 있도록 숙박권을 제공했다"" / 포상 자체보다는 기준 투명하게 공개하지 않는 주먹구구식 평가 시스템, 회사와 구성원 간 불신이 문제라는 시각도   카카오가 조직장 추천을 받은 직원 70여명에게 호텔 숙박권을 지급한 것을 놓고 갑론을박이 이어지고 있다.   업계에선 포상 제도 자체보다는 기준을 투명하게 공개하지 않는 주먹구구식 평가 시스템과 회사와 구성원 간 '불신'이 문제라는 지적이 나온다.   IT업계와 뉴스1 등에 따르면 카카오는 올해 1분기 각 실 단위 조직장 추천을 받은 본사 직원 72명을 대상으로 서울 시내 호텔 2박 숙박권을 지급했다.   포상 대상은 성과와 별개로 과중한 업무가 몰린 직원이다.   카카오 관계자는 ""조직 내 번아웃(탈진)이 우려되고 재충전 필요한 직원을 추천받아 가족들과 쉴 수 있도록 숙박권을 제공했다""고 말했다.   이미 휴양시설 복지제도를 운용하고 있는 카카오는 이를 축소하거나 선별적으로 운용하지 않는다. 회사는 이번 숙박권 제공 정책을 시범적으로 운영해 보고 이후 임직원의 의견을 반영해 시기와 대상 선정 등을 구체화해나갈 예정이다.   이런 가운데 일회성 포상 정책이 카카오 노조인 '크루유니언'과 직장인 커뮤니티 '블라인드'를 중심으로 고성과자 선별복지 논란으로 왜곡·확산하고 있다.   업계에선 카카오의 이번 정책을 두고 포상 대상자 선정 기준이 모호하고 관련 정보를 공개하지 않은 점이 논란의 불씨를 키웠다고 입을 모은다.   일각에서는 카카오의 평가·보상 시스템 자체에 대한 내부 불신 탓이란 해석도 나오고 있다.   김현주 기자 hjk@segye.com      사진=카카오ⓒ 세상을 보는 눈, 세계일보"
2021.05.22.,"영화 불법복제 기승...""카카오톡 등 SNS 주요 통로""",https://n.news.naver.com/mnews/article/052/0001591212?sid=103,"영화 불법복제 기승…""카카오톡 등 SNS 주요통로""'미나리'도 개봉 전 본편 유출…법적 대응 나서'승리호' 등 OTT 영화들도 불법 복제 피해[앵커]영화는 불법복제가 가장 심각한 분야로 꼽히는 데요.코로나19로 이용자가 급증한 OTT 영역까지 불법 복제물 피해가 확산하고 있습니다.특히 카카오톡 등 SNS가 불법 복제물의 새로운 통로로 악용되고 있습니다.김선희 기자입니다.[기자]한국저작권보호원 종합상황실입니다.매일 360명의 요원이 영화와 음악, 방송 등 다양한 분야의 불법다운로드를 잡아내고 있습니다.가장 심각한 분야는 '영화' 불법 복제물의 41%를 차지합니다.방식도 더욱 교묘해지고 있습니다.기존 웹하드나 파일공유프로그램을 통한 다운로드뿐 아니라 SNS를 통한 불법 복제가 기승을 부리고 있습니다.[심규현 / 한국저작권보호원 : 밴드나 카카오톡 같은 경우에 불법 게시물이 많이 올라오고 있는데 비공개 채팅으로 이루어지기 때문에 모니터링 하는 데 불가능한 점이 많습니다.]오스카 수상작인 '미나리'도 지난 3월 개봉을 앞두고 본편이 유출됐습니다.배급사가 법적 대응에 나섰지만 이미 퍼진 불법 게시물을 막기엔 역부족이어서 배우 윤여정 씨가 직접 나서 어려움을 호소하기도 했습니다.[윤여정 / 배우 : 여러분 다운로드 받지 마세요. 극장에서 와서 봐주셔야지 저희 영화 만드는 사람들이 더 용기를 내서 더 좋은 영화 만들 수 있답니다.]코로나 여파로 부쩍 늘어난 OTT 작품들의 피해도 잇따르고 있습니다.'원더우먼 1984'도 공개가 되자마자 불법다운로드가 기승을 부렸고, '승리호'도 수백 건의 복제물이 올라와 대응에 나섰지만, 해결이 안 되고 있습니다.불법 복제물을 올려 적발될 경우 저작권법에 따라 5년 이하의 징역, 5천만 원 이하의 벌금이 내려지고 손해배상도 청구됩니다.[표광종 / 문화체육관광부 저작권보호과장 : 강력한 처벌도 물론 굉장히 중요하겠지만 창작자의 생존권을 존중한다는 차원에서 사회적인 합의나 사회적인 문화 속에서 저작권을 지켜주는 게 보다 더 중요하다고 생각합니다.]정부는 디지털 포렌식 수사 등으로 교묘해지는 불법복제에 대응하고 있습니다.특히 해외불법 사이트는 단속이 더 어려워 중국과 태국, 베트남, 필리핀 등 4개 해외사무소를 두고 인터폴과 공조하고 있습니다.YTN 김선희[sunny@ytn.co.kr]입니다.[저작권자(c) YTN & YTN plus 무단전재 및 재배포 금지] ▶ 이 시각 코로나19 확진자 현황을 확인하세요.  ▶ 대한민국 대표 뉴스 채널 YTN 생방송보기  ▶ 매주 공개되는 YTN 알쓸퀴즈쇼! 추첨을 통해 에어팟, 갤럭시 버즈를 드려요."
2021.05.22.,카카오 성장의 아이콘,url없음,<네이버 기사 없음>
2021.05.22.,키즈폰 8개월 요금지원 인기에 카카오 리틀프렌즈폰4 및 신비아파트 판매량 상승,url없음,<네이버 기사 없음>
2021.05.22.,중화권 시장서 네이버·카카오 웹툰 격전,url없음,<네이버 기사 없음>
2021.05.22.,"카카오게임즈, MZ 세대 인재 영입에 총력",url없음,<네이버 기사 없음>
2021.05.22.,'그것이 알고 싶다' 논란 급부상... 온라인 뜨겁게 달군 충격의 카카오톡 내용은?,url없음,<네이버 기사 없음>
