기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.04.14.,"카카오, 지그재그 품는다…""글로벌 패션 플랫폼 도전""",https://n.news.naver.com/mnews/article/001/0012328454?sid=105,"(서울=연합뉴스) 홍지인 기자 = 카카오는 '카카오스타일'을 운영하는 카카오커머스의 스타일 사업부문을 인적분할해 패션 플랫폼 '지그재그'를 운영하는 크로키닷컴과 합병한다고 14일 밝혔다.    7월 1일 출범하는 합병 법인은 카카오 자회사로 편입되며, 대표는 크로키닷컴의 서정훈 대표가 맡는다.     합병 법인은 지그재그가 보유한 빅데이터와 카카오의 기술력·사업 역량 등을 결합해 경쟁력 있는 사업 기반을 갖추고 신규 사업 기회를 발굴해나갈 예정이다.     이를 통해 국내 대표 패션 플랫폼의 지위를 공고히 하고, 글로벌 패션 시장에 도전하겠다는 전략이다.    크로키닷컴이 2015년 출시한 '지그재그'는 4천곳이 넘는 온라인 쇼핑몰과 패션 브랜드를 모아서 제공하는 모바일 서비스로, 올해 거래액 1조원을 바라보고 있다.     이용자들이 자신의 스타일에 맞는 상품을 쉽게 찾을 수 있도록 여성 쇼핑몰을 분류해서 보여주며, 인공지능(AI) 기술로 개인 맞춤형 추천 상품을 제공하는 것이 특징이라고 카카오는 소개했다.    크로키닷컴은 지난해 매출 400억원, 당기순손실 250억원을 기록했다.     카카오 배재현 수석부사장은 ""카카오가 보유한 글로벌 콘텐츠 및 팬덤의 영향력과 시너지를 통해 향후 물류 접근성이 용이한 일본·중국 등 아시아 지역으로 사업을 확장해 글로벌 패션 플랫폼으로 거듭나길 기대한다""고 밝혔다.    합병 법인의 서정훈 대표는 ""모바일에 최적화된 편리한 쇼핑 경험을 전 세대에 제공하기 위한 밸류 체인을 구축한 만큼 앞으로 공격적인 신사업을 전개해 시장 내 강력한 경쟁 우위에 서겠다""고 말했다.카카오커머스[카카오커머스 제공]    ljungberg@yna.co.kr▶네이버에서도 뉴스는 연합뉴스[구독 클릭]▶[팩트체크]日오염수 우리바다 유입 가능성은▶제보하기<저작권자(c) 연합뉴스(https://www.yna.co.kr/), 무단 전재-재배포 금지>"
2021.04.14.,"카카오, '지그재그' 인수 공식화… ""국내 대표 패션 플랫폼으로 글로벌도 공략""",https://n.news.naver.com/mnews/article/366/0000701390?sid=105,"카카오 스타일사업부문과 ‘지그재그’ 운영사 합병올해 거래액 1조 추정되는 MZ세대들의 쇼핑 앱합병법인 7월 1일 출범, 카카오 자회사로 편입지그재그 앱. /지그재그최근 매물로 나온 오픈마켓 이베이코리아 인수전에 뛰어들기도 했던 카카오(035720)가 국내 패션 플랫폼 ‘지그재그’를 운영하는 크로키닷컴 인수를 공식화했다. 국내 대표 패션 플랫폼을 넘어 글로벌 패션 시장에서도 존재감을 드러낼 것이란 포부다.카카오는 14일 ‘카카오스타일’을 운영하는 카카오커머스의 스타일사업부문을 인적분할해 기술 기반 패션 플랫폼 ‘지그재그’를 운영하는 크로키닷컴과 합병한다고 밝혔다. 7월 1일 출범하는 합병 법인은 카카오 자회사로 편입되며, 대표는 크로키닷컴의 서정훈 대표가 맡게 된다. 합병 법인은 지그재그가 패션 분야에서 보유한 빅데이터와 카카오의 기술력·사업 역량 등을 결합해 경쟁력 있는 사업 기반을 갖추고, 신규 비즈니스 기회를 발굴해나갈 예정이다. 크로키닷컴이 2015년 출시한 ‘지그재그’는 4000곳 이상의 온라인 쇼핑몰과 패션 브랜드를 모아서 제공하는 모바일 서비스로, 2030 충성 고객을 확보해 올해 연 거래액 1조원을 바라보고 있다. 지그재그는 이용자들이 자신의 스타일에 맞는 상품을 쉽게 찾을 수 있도록 인기순·연령별·스타일별로 여성 쇼핑몰을 분류해서 보여준다. 또 인공지능(AI) 기술을 활용해 선호 쇼핑몰, 관심 상품, 구매 이력 등에 따른 개인 맞춤형 추천 상품을 제공하는 것이 특징이다. 2019년에는 각기 다른쇼핑몰의 상품을 하나의 장바구니에 담고, 결제까지 진행할 수 있는 통합 결제 서비스 ‘제트(Z) 결제’를 선보여 이용자 편의성을 높인 바 있다.배재현 카카오 수석부사장(CIO)은 ""지그재그는 MZ세대(밀레니얼+Z세대, 1980~2004년생)를 주축으로 하는 패션 커머스 플랫폼으로서 높은 성장성과 경쟁력을 검증 받았다""며 ""카카오가 보유한 글로벌 콘텐츠와 시너지를 내 향후 물류 접근성이 용이한 일본, 중국 등 아시아 지역으로 사업을 확장, 글로벌 패션 플랫폼으로 거듭나길 기대한다""고 말했다.합병 법인의 서정훈 대표는 ""패션 분야에 특화된 빅데이터를 통해 고객 경험 혁신을 이루어 낸 지그재그와 전국민이 이용하는 국내 최대 IT 기업 카카오가 만나 최상의 시너지를 낼 수 있을 것""이라며 ""모바일에 최적화된 편리한 쇼핑 경험을 전 세대에 제공하기 위한 밸류 체인을 구축한 만큼 앞으로 공격적인 신사업을 전개해 시장 내 강력한 경쟁 우위에 서겠다""고 말했다.[장우정 기자 woo@chosunbiz.com] ▶네이버에서 '명품 경제뉴스' 조선비즈를 구독하세요▶""달리오와 버핏이 틀렸다… 가상자산으로 자금 대이동""▶""암 걱정 없는 나라"" 하루만에… 자궁경부암 백신값 인상	저작권자 ⓒ 조선비즈, 무단 전재 및 재배포 금지"
2021.04.14.,"“카카오 온다”…토스 “주식 줄게, 계좌 다오”",https://n.news.naver.com/mnews/article/374/0000240779?sid=101,"[앵커]지난달부터 주식 매매 중개서비스에 본격 나선 토스증권이 고객 유치에 열을 올리고 있습니다.2030 젊은 고객층 확보를 놓고 한판 승부를 벌이게 될 카카오페이증권을 겨냥한 행보로 풀이됩니다.김성훈 기자의 보도입니다.  [기자]토스증권은 이번 주부터 새로 주식 계좌를 만들면 국내 기업 주식 1주를 주는 이벤트를 벌이고 있습니다. 접속 장애를 겪을 정도로 사람이 몰리면서 지난주까지 28만 명 규모였던 토스증권의 주식 계좌 수는 3일 간 2배 가량 늘어  단숨에 55만명 규모까지 늘었습니다. 앞서 토스증권은 목표를 100만 명 수준으로 잡았는데, 정식 서비스 출시 한 달 만에 목표치의 절반 이상을 채운 셈입니다.또 최근에는 주식 투자자들의 증권사 선택 기준 중 하나인 모바일트레이딩시스템, MTS의 안정성 강화 등 IT 인프라 투자에도  나섰습니다.주식 투자자 확보에 공격적으로 나선 건데, 특히 경쟁이 불가피한 카카오페이증권을 의식한 행보로 풀이됩니다.모바일 플랫폼을 앞세운 카카오페이증권 역시 올해 하반기 MTS 출시를 준비 중입니다.이에 앞서 1년간 펀드 투자와 예탁금 이용료 지급 서비스 등을 통해  400만명의 증권 계좌를 확보했습니다.MTS를 출시한 뒤에는 이를 주식 계좌와도 연동시켜 상당수를 주식 고객으로 흡수하는 효과를 거둘 것으로 예상됩니다.[권혁중 / 경희대 글로벌미래교육원 외래교수 : (카카오) 앱을 쓰고 있는 분들 같은 경우에는 오히려 카카오페이증권에서 하는 서비스들의 사용환경 (인터페이스)이라든지 더 친숙하기 때문에 토스증권 입장에서는 선점효과가 더욱더 중요해진 상황이고….]간편 결제와 보험에서 맞붙고 있는 토스와 카카오의 경쟁이 증권에서도 달아오르고 있습니다.SBS Biz 김성훈입니다.김성훈 기자(here@sbs.co.kr) ▶ 돈 세는 남자의 기업분석 '카운트머니' [네이버TV]▶ 경제를 실험한다~ '머니랩' [네이버TV] 저작권자 SBS미디어넷 & SBS I&M 무단전재-재배포 금지"
2021.04.14.,카카오 15일 거래재개···액면분할 징크스 깨나,https://n.news.naver.com/mnews/article/011/0003897190?sid=101,"카뱅 등 자회사 연내 상장 추진웹툰사업 호황 등 호재 두드러져액분 이후 상승세 지속 전망 우세[서울경제] 액면 분할을 마치고 거래가 재개되는 카카오(035720)가 상승세를 이어갈 것이라는 기대가 나오고 있다. 최근 거래 중지 기간에 국내 증시가 상승세를 보였고 자회사의 연내 상장 모멘텀과 웹툰 사업 호황 등이 주가를 끌어올릴 가능성이 높다는 지적이다.14일 한국거래소에 따르면 카카오는 5 대 1 액면 분할을 위한 사흘간의 거래 정지를 끝내고 15일부터 거래가 재개된다. 거래 정지 직전 거래일인 지난 9일 카카오는 사상 최고가인 55만 8,000원에 거래를 마친 바 있다. 액면 분할로 1주당 가격이 9일 종가의 5분의 1 가격인 11만 1,600원으로 거래를 시작한다.증권가는 카카오에 별다른 악재가 없고 성장성 호재가 넘쳐나는 상황에서 주가가 거래 정지 전의 상승세를 무난히 이어갈 것으로 내다보고 있다. 앞서 카카오는 지분 투자한 두나무 등의 기업이 미국 증시 상장을 검토한다는 소식과 글로벌 웹툰 사업 등이 빠르게 자리 잡고 있다는 분석 등으로 주가가 가파르게 상승했다. 카카오에 대한 증권가의 눈높이 역시 꾸준히 높아지는 모습이다.이날 메리츠증권은 카카오의 액면 분할 이후 주가 목표치를 13만 원으로 제시하며 현 주가보다 16.5%의 상승 여력이 있다고 분석했다. 김동희 메리츠증권 연구원은 “전 직원 스톡옵션 등 비용이 1분기 실적에 반영됐지만 가파른 외형 성장이 비용 증가를 압도한다”며 “카카오페이와 뱅크 등이 기업공개를 준비 중인데다 웹툰, 영화·드라마, 음악 등 콘텐츠 사업도 유기적으로 결합하는 등 카카오의 지배 구조 역시 유기적으로 성장 중”이라고 평가했다.또 카카오가 거래를 정지했던 12~14일 사흘 동안 코스피가 상승세를 유지한 만큼 적어도 거래 재개 첫날에는 상승 마감할 가능성이 높다는 분석이다. 이 기간 코스피는 50.5포인트(1.61%) 올랐고 시가총액 상위 기업들도 대부분 상승세를 탔다. 사업 분야가 비슷한 네이버 역시 2% 이상 주가가 오른 상황에서 카카오가 거래 정지된 기간 누적된 상승분을 반영할 것이라는 의미다.다만 액면 분할 호재로 가파르게 상승한 주가가 일정 기간 조정을 받을 수 있다는 의견도 나온다. 카카오의 주가는 거래 정지 전 일주일 동안에만 11.4%나 올랐고 거래량 역시 454만 주에 달해 전주(187만 주)에 비해 142%나 급증했다. 실제 과거 사례를 봐도 액면 분할이 반드시 주가에 호재로 작용하지는 않았다. 일례로 2018년 삼성전자와 네이버의 경우 각각 50 대 1, 5 대 1의 액면 분할을 실시했는데 이들 기업의 주가가 액면 분할 전 전고점을 회복하기까지는 1년 이상의 시간이 필요했다. 증권업계의 한 관계자는 “액면 분할을 하면 주가가 낮아지고 거래 부담이 줄어 소액주주가 늘고 거래량이 증가할 수 있지만 유통 물량도 크게 늘어나게 된다”며 “애플 등의 해외 기업처럼 액면 분할과 자사주 소각을 동시에 진행한다면 주가에 호재겠지만 단순한 액면 분할은 호재도 악재도 아니다”라고 말했다./김경미 기자 kmkim@sedaily.com▶ 상위 1% 투자자 픽! [주식 초고수는 지금]▶ 서울경제 더 폴리틱스 뉴스를 만나보세요!▶ 네이버 채널에서 '서울경제' 구독해주세요!저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
2021.04.14.,"네이버 5조, 카카오 3조…구글코리아 연매출은 2200억원?",https://n.news.naver.com/mnews/article/009/0004779158?sid=105,"<사진=매경DB>구글코리아가 지난해 한국에서 2200억 원을 벌어들인 것으로 나타났다. 2004년 설립된 구글코리아가 한국에서 실적을 발표한 것은 이번이 처음이다. 하지만 네이버와 카카오 등 국내 양대 IT 기업이 지난해 연 매출만 각각 5조 원과 4조 원대인 것과 비교하면 턱없이 낮은 매출을 보고하면서 외국계 IT 기업의 매출이 제대로 확인되지 않고 있다는 지적이 나온다.14일 금융감독원전자공시에 따르면 구글코리아의 지난해 매출액은 2201억4332만 원으로 2019년 2123억7989만 원 대비 3.66% 가량 오른 것으로 나타났다. 영업이익은 155억9236만 원, 당기순이익은 61억7811만 원으로 나타났다. 전년 대비 영업이익은 52.95%, 당기순이익은 741.23% 늘었다.구글코리아의 연간 매출이 2000억 원대에 불과한 것은 구글플레이스토어의 앱 마켓 수익이 포함되지 않았기 때문으로 분석된다. 구글코리아의 주요 매출은 광고사업이다. 싱가포르에 있는 구글아시아퍼시픽(싱가포르 법인)으로부터 광고 지면을 사와서 국내고객에게 재판매하는 '리셀러' 형태다. 구글의 광고 영업은 구글코리아에서 담당하지만, 앱 마켓 수익은 구글코리아가 아닌 싱가포르 소재 구글아시아퍼시픽 매출로 기록된다.업계 관계자는 ""구글은 구글플레이스토어가 글로벌 비즈니스이고, 한국만의 사업이 아니라는 이유로 얼마를 벌어들였는지 확인해주지 않을 것이다. 하지만 구글플레이스토어 수수료 논란이 불붙어 있는 한국에서는 관련 수익을 별도로 밝히는 방법도 고려해볼 수 있었을 것""이라고 꼬집었다.구글코리아는 현재 국세청과 법인세 관련 조세심판 소송도 진행 중이다. 지난해 초 서울지방국세청은 구글 코리아에 법인세 5000억 원가량을 추징한다고 고지했고, 구글은 부과된 세액을 전액 납부했다. 하지만 구글은 이후 국세청의 과세에 반발했고 조세심판원에 불복 절차를 제기했다. 조세심판원이 구글 코리아의 요구를 인용할 경우 회사는 납부한 세액을 돌려받게 된다. 구글은 서버가 국외에 있다는 이유로 한국 법인세 부과 대상이 아니라는 논리를 펴는 것으로 전해졌다.한편 올해부터 공개된 외국계 IT기업들의 감사보고서 매출이 다수 이유로 제대로 공개되지 않으면서 새 외부감사법이 벌써부터 유명무실한 법으로 전락하는 게 아니냐는 지적도 나온다. 2017년 개정된 '주식회사의 외부감사에 관한 법률' 개정안 등에 따라 올해부터는 직전 사업연도 자산 또는 매출액이 500억원 이상인 주식·유한회사도 외부감사 의무 대상에 포함됐다. 이를 통해 구글코리아와 페이스북코리아 등 주요 외국계 기업의 지난해 매출과 2019년 매출이 드러났다. 하지만 페이스북 한국 지사인 페이스북코리아의 지난해 매출은 442억 원으로 밝혀졌고, 구글코리아의 연 매출도 2200억원 수준에 그쳤다. 국내 양대 IT 기업인 네이버와 카카오가 지난해 연매출만 각각 5조 원대, 4조원대인 것에 반해 턱없이 낮은 수치다.[홍성용 기자]▶ '경제 1위' 매일경제, 네이버에서 구독하세요▶ 이 제품은 '이렇게 만들죠' 영상으로 만나요▶ 부동산의 모든것 '매부리TV'가 펼칩니다[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.04.14.,"네이버·카카오, 웹소설 플랫폼 '문피아' 인수전서 또 격돌",https://n.news.naver.com/mnews/article/015/0004530386?sid=105,"문피아 기업가치 3000억원 이상 평가'스토리'콘텐츠 확보 위한 양보 없는 진검승부 예고최대 변수는 기존 주주 텐센트, 엔씨소프트우선매수권 가지고 있어 인수 가능성 배제 못해사진=연합뉴스국내 양대 플랫폼 업체 네이버, 카카오가 웹소설 플랫폼 업체 문피아 경영권을 인수하기 위해 정면 격돌한다.14일 투자은행(IB) 및 정보기술(IT) 업계에 따르면, 네이버와 카카오가 문피아와 경영권 매각 협상을 진행하고 있다. 인수 대상은 문피아투자목적회사(S2L파트너스, 창업자 김환철 공동 보유)의 지분 64.42%과 경영권이다. 문피아 기업가치는 3000억원 이상으로 알려졌다. 경쟁 입찰에 들어가면 몸값은 더욱 뛸 수도 있다.사진=연합뉴스문피아는 2002년 김환철 대표가 설립한 국내 대표 웹소설 플랫폼이다. 인터넷 커뮤니티로 출발해 2012년 법인으로 전환됐다. 월평균 페이지 뷰가 1억 회 이상, 방문자 수는 40만 명에 달한다. 문피아에 등록된 작가 수는 4만7000명가량이다. 국내 웹소설 시장에서 네이버 카카오를 제외한 최대 웹소설 플랫폼이다.네이버는 문피아 인수를 위해 국내 사모펀드와 컨소시엄을 꾸렸다. 카카오도 해외 전략적 투자자와 컨소시엄을 꾸리는 방안을 논의 중인 것으로 알려졌다.네이버·카카오의 웹 콘텐츠 플랫폼 인수 경쟁은 격해지고 있다. 네이버가 올해 초 월간 이용자 수(MAU) 9000만에 달하는 웹소설 플랫폼 왓패드를 사들이자 카카오는 최근 웹소설 플랫폼 래디쉬와 웹툰 플랫폼 타파스 경영권 인수를 추진하고 있다. 두 회사가 문피아 인수에 동시에 참여하면서 경쟁은 극에 달하고 있다.이들이 경쟁적으로 웹 콘텐츠 플랫폼 인수 경쟁에 뛰어드는 이유는 이야기 지식재산권(IP)을 확보하기 위해서다. 확보된 IP는 엔터테인먼트 다른 분야로도 확장이 무궁무진하다. 가장 기초적으로 웹소설 IP를 웹툰 플랫폼으로 유통할 수 있다. 카카오페이지의 웹소설 원작 웹툰 ‘나 혼자만 레벨업’은 웹툰으로 창작돼 누적 조회 수 6억2000만 건, 누적 매출 400억원을 달성했다.영화, 드라마, 게임 등으로도 IP를 확장할 수 있다. 넷플릭스에서 유통되는 네이버웹툰 원작 드라마 ‘스위트홈’은 한국, 말레이시아, 싱가포르, 대만 등 8개국에서 시청률 1위에 올랐다. 카카오페이지의 IP 기반 영화 ‘승리호’도 넷플릭스 영화 순위 1위를 차지했다. 글로벌 컨설팅 업체 PwC에 따르면, 온라인동영상서비스(OTT) 세계 시장 규모는 지난해 약 58조원에서 내년 73조원까지 커질 전망이다.다만, 인수전의 최대 변수는 엔씨소프트와 텐센트다. 텐센트의 투자 자회사 CLL과 엔씨소프트는 문피아의 2, 3대 주주로 각각 24%, 6% 지분 보유하고 있다. 이들은 2018년 문피아에 총 250억원을 투자해 우선매수권을 확보했다. 엔씨소프트와 텐센트가 우선매수권을 행사한다면 경영권은 이들에게 넘어가게 된다.텐센트는 냉각된 한중관계로 매각에 적극적으로 나서지는 않을 것으로 알려졌다. 엔씨소프트도 웹콘텐츠 사업을 적극적으로 벌이고 있지 않아 네이버나 카카오와 협력하는 쪽으로 갈 가능성이 높다. 우선매수권을 행사할 수 있는 기한은 오는 6월까지다.구민기/김채연 기자 kook@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한국경제앱 다운받고 ‘암호화폐’ 받아가세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
2021.04.14.,[이슈분석] 카카오T vs 티맵+우버 연합…모빌리티 공룡 대격돌,https://n.news.naver.com/mnews/article/030/0002939108?sid=103,"카카오T, 차량호출 시장 80% 점유티맵, 우버와 합작사 '우티' 출범자금력 앞세운 플랫폼이 시장 견인경쟁 격화에도 서비스 차별성 없어모빌리티 시장 경쟁이 치열해지고 있다. 티맵모빌리티가 우버와 손을 잡으면서 카카오모빌리티와 양강 체제를 구축할 것으로 예상된다. 소비자가 익숙한 서비스만 이용함에 따라 스타트업의 시장 진입은 힘들어지고 있다. 이를 넘어설 혁신 서비스는 없다. 규제당국이 새로운 형태의 모빌리티 서비스가 나올 수 있는 환경을 만들어야 한다는 조언이다.◇국내 최대 MaaS 플랫폼 '카카오T'카카오모빌리티는 최근 구글로부터 565억원을 투자받는 등 자타공인 국내 최대 서비스형 모빌리티 플랫폼으로 성장했다. 카카오모빌리티의 서비스형 모빌리티 플랫폼(MaaS) '카카오T' 가입자는 2800만명에 달한다.카카오는 2015년 일반택시 호출과 고급택시 호출 서비스를 선보이며 차량 호출 시장에 먼저 진출했다. 이듬해 모빌리티 서비스 제공 기반이 되는 내비게이션 서비스를 출시했고 대리기사 호출 서비스도 선보였다.카카오는 2017년 사업부문을 분할해 독립회사인 카카오모빌리티를 출범시켰다. MaaS 플랫폼도 같은 해 내놨다. 카카오모빌리티는 차량을 포함한 모든 이동 수단을 하나의 플랫폼에 담으려 하고 있다. 개인용 교통수단(PM)인 전동 자전거와 대중교통인 버스와 기차 예매 서비스까지 추가했다. 출발지부터 목적지까지 이용할 모든 교통수단을 통합 제공하겠다는 계획이다.카카오T는 이미 시장 우월적 지위를 확보했다. 차량 호출 시장 점유율은 80%를 웃돈다.서울시가 발표한 '2020년 택시 서비스 시민 만족도 조사 결과 보고서'에 따르면 소비자 950명 중 83.7%가 카카오T를 이용한 경험이 있었다. 마카롱 택시(12.1%), 우버 택시(9.9%), 온다 택시(6.0%), 반반 택시(1.3%)는 물론 2위 T맵 택시(38.7%)와도 격차가 크다.소비자가 카카오T로 몰리면서 서비스를 제공하는 택시기사 쏠림 현상도 나타나고 있다. 택시기사 395명을 대상으로 한 조사에서 98%가 카카오T를 주로 사용한다고 응답했다. T맵 택시는 55.2%, 온다 택시는 20.5%, 반반 택시는 7.6%, 마카롱 택시는 1.3%로 나타났다.◇'티맵+우버' 연합, 구독형으로 승부수카카오모빌리티 대항마로 떠오르는 곳은 '티맵+우버' 연합이다. SK텔레콤에서 분사한 티맵모빌리티가 우버코리아와 손을 잡고 합작사 '우티'를 출범, 조만간 차량 호출 서비스를 포함한 MaaS 플랫폼을 출시할 예정이다.티맵 택시는 시장 2위 차량 호출 서비스다. 카카오모빌리티가 2018년 카풀 서비스로 택시기사들과 갈등을 빚을 당시에 급성장했다. 우버코리아는 2015년 국내 사업을 철수한 지 6년 만인 올해 초 '우버택시' 서비스를 내놨다. 티맵모빌리티와 협력해 국내 시장에 재도전한다.우티의 핵심 경쟁력은 구독 모델로 예상된다. 렌터카, 차량공유, 단거리 이동수단, 주차 등 다양한 모빌리티 서비스를 묶어 할인 혜택을 제공하겠다는 구상이다. SK그룹 계열사인 SK렌터카와 지주사 ㈜SK가 2대주주로 있는 차량공유 업체 '쏘카', 공유킥보드 업체 '씽씽'과도 협업 논의가 기대된다.티맵+우버 연합은 막대한 자본력을 기반으로 MaaS 생태계를 구축해 나갈 전망이다. 티맵모빌리티는 지난주 국내외 사모펀드(PEF)로부터 4000억원 신규 투자를 유치하기도 했다. 출범한 지 반년도 되지 않았지만 기업가치는 이미 1조4000억원에 육박한다. 카카오모빌리티의 경우 3조4000억원으로 평가받고 있다.◇혁신 서비스는 부재…“규제 낮추고 경쟁시켜야”사업자 간 경쟁이 격화되고 있지만 서비스 간 뚜렷한 차별점은 사실상 없다는 지적이 나온다. 자본력만 있다면 사업을 확대해 MaaS 플랫폼을 구축하는 시장이라는 설명이다. 파괴적이며 혁신적 모빌리티 서비스가 만들어질 수 있도록 규제를 적극 완화해야 한다는 주장이 나오는 이유다.실제 이미 국내에선 '혁신'을 내세웠던 모빌리티 서비스가 규제에 가로막혀 시장에서 퇴출된 사례가 있다. '우버X'와 '타다'가 대표적이다.우버는 2013년 한국에서 개인차량으로 유상 운송 서비스를 제공하는 '우버X'를 시작했지만 여객자동차운수법 위반으로 2년 만에 접었다. 일반인도 일정 자격만 갖추면 영업이 가능했다. '피크타임 요금제' 등을 통해 유상운송수단 공급과 수요 불균형을 해결할 수 있었으나 시장에서 퇴출됐다.쏘카의 자회사 VCNC도 고배를 마셨다. 2018년 기사 포함 승합차 렌터카 서비스 형태의 운송서비스 '타다'를 내놨다. 하지만 이를 막는 법안이 지난해 3월 국회 본회의를 통과하면서 사업을 이어가지 못했다.위정현 중앙대 경영학부 교수는 “우버, 타다 등이 서비스할 수 있는 환경을 만들어 여러 복수의 플랫폼이 경쟁하는 시장을 만들었어야 했다”며 “현재는 자금력이 있는 플랫폼이 시장을 이끌어가는 모양새”라고 진단했다.박진형기자 jin@etnews.com▶ 네이버 홈에서 [전자신문] 구독하기▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
2021.04.14.,이동규 카카오모빌리티 부사장 간담회 참석,https://n.news.naver.com/mnews/article/003/0010447282?sid=101,[서울=뉴시스]배훈식 기자 = 이동규 카카오모빌리티 부사장이 14일 오후 서울 중구 한국프레스센터에서 열린 이재갑 고용노동부 장관 플랫폼 기업 CEO 간담회에 참석해 차리하고 있다. 2021.04.14. dahora83@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>
2021.04.14.,"""신흥 금융재벌 네이버·카카오 감시 늦추면 안돼""",https://n.news.naver.com/mnews/article/001/0012329202?sid=101,"전성인 홍익대 교수, 한국금융학회 정책심포지엄 발표토론 중인 전성인 홍익대 교수[한국금융학회 심포지엄 화면 갈무리. 재판매 및 DB 금지]    (서울=연합뉴스) 성서호 기자 = 신흥 금융재벌로 떠오른 네이버와 카카오에 대한 감시를 늦춰서는 안 된다는 제언이 나왔다.     전성인 홍익대 교수는 14일 서울 중구 은행회관에서 열린 2021년 한국금융학회 춘계 정책 심포지엄에서 '금융개혁·금융규제의 정치경제'를 주제로 이렇게 발표했다.    전 교수는 금융의 정치화 사례를 들면서 정치권과 재벌, 관료의 이익 때문에 금융 왜곡이 일어난다고 지적했다.    그는 이런 왜곡을 해소하고 금융 개혁을 이루려면 금융감독 관료 체제 개혁, 금융 연계 재벌 개혁, 기타 유관 집단 개혁을 추진해야 한다고 강조했다.    전 교수는 ""기존 재벌 삼성뿐만 아니라 신 재벌에 대한 감시를 늦춰서는 안 된다""고 말했다.    이어 ""정보기술(IT) 업계에서는 삼성, 현대는 나쁘지만 네이버와 카카오는 좋은 집단이라고 생각한다""며 ""하지만 이들의 로비력은 삼성, 현대에 못 미치지 않고, 이들이 요구한 금융 규제 완화 법안들이 국회에 올라와 있다""고 덧붙였다.    그는 감독 체제 개편에 대해선 신군부 시절 군내 핵심 사조직인 하나회를 해체한 방식을 따라야 한다고 말했다.    전 교수는 ""대통령이 하나회 개혁하듯이 어느 날 갑자기 칼 들고 해버려야 한다""며 ""위원회 만들어 차근차근 의견 수렴해서 하면 불가능하다""고 강조했다.    아울러 ""금융지주회사의 권력화와 법무법인, 회계법인 등 금융부대서비스 공급자도 통제해야 한다""고 말했다.    전 교수는 또 ""대통령만이 금융 개혁을 할 수 있다""며 ""대통령만이 관료 조직 해체의 전제 조건인 금융산업 진흥정책의 폐기를 결단할 수 있고, 금융재벌과 일정한 거리를 두는 정책 기조를 결정할 수 있다""고 말했다.    soho@yna.co.kr▶네이버에서도 뉴스는 연합뉴스[구독 클릭]▶[팩트체크]日오염수 우리바다 유입 가능성은▶제보하기<저작권자(c) 연합뉴스(https://www.yna.co.kr/), 무단 전재-재배포 금지>"
2021.04.14.,"장도연, 카카오TV 예능 '체인지 데이즈' 진행",https://n.news.naver.com/mnews/article/001/0012327667?sid=106,<구조 다름>
