기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.11.22.,"[단독]카카오, 12월7일부터 카톡 내 '불법 리딩방' 퇴출",https://n.news.naver.com/mnews/article/421/0005739648?sid=105,"'유사투자자문 서비스'를 불법 콘텐츠 약관에 추가불법 행위 적발 시 '검색 결과' 노출 제외·'대화방' 접근 제한© News1 이지원 디자이너(서울=뉴스1) 송화연 기자,김승준 기자 = # ""무료 회원 3000명! 기관 출신 전문가의 진가를 느껴보세요! 고수익 보장 무료 리딩방""# ""OOOO투자자문 OOO 전무의 개인상담 채널입니다. 1대1 채팅 무료 상담받으세요.""'불법 주식리딩방'(개인을 대상으로 종목 추천·매매기법을 공유하는 채팅방)을 통해 투자에 손실을 입거나 거액의 가입비를 편취당하는 이용자 피해가 증가하고 있는 가운데, 카카오가 '카카오톡'을 통한 유사투자자문 서비스 퇴출에 나섰다. 22일 카카오는 오는 12월7일부터 적용되는 '카카오톡 운영정책'을 공개하며, 불법 행위가 확인된 유사투자자문업자의 카카오톡 계정(오픈채팅방·오픈프로필)에 대해 검색 결과 노출 및 채팅방 접근을 제한한다고 밝혔다.카카오가 운영정책 내 '불법 또는 규제 상품·서비스 관련 콘텐츠' 약관에 '유사투자자문 서비스'를 추가해 '유사투자자문업자'의 불법 행위에 칼을 빼든 것이다. 유사투자자문업자는 1997년 도입된 제도로 불특정 투자자에게 인터넷·ARS·간행물 등을 통해 투자자문회사 외의 자가 일정한 대가를 받고 투자조언을 영업으로 하는 자를 의미한다. 금융위원회 신고 후 영업할 수 있다.문제는 금융당국에 신고하지 않고 영업하는 불법 유사투자자문업자가 활개를 치면서 나타났다. 특히 유사투자자문업자는 대가를 받고 투자정보 서비스를 제공한다는 점에서 투자자문업과 유사하지만 불특정 다수인을 대상으로 한 투자조언만 허용된다는 점에서 1대1 맞춤형 조언을 기본으로 하는 투자자문업과 구별된다. 하지만 유튜브, 카카오톡, 텔레그램 등 1대1 접촉이 가능한 소셜미디어(SNS)가 대중화되면서 이같은 플랫폼을 이용한 불법적인 영업 활동이 기승을 부리고 있는 실정이다. 양방향 소통이 가능한 온라인 중심의 플랫폼 환경에 1대1 상담 등 정식 투자자문업자에만 허용된 개별상담이 가능해지면서 허위, 과장광고 등 불법 영업행위가 늘고 있는 것.금융감독원에 따르면 소셜미디어를 이용한 주식 리딩방이 성행하면서 유사투자자문업 관련 민원 건수가 지난 9월까지 2315건에 달하는 것으로 나타났다. 지난해 민원건수(1744건) 대비 32%나 증가한 수치다.이처럼 소셜미디어를 통한 유사투자자문업자의 신종 영업행태가 증가하면서 금융당국은 지난 4월 '유사투자자문 관리·감독 강화방안'을 발표하고 Δ유사투자자문업의 주식리딩방 운영 금지 Δ유튜브 주식방송에 대한 규제체계 마련 등에 나섰다.금융감독원은 부적격 유사 투자자문사를 근절하기 위해 연말까지 166개사를 집중 점검하고 문제가 적발되는 온라인 채널을 차단하는 등 강경한 대응을 예고한 상태다.카카오 역시 금융당국의 강경 행보에 맞춰 불법 리딩방 근절에 팔을 걷었다. 카카오는 카카오톡 이용자의 신고 등을 통해 불법 행위가 확인된 계정(오픈채팅방·오픈프로필)에 대해 오는 검색 결과 노출 및 오픈채팅방 접근 제한 조치를 시행하기로 했다.카카오 측은 ""유사투자자문업자는 자본시장법에 따라 일대일 투자자문을 하거나 개인투자자의 투자금을 위탁받을 수 없으며 금융투자업규정시행세칙에 따라 정보전달수단으로 단체채팅방을 이용할 수 없다""고 설명했다.카카오톡이 제재를 가하는 행위는 Δ투자자문업자가 아닌 유사투자자문업자, 일반법인 또는 개인이 일정한 대가를 받고 1대1 맞춤형 투자자문을 하거나, 개인투자자의 투자금을 위탁받는 행위 Δ투자 관련하여 원금보장, 손실보장·보전, 수익보장, 고수익 등의 허위·과장 광고 등을 하는 행위 Δ단체채팅방을 통해 일정한 대가를 받고 유사투자자문 서비스를 제공하는 행위 Δ그 외 관계 법령에 따라 유사투자자문업자에게 금지되는 행위다.카카오 관계자는 ""관련 규제는 오픈채팅 등에 대해 금융감독원 가이드라인(지침)에 맞춰 기존부터 지속해왔으며, 최근 운영정책·가이드라인에 명문화하게 됐다""고 말했다."
2021.11.22.,"카카오커머스, 충남 농가 온라인 판로 지원",https://n.news.naver.com/mnews/article/014/0004743313?sid=105,"충남 농특산물 온라인 판로 개척 방안 모색 MOU 체결충남 농산물 기획전 정기 오픈톡채널 메시지 지원 등 상생 방안 선보일 예정  [파이낸셜뉴스] 카카오커머스가 충청남도 농가 온라인 판로 발판 마련을 지원한다.   카카오커머스는 22일 경기도 성남 카카오커머스 본사에서 충남도청과 상생협약을 맺는다고 이날 밝혔다. 이번 협약을 통해 충청남도와 함께 충남 농특산물 온라인 판로 개척을 위한 방안을 모색할 계획이다.   카카오톡 쇼핑하기 내 충남 농산물 기획전을 정기 오픈한다. 카카오파머 톡채널을 활용한 마케팅 메시지 지원 등 상생 방안을 선보일 예정이다.    카카오커머스와 충청남도가 충남 농특산물 온라인 판로 개척을 위한 업무협약을 22일 체결했다. 카카오커머스 제공.카카오커머스는 이번 협약으로 카카오커머스 고객들에게 충남 지역의 우수한 농산물을 보다 다양하고 합리적인 가격에 선보일 것을 기대했다. 충청남도는 온라인 판로 확보를 통해 충남 지역 농산물의 판매 활성화 및 홍보·마케팅에 많은 도움을 받을 수 있을 것으로 보인다.   충청남도는 지난 2018년 10월부터 톡스토어 내 충남 지역 온라인 쇼핑몰 '농사랑'을 입점시켜 카카오커머스 고객들에게 충남 지역 농특산물들을 선보이고 있다. 해당 쇼핑몰은 톡스토어 입점 후 2020년 거래액이 전년 대비 5.6배 상승했다.   카카오톡 쇼핑하기는 이번 업무협약을 기념해 22일 17시부터 25일까지 충남 지역 농산물들을 앞세워 '신선의 정석 기획전'을 진행한다. 대표적인 상품으로는 아산 신고배, 서산 간척미, 서산 햇감자 등을 판매할 예정이다.   한편, 카카오커머스는 지자체와의 업무협약을 통해 코로나19로 어려움을 겪는 농가들의 온라인 판로 확대를 위한 노력을 확대할 예정이다. 앞서, 지난 9월 강원도, 11월 전라북도와 농특산물 온라인 판로 개척 협약을 맺은 바 있다.   카카오커머스 관계자는 ""국내 농수산물들의 판로 확대를 위한 교육, 판매 행사 등 다양한 지원 사업을 진행하고 있다""며 ""이번 충청남도와의 업무협약을 통해 카카오커머스 고객들에게 충청남도의 우수한 특산물들을 많이 선보일 수 있을 것으로 기대한다""고 했다. #충청남도 #카카오커머스 #농특산물"
2021.11.22.,"카카오뱅크, 전직원에 성과급·스톡옵션 지급",https://n.news.naver.com/mnews/article/366/0000775500?sid=101,"인터넷전문은행 카카오뱅크가 내년 직원 임금을 일괄 인상하는 한편, 별도의 성과급과 스톡옵션(주식을 부여받을 권리)을 지급할 전망이다.22일 업계에 따르면 최근 카카오뱅크는 이 같은 내용을 담은 연봉 인상 및 성과 보상안을 제시했다. 사측이 제안한 보상안에는 내년 연봉 협상을 2개월 앞당겨 시행하는 한편, ▲전직원 최소 1000만원 이상 일괄 인상, ▲연봉 30% 수준 스톡옵션 제공 ▲연봉 20%(평균 고과 기준)수준의 성과급을 제공하는 내용이 담긴 것으로 알려졌다.카카오뱅크 안팎에서도 파격적인 연봉 인상안이라는 평가가 나오고 있다.카카오뱅크 관계자는 “직원 개개인마다 임금 인상 폭은 다를 전망”이라면서도 “그동안 빠른 속도로 성장해왔고, 지속적인 성장을 위해 내부 구성원과 회사가 함께 성장할 수 있는 보상 방안을 도출해 연봉 인상 및 성과 보상안을 임직원들에게 제시했다”고 말했다.경기도 성남시 판교 카카오뱅크 본사.         이는 노조 설립 후 임직원 처우 개선에 대한 압박이 커진 데다, 회사 성장을 위해 더 많은 인재를 끌어모으려는 조치로 풀이된다.지난 3월 카카오뱅크에서는 인터넷 전문은행 최초로 노조가 설립됐다. 당시 노조는 자료를 통해 카카오뱅크 임직원 처우에 대한 비판 목소리도 냈다. 당시 노조는 “2017년 출범한 카뱅은 성장을 거듭해 2020년 한 해 전년 동기 대비 8.3배 늘어난 당기순이익 1136억원이라는 실적을 기록하며 명실공히 국내 최대 규모의 인터넷은행으로 자리잡았다”면서 “그 결실은 합리적이고 공정한 기준으로 임직원에게 보상으로 돌아가야 하지만 현실은 그렇지 못하다”고 했다. 이어 “실력 있는 개발자를 영입하기 위해 더 나은 대우를 약속하는 IT(정보기술)업계의 트렌드, 회사의 유례 없는 실적과 별개로 임직원이 받는 보상은 제자리걸음을 하고 있으며 작년보다 못한 경우도 있다”고 주장했다.한편, 2017년 출범한 카카오뱅크는 올해 기업공개(IPO)에 성공했다. 올해 3분기 누적 당기 순이익이 전년 같은 기간보다 95.6% 증가한 1679억원을 기록했다. 카카오뱅크 고객은 작년 말 1544만명에서 올해 9월말 기준 1740만명으로 늘었다."
2021.11.22.,"'이프 카카오' 뒷얘기 궁금하다면…""'음mm'에서 만나요""",https://n.news.naver.com/mnews/article/008/0004673541?sid=105,"/사진=카카오카카오는 22,23일 소셜 오디오 플랫폼 '음mm'에서 지난주 열린 '이프 카카오(if kakao) 2021' 뒷이야기를 담은 '애프터 톡' 행사를 연다. 카카오와 공동체 11개사는 지난 16일부터 3일간 이프 카카오 온라인 컨퍼런스를 열고 총 120여개 세션을 선보였다. 이프 카카오 공식 홈페이지는 300만명 이상이 방문했다. 이번 행사에선 카카오 크루들이 세션 준비 과정에서의 다양한 에피소드를 공유한다. 참여자들도 컨퍼런스와 관련해 질문할 수 있다. 22일은 카카오와 카카오엔터테인먼트, 카카오페이, 그라운드X의 크루들이 진행하는 6개의 애프터 톡이 오후 3시부터 열린다. 23일엔 카카오, 카카오엔터프라이즈, 카카오커머스에서 4개 애프터 톡을 준비했다. 특히 22일 밤 10시, 23일 밤 8시에 각각 진행하는 음mm, 카카오 뷰의 애프터 톡 시간에는 세션에 참여한 크리에이터들도 함께한다.카카오 관계자는 ""컨퍼런스에 대한 다양한 내용을 소셜 오디오 플랫폼이라는 음성 중심의 공간에서 나누는 이색 커뮤니케이션 자리가 될 것""이라며 ""컨퍼런스에서 나누지 못한 많은 이야기들을 보다 구체적으로 소통할 수 있는 계기가 될 것으로 기대한다""고 말했다."
2021.11.22.,"카카오·네이버 ""제2의 지옥·오겜 찾아라""",https://n.news.naver.com/mnews/article/015/0004631462?sid=105,"웹툰·웹소설 지재권 확보 전쟁카카오엔터 '파일럿 웹툰 프로젝트'중장편 연재할 단편 작품 선발작가 양성 힘써온 네이버 추격""웹콘텐츠 OTT서 줄줄이 대박IP 확보 경쟁 더욱 치열해질 것""카카오와 네이버의 ‘이야기 지식재산권(IP)’ 확보 경쟁이 점점 더 치열해지고 있다. 두 회사는 공모전, 아마추어 작가 플랫폼, 플랫폼 인수 등 다양한 방법으로 IP 확보에 사활을 걸고 있다. 온라인동영상서비스(OTT), 게임 등 업체들이 웹툰·웹소설 IP 기반의 2차 콘텐츠를 제작해 잇달아 성공한 것이 자극제가 됐다는 분석이다. ‘스토리 확보’에 사활카카오 자회사 카카오엔터테인먼트는 ‘파일럿 웹툰 프로젝트’를 가동해 스토리 작가 확보에 나선다고 22일 밝혔다. 카카오 이름으로 단독 개최하는 첫 공모전이다. 카카오웹툰에 무료로 연재될 10화 분량의 단편 웹툰을 선발한 뒤 당선작 중 중장편 웹툰으로 정식 연재될 작품을 다시 한 번 발굴하는 ‘멀티 등단’ 방식이다.단편 연재작으로만 당선돼도 회당 100만원의 10회차 원고료와 함께 별도 지원금 1000만원을 지급한다는 조건이 독특하다. 카카오엔터테인먼트 관계자는 “‘파일럿’ 형태로 먼저 선보이는 방식은 상대적으로 부담이 적다”며 “정식 연재 시 파일럿에서 높은 인기가 검증된 만큼 여느 신작과는 차별화된 주목을 받을 수 있다”고 설명했다.카카오는 지난 9월 아마추어 웹소설 작가 플랫폼 ‘카카오페이지 스테이지’도 공식 출시했다. 독자들에게 인기를 끈 작품을 카카오 웹소설 플랫폼 ‘카카오페이지’로 등단시키는 ‘페이지GO’, 카카오엔터가 직접 작품을 선정하고 원고료를 지원해주는 ‘스테이지ON’ 등 다양한 섹션으로 구성돼 있다.카카오가 최근 공들이고 있는 작가 발굴 시스템 구축은 네이버를 의식한 성격이 짙다. 네이버는 2012년부터 한국만화영상진흥원과 웹툰 공모전 ‘최강자전’을 운영하고 있다. 독자들의 투표로 등단 작품을 선정하는 방식의 공모전이다. 2019년부터는 자체 웹툰·웹소설 공모전 ‘지상최대공모전’을 매년 열고 있다. 네이버는 공모전을 통해 ‘내 ID는 강남미인’ ‘여주실격!’ 등 다수의 흥행작을 배출하기도 했다.네이버는 2006년부터 네이버 도전만화를 운영해 왔다. 누구나 자신이 만든 웹툰을 업로드할 수 있고 선택되면 베스트 도전만화, 네이버웹툰 공식 플랫폼 등으로 승격하는 ‘승강 시스템’이다. 네이버 도전만화의 웹소설 버전인 챌린지 리그도 2013년부터 운영했다. 네이버웹툰 관계자는 “네이버는 웹툰산업 생태계를 직접 만든 당사자로, 무엇보다도 작가 양성에 주력해 왔다”고 말했다. 인수합병 경쟁도 “질 수 없다”두 회사는 웹툰·웹소설 플랫폼 인수전에서도 수시로 부딪친다. 네이버는 1월 6600억원을 들여 글로벌 웹소설 플랫폼 왓패드를 인수했다. 왓패드는 창작자 약 570만 명, 창작물 10억 개 이상을 보유하고 있는 플랫폼이다. 네이버는 인수를 통해 이들을 네이버 웹콘텐츠 생태계로 흡수할 수 있었다.이에 질세라 카카오는 5월 타파스, 래디쉬를 각각 6000억원, 5000억원의 기업 가치로 인수했다. 타파스는 작가 커뮤니티 ‘타파스트리(Tapastry)’를 운영하며 현지 작가들과 IP 개발에 힘쓰고 있다. 래디쉬는 2019년부터 집단 창작 시스템으로 자체 제작 콘텐츠 ‘래디쉬 오리지널’을 출시했다.두 회사의 경쟁은 웹툰·웹소설을 기반으로 한 콘텐츠산업이 팽창하면서 본격화했다. 카카오 웹툰 ‘승리호’, 네이버 웹툰 ‘스위트홈’ 등을 기반으로 한 동명의 작품이 넷플릭스 등 글로벌 OTT 플랫폼에서 흥행하면서 이 시장에 대한 관심이 커지고 있다. 카카오가 IP 판매로 벌어들인 ‘IP 비즈니스’ 부문 매출은 2018년 1분기 475억원에서 올 1분기 1274억원으로 증가했다.정보기술(IT) 업계 관계자는 “웹 콘텐츠에서 흥행성이 입증된 IP에 대한 OTT, 게임 등 글로벌 콘텐츠 업체들의 수요가 급증하고 있다”며 “IP 비즈니스의 근간인 스토리 확보 경쟁은 더욱 치열해질 것”이라고 말했다."
2021.11.22.,"카카오뱅크, 대출금리 왜 높나 봤더니…우대금리 혜택 없다",https://n.news.naver.com/mnews/article/031/0000637936?sid=101,"신용대출 평균 금리 5,44%…중·저신용대출 비중은 13.4%에 그쳐카카오뱅크가 은행권 중 유일하게 '가감 조정금리'를 통한 우대금리 혜택을 제공하지 않는 것으로 나타났다. 다른 은행들이 거래 실적 등에 따라 금리 우대를 제공하는 반면 카카오뱅크는 그와 같은 우대 혜택이 없단 소리다.22일 은행연합회 공시에 따르면 지난 9월 기준 카카오뱅크의 평균 신용대출 금리는 5.44%로 집계됐다. KB국민·신한·하나·우리·NH농협은행 등 5개 시중은행 평균인 약 3.43% 대비 2.01%포인트 높은 수준이다. 1~2등급 신용자의 신용대출도 5개 은행 평균인 2.98% 대비 0.54%포인트 높다.카카오뱅크 직원이 로고 앞을 지나고 있다. [사진=카카오뱅크]특히 중저신용자 신용대출의 경우도 5대 은행 보다 높았다. 카카오뱅크의 5~6등급 기준 신용대출 금리는 5.90%로 ▲우리은행4.26% ▲하나은행 4.62% ▲농협은행 5.86%보다 높았다.고신용자 대출 혜택을 줄이고 중·저신용자 위주의 대출을 공급하는 전략을 펴는 탓으로 알려졌지만 지난해 말 기준 카카오뱅크의 중·저신용 대출 공급 규모는 전체 대출의 12.1%로 시중은행 평균인 24.2%에 못 미쳤다.카카오뱅크는 최근 이를 극복하기 위해 '신용대출 플러스' 등 신용대출 상품의 신용등급 전 구간 금리를 최대 3.58%까지 인하하고 중·저신용자 고객에는 최대 3.27%까지 금리를 낮췄다. 하지만 지난 3분기말 기준 중·저신용 대출 공급 비중은 13.4%에 그쳤다.이는 카카오뱅크가 기준금리와 가산금리는 원칙대로 적용하는 반면 가감조정금리를 통해 금리를 감면해주지 않는 영향이 큰 것으로 분석된다. 주거래 실적 등에 따른 우대 혜택이 없는 것이다.다른 은행의 경우 주거래 고객의 이용 실적 등에 따라 금리를 할인해 주거나 조정해 주는데, 이를 가리켜 '가감조정금리'라고 말한다.은행 대출 금리는 은행별로 상이하나 기준금리에 가산금리를 더한 다음 최종적으로 가감조정금리를 적용해 감면하거나 조정한다. '대출금리 모범규준'에서도 '가감조정 전결금리'를 통해 차주의 급여통장 개설 유무, 신용카드 사용실적, 수신실적 등을 기준으로 금리를 할인 또는 가산하도록 돼 있다.한 은행권 관계자는 ""가감조정금리는 은행 거래실적 등에 따른 우대 금리라고 할 수 있다""고 말했다.이를 테면 5개 시중은행의 1~2등급 신용대출 평균 금리는 기준금리 1.12%에 가산금리 2.54%를 적용하고, 여기에 가감조정금리를 통해  0.99%를 할인해주고 있다. 실례로 한 은행의 경우 1~2등급 기준 기준금리 1.12%에 가산금리가 2.91%에 달했으나 가감조정금리를 통해 1.09%까지 조정 받아 평균 2.94%의 금리로 대출이 이뤄졌다.같은 인터넷전문은행인 케이뱅크의 경우도 1~2등급 기준 가감조정금리를 1.12%적용하고 있으며 지방은행들도 차이는 있으나 적용하고 있다. 은행권 중 KDB산업은행을 제외하고 가감조정금리를 적용하지 않는 곳은 카카오뱅크가 유일하다. 마이너스통장 대출도 상황은 마찬가지다.이에 대해 카카오뱅크 측은 까다로운 우대금리 등의 조건을 달지 않고 조건 없이 동일한 금리헤택을 적용한다는 방침 때문이라고 설명했다.카카오뱅크 관계자는 ""카카오뱅크는 출범 당시부터 애플리케이션(앱)을 깔면 몇 프로, 카드를 만들면 몇 프로를 적용해주는 등의 조건을 달지 않고 금리를 주는 게 적합하다고 판단했다""고 설명했다.또한 ""중·저신용대출 비중이 높다보니 평균 금리 값이 높게 산정된다는 오해도 있다""는 입장을 전했다."
2021.11.22.,온플법 규제 대상 카카오·네이버·구글·애플 등 20여 곳,url없음,<네이버 기사 없음>
2021.11.22.,"조선호텔, 카카오톡 선물 전용 ‘조선델리’ 케이크 출시",https://n.news.naver.com/mnews/article/018/0005091536?sid=101,"온라인 전용 베이커리 상품 출시 통해 온라인 베이커리 시장 공략카카오톡 선물하기 통해 ‘조선호텔 뉴욕치즈케이크’ 선봬[이데일리 윤정훈 기자] 조선호텔앤리조트가 배송까지 한번에 가능한 온라인 전용 조선델리 케이크를 22일부터 카카오톡 선물하기를 통해 출시한다고 밝혔다.(사진=조선호텔앤리조트)최근 코로나19의 영향으로 비대면 소비 트렌드가 확산하며 모바일로 선물을 보내거나 온라인으로 간편하게 주문해 집으로 배송 받을 수 있는 온라인 베이커리에 대한 소비자들의 관심이 높아지고 있다. 이러한 추세에 맞춰 조선호텔앤리조트는 조선델리 프리미엄 디저트를 집에서도 즐길 수 있도록 온라인 전용 케이크를 출시했다.조선델리는 100년의 노하우와 전문 파티시에의 정성을 담은 고급스러운 맛을 선뵈는 스위트 기프트 앤 파티세리로 웨스틴 조선 서울, 웨스틴 조선 부산, 그랜드 조선 부산, 그랜드 조선 제주에 자리하고 있다. 이번에 온라인 전용 상품으로 선뵈는 ‘조선호텔 뉴욕치즈케이크’는 현재 웨스틴 조선 서울, 웨스틴 조선 부산과 그랜드 조선 부산, 그랜드 조선 제주에서 판매되고 있는 조선델리의 인기제품 중 하나다. 이를 집에서 편하게 배송받을 수 있도록 했다. 조선호텔 뉴욕치즈케이크는 100년의 조선호텔 역사와 함께 오랜 노하우와 전문 파티시에 비밀 시크릿 레시피로 완벽한 맛의 밸런스를 자랑한다. 부드럽게 입안 가득 퍼지는 치즈의 깊고 진한 풍미가 특징으로 ‘크러스트 타르트’를 사용해 기분 좋은 바삭함을 더해 치즈의 맛을 깔끔하게 잡아주고, 부드러움을 극대화시켰다.조선호텔 뉴욕치즈케이크는 카카오톡 선물하기를 통해 구입할 수 있으며, 가격은 3만 9900원이다. 평일 오후 2시 이전 배송 요청은 당일 출고하여 다음날 수령이 가능하다. 12월부터 SSG닷컴을 통해서도 만나볼 수 있다.조선호텔앤리조트 관계자는 “앞으로 지속적인 전용 메뉴 개발을 통해 온라인에서도 조선델리의 고급 디저트를 간편하게 경험하실 수 있도록 확대해나갈 예정”이라고 말했다."
2021.11.22.,"“NFT 바람, 한때였나” 게임株 일제히 약세…엔씨·카카오게임즈·게임빌↓",https://n.news.naver.com/mnews/article/024/0000071663?sid=101,"한동안 NFT 사업 진출에 대한 기대로 상승세에 올랐던 국내 게임주들이 일제히 하락했다. 11월 22일 엔씨소프트는 전 종가 대비 0.27% 하락한 74만8000원에 거래를 마쳤다. 카카오게임즈는 9.77% 떨어진 9만7000원에, 게임빌은 12.98% 떨어진 13만4800원에 장을 마감했다. 그 외 넷마블(-1.98%), 컴투스(-5.04%), 펄어비스(-2.81%) 등이 모두 하락했다.최근 국내 게임사들이 NFT 사업에 앞다퉈 뛰어들며 게임주가 일제히 급등했다. 지난 11일 엔씨소프트가 3분기 실적 발표 콘퍼런스콜에서 NFT 사업 진출 계획을 발표하자마자 이날 주가가 30%가량 급등해 상한가를 기록했다. 지난 10일 3분기 실적 발표 콘퍼런스콜에서 내년에 NFT 거래소를 설립하겠다고 밝힌 게임빌은 다음 날 신고가를 경신했다. 게임빌은 11월 한 달간 주가가 두 배 넘게 뛰었다. 이외에도 카카오게임즈가 공시자료를 통해 NFT 게임과 거래소를 시작할 예정이라 밝혔고, 펄어비스는 10일 콘퍼런스콜에서 NFT 게임 도입에 대한 계획을 알렸다. 이후 양 사 역시 주가가 급등했다. 반면 NFT 열풍으로 상당수 게임사가 ‘P2E 게임(돈 버는 게임)’으로 방향 전환을 꾀하자, 한쪽에서는 사행성 논란에 대한 우려를 제기한다. 국제게임전시회 ‘2021 지스타’가 열린 부산 벡스코에서 11월 20일 국회 문화체육관광위원회 소속 이상헌 더불어민주당 의원이 ‘그래서, 메타버스가 뭔데?’라는 주제로 토론회를 개최했다. 이날 김규철 게임물관리위원장은 “사행성이 있다면 현행 게임법상에서는 등급을 내주는 것이 불가능하다”며 NFT가 포함돼 환전 우려가 있는 게임은 등급을 줄 수 없다고 일축했다."
2021.11.22.,[지스타 2021] 카카오게임즈 신작 '우마무스메 프리티 더비' 윤곽,https://n.news.naver.com/mnews/article/629/0000117366?sid=105,"'지스타 2021'이 17일 개막한 가운데 한 관람객이 카카오게임즈 부스에서 '우마무스메 프리티 더비' 캐릭터들을 살펴보고 있다. /부산=최승진 기자카카오게임즈 모바일 신작 '우마무스메 프리티 더비'가 지스타 2021에서 윤곽을 드러내면서 관심을 키우고 있다.올해 지스타에 메인 스폰서로 참가한 카카오게임즈는 신작 '우마무스메 프리티 더비'를 부스에서 선보이며 관람객들의 시선을 모았다. 특히 이 게임의 오프닝 영상을 국내 최초로 공개하고 성우 인터뷰 영상을 깜짝 공개했다. 다만 방역 준수 때문인지 한꺼번에 많은 사람이 관람하지는 않았다. 입장 순서대로 전시 내용을 살폈다.관람객들은 영상을 감상한 뒤 주요 캐릭터들을 내세운 포토존에서 사진을 찍는 등 시간을 가졌다. 카카오게임즈는 부스를 방문해 이벤트 미션을 완료하는 관람객과 온·오프라인 관람객을 대상으로 '톡채널' 이벤트를 통해 상품을 전달하기도 했다.신작 '우마무스메 프리티 더비'는 실존하는 경주마의 이름을 이어받은 캐릭터를 육성하고 레이스 승리를 목표로 플레이해 나가는 육성 시뮬레이션 게임이다. 카카오게임즈 측은 ""수준 높은 그래픽과 박진감 넘치는 레이스 그리고 몰입도 높은 스토리와 자유로운 육성 전략 방식이 특징""이라고 설명했다.더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
