기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.03.25.,"SK브로드밴드, 카카오TV 콘텐츠 독점 공개…""윈윈 전략""",https://n.news.naver.com/mnews/article/003/0010410943?sid=101,"카카오엔터테인먼트와 콘텐츠 제휴[서울=뉴시스] 이진영 기자 = SK브로드밴드가 카카오TV 오리지널 콘텐츠를 B tv와 ‘채널S’를 통해 독점 공개한다.SK텔레콤의 자회사 SK브로드밴드는 미디어 시장에서 차별화된 경쟁력을 확보하기 위해 카카오엔터테인먼트와 콘텐츠 사업 파트너십을 체결했다고 25일 밝혔다.SK텔레콤과 카카오는 지난 2019년 3000억원 규모의 지분을 교환하고 전략적 파트너십을 맺은 후 잇따라 다양한 협업 결과물을 쏟아내고 있다. 이번 콘텐츠 독점 제휴도 그 일환이다. 이번 협력은 SK브로드밴드의 플랫폼과 카카오엔터테인먼트의 기획제작 역량을 결합, 폭넓은 연령대 시청자들에게 지금까지 TV에서 경험해 보지 못했던 다채로운 콘텐츠를 제공하기 위해 이뤄졌다. SK브로드밴드는 차별화한 독점 콘텐츠를 제공함으로써 플랫폼 경쟁력을 강화하고, 카카오엔터테인먼트는 플랫폼 확장을 통해 콘텐츠 인지도 및 영향력을 키우게 되는 것이다.SK브로드밴드는 고객에게 새로운 트렌드의 다양하고 이채로운 콘텐츠를 경험할 기회를 제공해 플랫폼과 콘텐츠 역량을 더 모으는 양사간 ‘윈윈(win-win)’ 전략이 될 것이라과 설명했다. SK브로드밴드는 이번 파트너십을 통해 작년 9월부터 선보인 카카오TV 오리지널 콘텐츠(카카오엔터테인먼트 제작) 26개 타이틀을 고객에게 한 번에 제공한다. 또 올해 카카오엔터테인먼트가 기획·제작하는 예능과 드라마 등 오리지널 콘텐츠까지 포함해 총 70여개 타이틀, 1000여편(에피소드)을 선보일 계획이다.SK브로드밴드는 우선 이날부터 B tv 내 TV다시보기 홈 > ‘카카오TV x B tv’ 메뉴를 통해 총 257편(26개 타이틀)을 서비스한다. <연애혁명>(30부작), <며느라기>(12부작), <아직 낫서른>(15부작) 등 화제작 드라마와 <찐경규>, <맛집의 옆집>, <내 꿈은 라이언> 등 다양한 예능 콘텐츠를 포함하고 있다. 향후 새롭게 공개되는 콘텐츠는 카카오TV에 선공개된 후 B tv에 편성한다. B tv VOD 편성 이벤트로 이날부터 4월 7일까지 2주간 10편 이상 구매자 전원에게 3000원 할인 쿠폰을, 최다 시청자 50명에게는 카카오의 라이언 인형을 선물한다.‘채널S’도 카카오TV 오리지널 콘텐츠를 유료방송 채널 독점으로 제공할 예정이다. ‘채널S’는 SK브로드밴드가 올해 초 설립한 자회사 미디어에스의 버라이어티 전문 채널로, 오는 4월 론칭을 앞두고 있다. ‘남녀노소가 공감하고 즐길 수 있는 예능과 드라마를 제공하는 퀄리티 있는 NO. 1 채널’이 ‘채널S’의 목표다. 미디어에스는 향후 다양한 사업자들과 협력해 오리지널 콘텐츠를 제작한다는 방침이다. 중장기적으로는 자체 제작 역량 강화를 위한 스튜디오 설립도 검토 중이다.SK브로드밴드 김혁 미디어전략본부장은 ""이번 제휴를 통해 B tv와 ‘채널S’ 시청자들이 수준 높은 콘텐츠를 TV로도 즐길 수 있게 되어 기쁘게 생각한다""며 ""앞으로도 지속적으로 양사 협력을 확대해 나갈 계획""이라고 말했다.☞공감언론 뉴시스 mint@newsis.com▶ 네이버에서 뉴시스 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>"
2021.03.25.,"카카오엔터, SKB와 콘텐츠 제휴",https://n.news.naver.com/mnews/article/382/0000899154?sid=101,"카카오엔터테인먼트 M컴퍼니는 SK브로드밴드와 콘텐츠 사업에 대한 파트너십을 체결하고, 카카오TV 오리지널 콘텐츠를 SK브로드밴드의 Btv와 채널S를 통해 공개한다. 카카오엔터테인먼트가 지난해 9월부터 선보인 카카오TV 오리지널 콘텐츠 26개 타이틀을 비롯해, 2021년 기획, 제작하는 예능과 드라마 등 오리지널 콘텐츠까지 총 70여개 작품, 1000여편을 선보일 계획이다. 이미 공개된 오리지널 콘텐츠는 Btv 주문형비디오(VOD)를 통해 일시 공개되며, 최신 에피소드와 신규 콘텐츠들은 카카오TV에 먼저 공개된 후 Btv에서도 만날 수 있다. 또 SK브로드밴드의 자회사 미디어에스를 통해 4월 중 론칭하는 버라이어티 전문채널 ‘채널S’에서도 카카오TV 오리지널 콘텐츠가 편성된다.김명근 기자 dionys@donga.com▶ 연예현장 진짜 이야기  / 스타들의 아찔한 순간▶ 나의 아이돌을 픽♥ 해주세요. / 이번 주는 누가 1위?- Copyrights ⓒ 스포츠동아 무단 전재 및 재배포 금지 -"
2021.03.25.,"카카오TV 드라마, B tv에서도 본다",https://n.news.naver.com/mnews/article/009/0004769200?sid=105,"카카오TV가 선보이고 있는 오리지널 콘텐츠 [사진 제공 = 카카오엔터테인먼트] 카카오의 콘텐츠 자회사 카카오엔터테인먼트가 SK브로드밴드와 손잡고 오리지널 콘텐츠 유통을 인터넷TV(IPTV)로 확장한다.카카오엔터테인먼트는 SK브로드밴드와 콘텐츠 사업 협력을 체결해 카카오TV 오리지널 콘텐츠를 SK브로드밴드의 B tv와 채널S를 통해 공개한다고 25일 밝혔다. 카카오엔터테인먼트가 지난해 9월부터 선보인 카카오TV 오리지널 콘텐츠 26개 작품뿐 아니라, 올해 기획·제작하는 예능과 드라마까지 총 70여 작품을 선보일 계획이다. 지난해 9월부터 카카오TV에서 이미 공개한 오리지널 콘텐츠는 이날부터 B tv 주문형비디오(VOD)를 통해 볼 수 있다. 최신 에피소드와 신규 콘텐츠는 카카오TV에서 먼저 공개된 뒤 B tv에 제공된다. SK브로드밴드가 자회사 미디어에스를 통해 오는 4월 선보이는 버라이어티 전문채널 '채널S'에서도 카카오TV 오리지널 콘텐츠가 편성된다.  [오대석 기자]▶ '경제 1위' 매일경제, 네이버에서 구독하세요▶ 이 제품은 '이렇게 만들죠' 영상으로 만나요▶ 부동산의 모든것 '매부리TV'가 펼칩니다[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.03.25.,"""성과보상 공정하지 못했다""…카카오뱅크 노조 설립",https://n.news.naver.com/mnews/article/018/0004884994?sid=101,"인터넷은행 가운데 첫 노조 설립[이데일리 장순원 기자] 국내 인터넷전문은행 가운데 처음으로 카카오뱅크(카뱅)에 노동조합이 설립됐다. 최근 정보통신(IT) 분야를 포함해 산업계에 불고 있는 성과보상 갈등이 노조 설립의 도화선이 된 것으로 해석된다. 전국화학섬유식품산업노동조합 카카오지회는 25일 “국내 인터넷은행으로는 최대 규모인 카뱅에 노조를 설립했다”고 밝혔다. 산별노조 형태인 카카오지회에는 카카오 본사뿐만 아니라 자회사나 계열사도 가입이 가능하다. 카뱅 노조는 카카오지회의 산하 분회 형태다.지난 2017년 출범한 카카오뱅크는 3년 만에 가입자 1300만명, 대출 자산 21조원이 넘는 규모로 덩치가 커졌다. 지난해에는 1136억원의 순이익을 기록했다. 처음 흑자 전환한 1년 전보다 이익이 8배 넘게 커졌을 정도로 급성장한 것이다. 하지만 직원들 가운데에서는 성장 과정에서 과실이 제대로 배분되지 않았다는 생각이 강한 것으로 알려졌다. 특히 최근 IT업계에서 연봉·성과급을 놓고 회사와 직원 간 갈등이 커지고 있다. SK하이닉스에서 시작된 성과급 갈등은 SK텔레콤, 네이버 등지로 확대됐고, 최근 게임회사를 시작으로 연봉 인상 기류가 확산 중이다. 카뱅 노조는 일단 투명한 성과보상 체계를 강조했다. 카뱅 노조는 “지난해 역대 최고 실적을 달성했지만, 공정한 기준으로 결실이 임직원에게 돌아가지 못했다”고 주장했다. 이어 “실력 있는 개발자를 영입하기 위해 더 나은 대우를 약속하는 IT업계 트렌드와 회사의 유례없는 실적과 별개로 임직원이 받는 보상은 제자리걸음을 하고 있다”며 “현재 보상이 어떤 기준으로 결정됐는지 알고 싶다”고 요구했다. 서승욱 카카오지회장은 “단순한 성과급이나 연봉인상이 아니라 합리적이고 공정한 보상기준이 필요하다”며 “카카오뱅크 노조는 이제 활동을 시작한 단계로 본격적인 교섭을 시작하면 조합원 수 등 구체적인 규모가 공개될 것”이라고 말했다. 카카오뱅크 본사 내부 모습.(사진=카카오뱅크 제공)다.장순원 (crew@edaily.co.kr)▶ #24시간 빠른 #미리보는 뉴스 #eNews+▶ 네이버에서 '이데일리 뉴스'를 만나보세요▶ 빡침해소, 청춘뉘우스 '스냅타임'＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
2021.03.25.,"누르는 순간 개인정보 줄줄 샌다…""카카오 사칭메일 조심""",https://n.news.naver.com/mnews/article/015/0004518910?sid=105,"카카오톡 가입 인증 메일로 위장갈수록 정교화되는 불법메일""내용 따라 처벌 어려운 경우도""카카오 사칭 메일. 사진=온라인 커뮤니티 캡처""카카오계정 가입을 위한 인증번호입니다. 아래 인증번호를 확인해 이메일 주소 인증을 완료해주세요.""최근 온라인 커뮤니티와 사회관계망서비스(SNS)에서 이같은 내용의 카카오 사칭메일 수신 사례가 잇따라 공유되고 있다. 카카오나 네이버 등 유명 회사나 기관을 사칭한 이른바 '피싱메일'이 최근 유포되고 있어 개인정보 유출 피해 등이 우려된다는 얘기가 나온다.카카오 가입인증 메일, 누르는 순간 개인정보 유출25일 정보기술(IT) 업계에 따르면 최근 카카오 사칭 메일을 수신했다는 카카오톡 이용자들이 잇따르고 있다. 최근 한 온라인 커뮤니티에서 한 누리꾼은 ""특정한 사이트에 가입하지도 않았는데 갑자기 카카오톡으로 가입 인증 메일이 와 확인해보니 사칭 메일이었다""며 ""카카오팀 메일 주소는 'noreply' 인데, 자세히 보니 noreplay로 적혀 있었다""고 했다.또 다른 누리꾼도 ""최근에 사용하는 이메일 주소로 아이디를 만들었다는 인증메일이 와 그냥 지나쳤는데, 며칠 후 똑같은 메일이 또 왔다""며 ""알고보니 피싱을 유도하는 메일이었다""고 밝혔다. 이 누리꾼은 ""메일 내용 안에 작은 동그라미(링크)를 눌러 탭을 열었다면 개인정보 유출로 인한 피해를 봤을지도 모른다""고 했다.지난 1월 카카오톡 메신저 다운로드 사이트와 똑같은 가짜 피싱 사이트가 기승을 부린데 이어 최근에는 카카오톡 가입 인증 피싱 메일이 확산되고 있다. 카카오톡은 가입시 전화번호 인증을 통해 가입을 할 수 있고, 그 이후에는 이메일 계정을 등록하면 다음·멜론 등 카카오 내 다양한 서비스를 손쉽게 이용할 수 있다. 카카오계정 신규 가입시 거쳐야 하는 인증메일 발송 절차를 '판에 박은듯' 그대로 복사해 피싱 사기에 이용하고 있는 것이다.카카오 관계자는 ""최근 알 수 없는 경로로 이메일 주소를 대량으로 갈취해 카카오 사칭 메일을 보내는 사례가 확인되고 있다""며 ""가입인증 메일 피싱 사례를 비롯해 다른 기기 로그인 사례, 해외 접속 사례 등 유형별로 여러가지 피싱 신고가 들어오고 있다""고 말했다. 이 관계자는 ""카카오는 개인정보 요구 및 파일을 첨부한 형태(링크 포함)의 메일을 발송하지 않는다""고 덧붙였다.이미지=한국인터넷진흥원 보고서 캡처갈수록 정교화되는 불법메일…내용 따라 처벌 어려운 경우도회사나 기관을 사칭해 개인정보를 탈취해가는 피싱메일이 여전히 이어지고 있어 이용자들의 개인정보 유출 피해가 우려되고 있다. 피싱메일은 공개된 홈페이지나 게시글 등 각종 경로로 수집한 이메일에 대량으로 메일을 보내 이용자들의 개인 정보 또는 기업 내부 민감 정보를 불법 수집한다. 특히 네이버와 카카오 등 포털 운영사의 경우 계정 접속기록과 비밀번호 변경 기록 등을 메일로 알려주고 있는데, 이를 악용하는 사례가 대표적 수법이다. 기업의 경우 발주, 구매, 견적 등 업무 관련 피싱메일 사례가 주로 나타나고 있다. 최근 신종 코로나바이러스 감염증(코로나19) 확산으로 재택근무, 원격교육, 온라인 쇼핑 등이 늘어나면서 이를 악용한 범죄가 갈수록 늘어나고 있다.한국인터넷진흥원에 따르면 지난해 상반기 기준 1인당 1일 이메일 스팸 수신량은 0.31통으로 2019년 하반기(0.29통)보다 0.02통 증가했다. 한 달 동안 약 9.4통의 스팸메일을 받는 셈이다. 최근 5년간 1인당 하루 평균 이메일 스팸 수신량은 2016년 하반기 0.51통에서 2017년 하반기 0.41통으로 점차 감소하고 있으나 최근에는 전문가들도 구별하기 어려울 만큼 정교한 위장술을 갖추고 있어 여전히 피해가 우려되는 상황이다.다만 이런 불법 사칭 및 스팸메일 등은 내용에 따라 처벌 대상이 아닌 경우가 있어 피해 차단이 쉽지 않은 실정이다. 정보통신망법 제50조에 따르면 '영리목적의 광고성 정보를 전송'하는 불법스팸은 과태료 부과 및 형사 처벌의 대상이 될 수 있다. 하지만 카카오 메일인증 사례의 경우 해당 요건이 충족되지 않는다. 방송통신위원회 관계자는 ""카카오 인증메일의 경우 개인정보 탈취 등이 예상되는 사례""라면서 ""재화나 서비스 판매 목적의 광고전송에 해당하지 않으므로 스팸으로 분류하기 어려워 처벌하기 쉽지 않은 사례""라고 말했다.조아라 한경닷컴 기자 rrang123@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
2021.03.25.,"하나금융TI, 카카오커머스, 잡코리아 등 IT인재 채용",url없음,<네이버 기사 없음>
2021.03.25.,"구미 석 모씨, 딸과 나눈 카카오톡 대화 일부 공개",https://n.news.naver.com/mnews/article/005/0001423823?sid=102,"지난해 10월 딸 김 씨에게 숨진 아이 이름을 언급하며 “눈썹 빼고 둘째가 첫째 닮았다”고경북 구미에서 숨진 3살 여아의 친모로 밝혀진 석 모(48)씨가 지난 11일 대구지법 김천지원에서 열리는 구속 전 피의자 심문(영장실질심사)을 받기 위해 구미경찰서를 나서고 있다.  뉴시스 제공경북 구미의 한 빌라에서 숨진 채 발견된 3세 여아 사망사건의 친모로 드러난 석 모(48)씨와 아이를 버리고 이사 간 딸 김 모(22)씨가 나눈 카카오톡 대화가 일부 공개됐다.25일 경찰 등에 따르면 석 씨는 지난해 10월 딸 김 씨에게 보낸 문자 메시지에서 숨진 아이의 이름을 언급하며 “눈썹을 빼고 둘째가 첫째를 닮았다”고 말했다.석 씨가 말한 첫째는 숨진 3세 여아이며, 둘째는 김 씨가 현 남편과 재혼 후 지난해 8월 출산한 아이로 알려졌다. 이에 김 씨는 “엄마가 둘째 눈썹이 없다고 놀리는 중”이라고 답했다.이때는 이미 김 씨가 3세 딸을 빌라에 버려두고 이사 간 지 몇 달 뒤였다.석 씨가 김 씨에게 숨진 아이가 자신의 아이인 것을 숨기고, 김 씨도 이러한 사실을 몰랐던 것으로 추정되는 대목이다.김 씨는 숨진 여아의 친모가 석 씨로 확인되기 전 경찰 조사에서 이사 갈 당시 아이를 버려두고 간 데 대해 “전 남편의 아이라 보기 싫었다”고 진술한 바 있다.김 씨는 전 남편과 오래 전 헤어졌고, 홀로 양육을 감당하지 못해 아이를 빌라에 버려둔 채 떠났다. 그는 지난해 8월 둘째 출산을 앞두고 인근에 위치한 재혼한 현 남편 집으로 이사했다.앞서 석 씨는 3년 전 출산했을 것으로 추정되는 시기에 회사 PC로 ‘셀프 출산’을 검색한 것으로 확인됐다. 석 씨가 나 홀로 출산 또는 지인의 도움을 받아 병·의원이 아닌 다른 장소에서 출산했을 가능성이 있다는 것이다.국립과학수사연구원의 3차례 유전자 검사에서 모두 친모로 확인된 뒤에도 석 씨는 여전히 임신과 출산 사실 자체를 부인하고 있다.사건은 지난달 10일 구미시 상모사곡동 한 빌라에서 3세 여아가 미라 상태로 발견되면서 세상에 알려졌다. 최초 발견자는 석 씨로, 당시만 해도 그는 아이의 외할머니로 알려졌다.그러나 4차례에 걸친 DNA(유전자) 검사 결과 석씨가 아이의 친모인 것으로 밝혀져 논란이 일었다. 석 씨가 자신의 딸(22·구속)과 비슷한 시기에 임신·출산을 했고, 자신이 낳은 아이와 딸이 낳은 아이를 바꿔치기 했다고 경찰은 보고 있다.경찰에서 검찰로 송치된 석 씨는 여전히 임신·출산 사실을 부인하고 있는 것으로 알려지고 있다. 하지만 수사당국은 “DNA 검사 결과에 이상이 있을 수는 없다”며 석 씨를 상대로 조사를 이어가고 있다.석 씨는 미성년자 약취 및 사체유기 미수 혐의로 지난 17일 구속됐다.경찰은 “석 씨가 산부인과 등 의료기관에서 임신 관련 진찰을 받은 기록이 없다”며 “두 아이가 태어난 3년 전 휴대전화 통화나 데이터 자료도 충분히 확보하지 못해 수사에 어려움을 겪고 있다”고 말했다.구미=김재산 기자 jskimkb@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지"
2021.03.25.,"정욱 넵튠 대표, 카카오게임즈 개발 자회사 맡았다",https://sports.news.naver.com/news.nhn?oid=241&aid=0003103072,<구조 다름>
2021.03.25.,"카카오TV ""박명수 새 예능, 상반기 중 론칭 예정""(공식)",https://n.news.naver.com/mnews/article/052/0001566931?sid=106,<구조 다름>
2021.03.25.,"청호나이스, 카카오 렌탈 신청 서비스 착수",https://n.news.naver.com/mnews/article/018/0004884624?sid=101,"[이데일리 강경래 기자] 청호나이스가 카카오톡 채널에서 자사 제품 렌탈을 신청할 수 있는 구독 서비스를 시작한다고 25일 밝혔다. 대상 제품은 정수기와 공기청정기, 비데 제품군 총 13종이다.청호나이스는 카카오와 업무 협약을 통해 카카오가 파트너사에 제공하는 기업자원관리 플랫폼(SSP)을 활용, 자사 제품을 카카오톡 채널을 통해 소개하게 됐다. 이를 통해 기존 ‘청호 플래너’(고객방문 서비스 전문가), 콜센터 등을 통한 제품 구매신청 외에 모바일로 유통채널을 확대했다.카카오톡 이용 고객은 검색창에 ‘청호나이스’를 검색한 뒤 채널을 추가하면 청호나이스의 다양한 상품과 관련 정보를 확인할 수 있다. 별도 앱 설치 없이 렌탈 계약이 바로 이뤄지기 때문에 빠르고 간편하게 이용할 수 있다. 계약 내용 조회와 정기 결제 안내 등 제품 구독에 필요한 정보도 알림으로 받아 볼 수 있다.지기원 청호나이스 상무는 “최근 비대면 소비를 선호하는 문화가 확산하는 추세에 따라 모바일로 렌탈 계약이 한번에 가능한 채널을 카카오톡을 통해 마련했다”며 “앞으로도 다양한 디지털 공간에서 청호나이스를 경험할 수 있도록 채널 확대에 힘쓰겠다”고 말했다.강경래 (butter@edaily.co.kr)▶ #24시간 빠른 #미리보는 뉴스 #eNews+▶ 네이버에서 '이데일리 뉴스'를 만나보세요▶ 빡침해소, 청춘뉘우스 '스냅타임'＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
