기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.05.15.,"[단독] ‘무소속 김남국’ 다음날, 업비트‧빗썸‧카카오 압수수색",https://n.news.naver.com/mnews/article/023/0003763765?sid=102,"검찰, 세 번째 청구 끝에 영장 발부받아가상자산 이상 거래 의혹 논란에 자진탈당을 선언한 김남국 더불어민주당 의원이 지난 14일 오전 서울 여의도 국회 의원회관 의원실로 출근하고 있다. /뉴스1										검찰이 15일 김남국 무소속 의원의 ‘위믹스 60억원 보유’ 의혹과 관련해 대형 가상 화폐 거래소인 업비트와 빗썸 등을 압수 수색했다. 김 의원이 코인 의혹으로 더불어민주당을 탈당한 지 하루 만에 강제수사에 착수한 것이다.서울남부지검은 이날 가상 화폐 거래소에서 김 의원의 계좌 정보 등을 압수해간 것으로 전해졌다. 김 의원이 코인을 거래한 거래소 업비트와 빗썸, 그리고 카카오의 블록체인 관련 계열사 세 곳을 압수 수색한 것으로 알려졌다. 김 의원의 코인 거래 내역과 자금 흐름 및 출처 등을 확인하기 위해서다. 압수 수색 영장에는 정치자금법 위반과 조세 포탈, 범죄 수익 은닉 등 혐의가 적용됐다고 한다.무소속 김남국 의원의 가상화폐 보유 논란과 관련해 검찰이 15일 가상화폐 거래소 빗썸과 업비트를 압수수색했다. 사진은 이날 오후 서울 서초구 빗썸 고객센터의 모습./연합뉴스										김 의원은 작년 1~2월 코인 거래소 빗썸에 보유하고 있던 전자 지갑에서 위믹스 80여 만개를 다른 거래소인 업비트에 개설된 자신의 전자 지갑으로 이체했다. 업비트는 이를 비정상적 거래로 판단하고 금융정보분석원(FIU)에 보고했고, FIU는 검찰에 관련 자료를 넘겼다.검찰은 작년 10월과 11월 두 차례 압수 수색 영장을 청구했지만 법원에서 기각 당했다. 검찰은 김 의원의 코인 관련 혐의 등을 보강, 세 번째 청구 끝에 영장을 발부받아 압수 수색에 나선 것으로 알려졌다. 김 의원은 14일 민주당의 진상 조사와 윤리 감찰이 진행 중인 상황에서 탈당해 무소속 신분이 됐다."
2023.05.15.,"檢, 김남국 코인 관련 '업비트·빗썸·카카오 계열사' 압수수색",https://n.news.naver.com/mnews/article/421/0006807854?sid=102,"가상자산(암호화폐) 이상 거래 의혹 논란에 자진탈당을 선언한 김남국 더불어민주당 의원이 14일 오전 서울 여의도 국회 의원회관 의원실로 출근하고 있다. 김 의원은 이날 오전 자신의 사회관계망서비스(SNS)를 통해 ""저는 오늘 사랑하는 민주당을 잠시 떠난다＂고 밝혔다. 2023.5.14/뉴스1 ⓒ News1 임세영 기자(서울=뉴스1) 김동규 김정현 기자 = 검찰이 김남국 무소속 의원의 '가상화폐 위믹스 60억원 보유' 의혹과 관련해 관련 업체에 대한 강제수사에 착수했다. 15일 법조계에 따르면 서울남부지검은 이날 가상화폐 거래소에서 김 의원의 계좌 정보 등을 압수수색해간 것으로 알려졌다. 김 의원이 가상화폐를 거래한 거래소는 업비트, 빗썸, 카카오의 블록체인 관련사 3곳으로 전해졌다. 압수수색 영장에 적시된 혐의는 정치자금법 위반, 조세포탈, 범죄수익 은닉 등인 것으로 알려졌다. 한편 김 의원은 전날(14일) 더불어민주당의 진상 조사와 윤리 감찰이 진행 중인 상황에서 탈당해 무소속 의원이 됐다."
2023.05.15.,카카오 왜 이러나…이번엔 페이 서비스 2시간째 '먹통',https://n.news.naver.com/mnews/article/011/0004190442?sid=105,"[서울경제] 카카오페이에서 서비스 접속 장애가 발생해 이용자들이 불편을 겪고 있다.15일 카카오페이에 따르면 이날 오후 12시10분께부터 2시간 가까이 서비스 접속이 원활히 이뤄지지 않고 있다. 장애가 발생한 서비스는 일부 자산(카카오페이머니)에 대한 최신 정보 업데이트와 송금 서비스 등이다. 회사 측은 작업 진행 상황에 따라 정비 시간이 단축되거나 지연될 수 있다고 밝혔다.이 때문에 이용자들이 송금 지연 등 불편을 토로하고 있다. 각종 온라인 커뮤니티에는 카카오페이가 '먹통'이라는 글이 계속 작성되고 있다.이날 카카오페이 서비스 장애는 신원근 대표가 취임 후 첫 기자간담회를 연 직후 발생했다. 그는 간담회에서 서비스 안정화 방안은 별도로 언급하지 않았다.카카오 계열 서비스는 메신저 애플리케이션 카카오톡과 주요 금융 계열사들의 장애가 끊이지 않고 있다.앞서 카카오톡은 지난 8일 한때 접속 장애를 일으키기도 했다. 지난 1월 17일에도 유사한 오류가 발생했다. 지난해 10월에는 초유의 장기간 장애 사태를 초래한 바 있다. 카카오페이증권도 지난 1월 12일 10분가량 애플리케이션 서비스 지연으로 접속, 이체, 해외주식 매매 등이 원활히 이뤄지지 않아 투자자들이 매매 시점 등을 놓치기도 했다."
2023.05.15.,"카카오모빌리티-편의점 4사, 광고 사업 활성화 협력",https://n.news.naver.com/mnews/article/092/0002292188?sid=105,"편의점 디지털 사이니지에 광고 플랫폼 접목카카오모빌리티가 편의점 4사와 리테일 테크, 광고 사업 활성화를 위한 업무협약을 체결했다고 15일 밝혔다.카카오모빌리티는 CU, GS25, 세븐일레븐, 이마트24 편의점 매장 내외부에 설치된 9천300여개 디지털 사이니지에 광고 플랫폼을 접목해 리테일 테크 기반 광고 사업을 고도화한 동시에, 4사 통합 광고 상품을 기획해 출시한다는 방침이다.아울러 각사 역량을 기반으로 라스트마일, 리테일 테크 분야에서 협력할 수 있는 기회를 구체화하고 리테일 테크 생태계 활성화를 위해 장기적으로 협업할 수 있는 방안을 모색해 나갈 계획이다.왼쪽부터 이마트24 최은용 상무, BGF네트웍스 황환조 대표, 카카오모빌리티 안규진 사업부문총괄 부사장, GS넷비전 권기환 대표, 세븐일레븐 손승현 상무.지난해 카카오모빌리티는 광고 마케팅 웨비나를 개최하며, 모빌리티 플랫폼 기반 멀티미디어·광고 생태계 구축 비전을 공개한 바 있다.회사는 그간 축적해 온 기술, 데이터 분석 역량을 바탕으로 다양한 이동 맥락에서 소비자에게 유용한 멀티미디어·광고를 제공하고, 중소 광고 매체·대행사의 디지털화와 영업 효율을 높여 상생 플랫폼 광고 생태계를 만들어간다는 방향이다.안규진 카카오모빌리티 사업부문총괄 부사장은 “우리가 지닌 빅데이터 분석 역량과 플랫폼 기술을 바탕으로, 향후 버스와 지하철, 옥외 전광판 등 보다 다양한 이동 맥락에서 소비자, 광고 생태계 참여자 모두를 만족시키는 마케팅 플랫폼을 만들어 나갈 것”이라고 했다."
2023.05.15.,"카카오페이 ""서비스 장애 정상화""…카카오, 7일만 또 '먹통'(종합)",https://n.news.naver.com/mnews/article/003/0011859676?sid=101,"[서울=뉴시스] 남정현 기자 = 카카오페이가 결제와 송금 서비스 등에서 발생한 오류를 복구했다고 밝혔다. 15일 카카오페이에 따르면 이날 정오께부터 2시간 넘게 일부 기능이 작동하지 않았다. 카카오페이머니 송금과 결제, 자산관리 기능 등이다.카카오페이 관계자는 ""데이터베이스 부하로 인해 오후 12시10분께부터 대다수의 사용자들이 일부 서비스를 이용하는 과정에서 장애가 있었다""며 ""현재는 정상화됐고 지속해서 모니터링 중""이라고 말했다.카카오톡 계열사는 빈번한 서비스 장애 오류가 발생하지만 근본적인 대응책을 내놓지 않는다는 비판을 꾸준히 받아왔다. 지난해에는 카카오 전산센터에 화재가 발생해 카카오톡은 물론 해당 그룹의 금융계열사의 송금·결제 서비스가 수일 동안 장애를 겪었다. 카카오톡은 지난 8일에도 모바일·PC 서비스에서 '먹통 사고'가 발생, 20분 만에 다시 정상화됐다. 카카오는 장애 원인으로 네트워크 오류를 추정하고 있다．"
2023.05.15.,"카카오페이-페이페이, 韓日 결제장벽 허문다",https://n.news.naver.com/mnews/article/030/0003099102?sid=101,"일본 도쿄 스카이트리 전망대 매표소에서 직원이 바코드 인식을 통해 카카오페이 결제를 진행하고 있다.카카오페이가 일본을 찾는 한국인 관광객이 QR결제를 이용할 수 있도록 일본 사업자 페이페이와 협력을 확대하고 있다. 양사는 모두 현재 상황을 이용자 저변과 간편결제 경험을 확대할 기회로 보고 있다.15일 카카오페이의 일본 파트너사 페이페이에 따르면, 카카오페이를 통한 일본 내 결제금액은 코로나19 이전과 비교해 두 배 가량 증가했다. 지난해 10월부터 한국인 무비자 일본 관광이 재개되면서 카카오페이를 통한 결제액이 크게 늘어난 것이다.이달 8일부터 한국 관광객은 일본 입국 시 코로나19 백신 접종확인서나 신속항원검사(PCR) 음성확인서를 제출하지 않아도 된다. 각종 일본의 지역 축제들도 5~6월부터 본격 재개된다. 이를 맞아 일본 현지 상권들도 외국인 손님맞이 준비에 더욱 팔을 걷어붙이는 모양새다.국내 간편결제 시장에서 카카오페이는 온라인 시장 대비 오프라인 확장이 더딘 편인데, 이는 국내 소비자·가맹점 모두 신용카드 의존도가 높기 때문이다. 새로운 결제 방식이 등장해도 단말기 보급 문제를 해결하기 어려웠고, 마그네틱보안전송(MST) 방식의 삼성페이가 대중화됐다. 신용카드 대비 범용성 측면에서 한계가 있던 QR결제나 바코드결제는 저변 확대에 어려움을 겪었다.반면 소비자·상점 모두 현금 결제 선호가 높은 일본 역시 신용카드·간편결제 소비로 이행이 늦다. 즉, 고착된 결제 습관을 바꾸기 위해서는 양국 소비자 모두 새로운 환경에 직면할 필요가 있는데, 관광지와 여행자는 이에 안성맞춤이다. 여행자는 환전 번거로움·분실 위험에서 벗어날 수 있고 관광지 상점은 매출 증대와 현금 오결제를 피할 수 있다. 한국 관광객들은 귀국 이후에도 거부감없이 카카오페이 결제 빈도를 늘려나갈 수 있다.카카오페이는 지난 2019년 7월부터 일본 해외결제 서비스를 시범적으로 제공해 왔다. 관계사인 앤트그룹이 일본 현지에 구축한 ‘알리페이 플러스’ 결제망을 통해 해외 결제 프로세스를 구현했다. 알리페이 플러스는 앤트그룹의 온·오프라인 크로스보더 결제 솔루션이다. 상점에 설치된 하나의 QR코드로 다양한 결제서비스를 이용할 수 있다. 지난해 기준 일본과 마카오에서 약 75만개 이상 가맹점을 확보했다.카카오페이의 경우 결제 지원 국가에서 앱을 구동 시, 결제 QR코드·바코드가 자동으로 해당 국가의 ‘해외결제’로 전환된다. 국내에서와 동일한 방식으로 결제 서비스를 이용할 수 있고, 우대환율·포인트적립·할인 혜택이 자동으로 적용된다.2021년 기준 페이페이는 인스타그램, 트위터, 야후 등을 제치고 일본 내에서 두 번째로 많은 이용자를 보유한 모바일 플랫폼이며,  소프트뱅크 그룹의 자회사이다. 지난해 기준 5500만 이용자를 확보한 것으로 집계됐으며, 제휴가맹점은 410만개를 넘어섰고(2023년 3월 기준), 결제대금(GMV)은 연간 약 100조원(2022년 기준) 수준이다."
2023.05.15.,"카카오게임즈, 임직원 참여형 친환경 활동 강화",https://n.news.naver.com/mnews/article/018/0005486050?sid=105,"카카오게임즈 공용공간.[이데일리 김정유 기자] 카카오게임즈(293490)는 환경·사회·지배구조(ESG) 영역 중 환경(E) 문제에 대한 사내 경각심을 일깨우기 위해 올해부터 다양한 임직원 참여형 친환경 활동을 전개하고 있다고 15일 밝혔다.우선 올 1월 ‘크루아이템 기부 캠페인’을 실시, 약 2주간 사내 설치된 기부함에 임직원들이 직접 활용 가능한 의류, 도서, 장난감 등의 물품을 기부해 불필요한 생산으로 인한 환경 문제를 줄이고 자원 선순환을 도모했다. 수거된 물품은 비영리 공익재단 ‘아름다운가게’로 전달, 판매됐으며 수익금은 국내외 소외계층 이웃을 돕는데 쓰였다.지난 3월에는 일회용컵 사용을 줄여 사내 재사용 문화를 조성하고자 ‘다회용컵’을 도입, 임직원들이 음료 시음시 사내 카페테리아에 비치된 다회용컵이나 개인 컵, 텀블러 등을 사용토록 권장하고 있다. 일회용컵 대신 다회용컵을 16번 사용하면 탄소 약 660g이 절감돼 나무 한 그루를 심은 것과 같은 효과를 갖는다.또 ‘친환경 오피스’를 만들기 위한 ‘오피스 조명 소등 캠페인’도 시작했다. 경기도 판교 사무실 내 조명을 정규 근무시간이 아닌 주말과 야간, 점심시간 동안 50~100% 소등, 유휴 전력을 차단하고 에너지 효율을 높여 탄소 저감에 기여하고 있다.오피스 업무공간도 환경 친화적으로 꾸몄다. 사무실 내 공기정화식물군 8종으로 꾸며진 ‘플랜테리어’ 존을 설치해 쾌적하고 건강한 업무 환경을 조성했다. 이같은 실내조경은 1회 공기 흐름 당 미세먼지와 휘발성 유기 화합물을 평균 25%, 57%씩 지속 제거하며, 심리적 안정을 주는 옥시토신 호르몬을 15배 촉진시키는 효과가 있다.더불어 지난달엔 카카오게임즈 전 임직원을 대상으로 온라인 환경 교육도 진행했다. 이번 교육은 ‘기업이 세상을 바꾼다? - ESG, 그리고 기후변화 이야기’라는 주제로 강의가 진행돼 현재의 기후 위기와 기업의 역할을 조명하고, ESG 경영에 대한 사내 공감대 형성을 도모했다.카카오게임즈 관계자는 “‘다가치 그린’을 위한 다양한 친환경 캠페인을 연중 지속적으로 전개해 사소한 행동에서부터 환경을 생각하는 조직문화를 조성하고, 나아가 ESG 경영 실천으로 기업의 사회적 책임을 다할 것”이라고 말했다."
2023.05.15.,‘네카오’ 평균 연봉 1억3000만원대...3년 연속 카카오가 네이버 앞서,https://n.news.naver.com/mnews/article/024/0000082029?sid=101,"국내 양대 포털 카카오와 네이버의 지난해 1인당 평균 급여액이 1억3000만원대인 것으로 나타났다.5월 15일 금융감독원 전자공시시스템(DART)에 따르면 지난해 카카오와 네이버의 직원 평균 급여액은 각각 1억3900만원과 1억3449만원으로 집계됐다. 등기 임원을 제외한 전체 직원의 주식매수청구권(스톡옵션) 행사 차익을 반영한 평균치다.특히 카카오는 코로나 팬데믹이 시작된 이후인 2020년부터 3년 연속으로 네이버보다 직원 평균 연봉이 높았다. 카카오는 2019년 임직원 평균 연봉 8000만원으로 네이버(8400만원)에 뒤졌지만, 이후 2020년 1억800만원, 2021년 1억7200만원, 지난해 1억3900만원으로 같은 기간 네이버(2020년 1억248만원, 2021년 1억2915만원, 1억3449만원)를 줄곧 앞섰다.코로나 팬데믹이 진행된 지난 3년 동안 빅테크에 자본이 급격히 쏠리며 매출이 폭발적으로 늘어난 가운데 네이버보다 카카오가 직원 채용에 좀 더 공격적인 투자를 단행한 결과로 풀이된다. 실제 카카오 인건비는 2020년 9119억원에서 지난해 1조6871억원으로 급격히 늘었다.카카오와 네이버의 임금 격차는 올해 더 벌어질 것으로 보인다. 지난해 퇴직한 남궁훈 카카오 당시 대표는 2022년 연봉을 15%, 2023년 연봉을 6% 올리기로 노조와 합의했다. 반면 네이버 노사는 올해 임금을 4.8% 올리는 데 잠정 합의했다. 네이버 관계자는 “통계청이 집계한 지난해 물가 인상률 5.1%에도 미치지 못하는 수치”라며 “경쟁사인 카카오와 비교해서도 점점 처우에 차이가 나면서 내부적으로 불만의 목소리가 커지는 것이 사실”이라고 전했다.다만 주식매수청구권 행사 차익 등을 제외한 평균 급여는 네이버가 카카오보다 많은 것으로 나타났다. 이 기준으로 지난해 카카오의 평균 급여는 9500만원으로 집계됐지만, 네이버는 1억2025만원에 달했다.한편 카카오는 지난해 전체 계열사 평균 연봉 순위에서 2021년 8월 상장한 카카오뱅크에 임직원 평균 연봉 1위 자리를 넘겨줬다. 카카오뱅크의 지난해 임직원 평균 연봉은 1억6400만원이었다."
2023.05.15.,"'구조조정' 카카오엔터프라이즈, 클라우드에 집중하는 이유",https://n.news.naver.com/mnews/article/293/0000044139?sid=105,"카카오의 B2B(기업 간 거래) 전문 계열사 카카오엔터프라이즈가 클라우드 중심으로 구조조정 하는 것은 비효율적 사업 구조를 정리하기 위한 노력의 결과로 풀이된다.경기도 성남시에 위치한 카카오 판교 아지트. (사진=블로터 DB)카카오엔터프라이즈는 지난 12일 클라우드 중심의 사업 개편을 예고하며 이경진 클라우드 부문장을 새 대표로 내정했다.카카오엔터프라이즈의 연결기준 매출과 적자 규모는 2019년 카카오에서 분사한 뒤 매년 늘었다. 매출은 △2019년 48억원 △2020년 682억원 △2021년 955억원 △2022년 1633억원을 기록했다. 지속적으로 성장했지만 지난해 기준으로도 매출의 절반은 카카오 본사를 비롯한 특수관계가 있는 기업들과의 내부거래에서 나왔다.영업손실은 △2019년 48억원 △2020년 368억원 △2021년 901억원 △2022년 1406억원을 기록했다. 특히 지난해 영업비용은 3039억원으로 전년대비 63.8% 증가했다. 주요 내역은 △급여 1200억원 △복리후생비 201억원 △매출연동비 843억원 △지급수수료 288억원 △감가상각비 202억원이다. 인재확보, 연구개발, 인프라 구축 등에 많이 지출했다는 점을 알 수 있다.카카오엔터프라이즈 최근 4년 연결기준 실적 추이.(자료=전자공시시스템, 정리=정병연 기자)이런 상황에서 모회사인 카카오의 올해 1분기 연결기준 영업이익이 전년 동기 대비 반토막 나며 수익성 개선에 대한 요구가 커졌던 것으로 풀이된다. 배재현 카카오 투자총괄 대표는 1분기 실적 발표 콘퍼런스콜에서 ""현재 카카오와 카카오 공동체 전체적으로 비용을 보다 효율적으로 하기 위한 노력을 진행 중""이라며 ""일부 경쟁력이 낮다고 생각되는 사업들은 정리를 계획하고 있다""고 말했다.현재 카카오엔터프라이즈가 제공하는 기업용 서비스는 인공지능(AI)을 기반으로 한다. 카카오의 AI 전문 자회사인 카카오브레인과 영역이 겹칠 수밖에 없다. 또 물류 플랫폼 서비스 '카카오 i 라스'는 카카오모빌리티의 영역과 일정 부분 겹친다. 카카오엔터프라이즈는 이처럼 계열사들과 사업 영역이 중복돼 발생하는 비효율을 정리하는 한편 성장성과 투자가치가 있는 클라우드 사업에 초점을 맞춰 수익성을 개선하겠다는 방침이다. 구조조정에 대해 카카오엔터프라이즈 관계자는 ""클라우드 사업 중심으로 회사를 개편하며 현재 진행 중인 사업 중 선택과 집중할 사업을 결정할 예정""이라며 ""구체적인 내용은 결정되지 않은 상태로 모든 과정을 크루(직원)들과 함께 긴밀히 논의하며 진행해 나간다는 방침""이라고 말했다.한편 카카오엔터프라이즈는 카카오 첫 사내 독립기업(CIC) AI랩이 2019년 12월에 분사하며 출범했다. 현재 △기업용 통합 클라우드 플랫폼 카카오 i 클라우드 △협업 플랫폼 카카오 워크 △AI 기반 물류 플랫폼 카카오 i 라스 △AI 고객센터 플랫폼 카카오 i 커넥트 센터 등 다양한 B2B 사업을 전개하고 있다. 백상엽 카카오엔터프라이즈 대표는 사내공지를 통해 클라우드 외 사업을 정리할 예정이며 자신 또한 사임한다고 말했다."
2023.05.15.,"의혹 증폭되는 김남국 코인 투자…檢, 업비트·빗썸·카카오 압색(종합)",https://n.news.naver.com/mnews/article/421/0006807863?sid=102,"정자법 위반·조세포탈·범죄수익 은닉 혐의가상자산(암호화폐) 이상 거래 의혹 논란에 자진탈당을 선언한 김남국 더불어민주당 의원이 14일 오전 서울 여의도 국회 의원회관 의원실로 출근하고 있다. 김 의원은 이날 오전 자신의 사회관계망서비스(SNS)를 통해 ""저는 오늘 사랑하는 민주당을 잠시 떠난다＂고 밝혔다. 2023.5.14/뉴스1 ⓒ News1 임세영 기자(서울=뉴스1) 김동규 김정현 박현영 기자 = 검찰이 김남국 무소속 의원의 '가상화폐 위믹스 60억원 보유' 의혹과 관련해 관련 업체에 대한 강제수사에 착수했다.15일 법조계에 따르면 서울남부지검은 이날 가상화폐 거래소에서 김 의원의 계좌 정보 등을 압수수색해간 것으로 알려졌다.김 의원이 가상화폐를 거래한 거래소는 업비트, 빗썸, 카카오의 블록체인 관련사 3곳으로 전해졌다.압수수색 영장에 적시된 혐의는 정치자금법 위반, 조세포탈, 범죄수익 은닉 등인 것으로 알려졌다.뉴스1 취재에 따르면 김 의원의 의혹은 크게 3가지로 요약된다. 먼저 김 의원이 투자한 가상자산이 카카오 계열사와 게임 테마에 집중돼 있다는 것이다. 구체적으로 카카오 블록체인 자회사인 그라운드X는 지난 2019년 블록체인 플랫폼인 클레이튼을 공개했다. 클레이튼의 운영권은 또 다른 카카오의 자회사인 크러스트로 이관됐다가 현재는 클레이튼 재단이라는 독립 법인으로 이관됐다. 김 의원이 입장문에서 의도적으로 클레이튼 페이 거래 내역을 숨겼냐는 의혹도 받고 있다. 당당하게 코인을 공개하면서 클레이튼을 누락하고 공개했다는 것이다. 마지막 의문은 왜 상장 직전 마브렉스(MBX)를 매수하고, 메타콩즈 대체불가능 토큰(NFT)도 없이 메콩코인(MKC)을 거액으로 사들이는 등 '수상한 거래'를 했는지다. 미공개 정보 없이 이런 거래가 가능했냐는 것이다.검찰은 뉴스1과의 연락에서 ""압수수색이 진행 중인 사안에 대해서는 확인이 어렵다""고 밝혔다. 한편 김 의원은 전날(14일) 더불어민주당의 진상 조사와 윤리 감찰이 진행 중인 상황에서 탈당해 무소속 의원이 됐다."
