기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.02.13.,1년 새 폭풍성장…카카오·SK이노 시총 20조 클럽,https://n.news.naver.com/mnews/article/018/0004851679?sid=101,"작년 대비 시총 20조원 넘은 종목 7개12개→19개 늘어…기아차·엔씨소프트 등전기차·배터리 등 성장…주가 고공행진[이데일리 김소연 기자] 올해 코스피지수가 3200포인트를 넘어서는 등 코스피가 상승하면서 7개 종목이 시가총액 20조원을 넘는 종목으로 이름을 올렸다. 13일 한국거래소에 따르면 지난 10일 기준 19개 종목이 시가총액 20조원을 넘었다. 지난해 2월 10일 12개 종목이 20조원을 넘었던 것과 비교하면 58.3% 불어난 규모다.  작년에 비해 시가총액이 20조원 이상으로 불어난 종목은 카카오(035720), 기아차(000270), SK이노베이션(096770), LG전자(066570), POSCO(005490), 엔씨소프트(036570), SK(034730)다. 카카오의 시총은 14조6015억원에서 43조3505억원으로 무려 196.9% 늘어났다. 주가 역시 16만9000원에서 48만9500원으로 3배 가까이 올랐다. SK이노베이션은 작년 시총 상위 26위였으나 올해는 13위로 올라섰다. 시총은 12조6215억원에서 27조4160억원으로 117.2%(약 14조8000억원) 증가했다. 코스피 대장주인 삼성전자(005930)는 당시 시가총액이 356조3960억원 수준이었으나 지난 10일 기준 487조1242억원까지 올랐다. 1년 사이에 130조원, 36.6%이상 늘었다. 이어 SK하이닉스(000660)가 71조9266억원에서 91조7282억원, 삼성전자우(005935) 41조9672억원에서 61조1404억원, 삼성바이오로직스(207940) 35조674억원에서 52조8658억원으로 늘었다.작년 2월은 코로나19 여파로 직격탄을 맞기 전으로, 코스피 지수는 2200선에 머무르고 있었다. 그러다 올들어 코스피지수가 장중, 종가기준 모두 3200선을 넘어섰다. 코스피 지수는 지난달 25일 3200선을 넘어서며 종가 기준 최고치를 새로 썼다. 코스피는 전 거래일보다 68.36포인트(2.18%) 오른 3208.99로 종가 기준 최고치를 경신했다. 올해 초 2800선에서 시작했던 코스피 지수는 한달 만에 3200선을 넘었다. 작년에 비해 새로 시가총액 10조원 이상 종목에 이름을 올린 종목은 넷마블(251270), 포스코케미칼(003670), 롯데케미칼(011170)과 지난해 7월 2일 새로 상장한 SK바이오팜(326030) 4개 종목이다.넷마블은 8조516억원에서 11조8511억원으로 47.1% 늘어났다. 7조1807억원이었던 롯데케미칼의 시총은 1년 사이 10조3854억원으로 증가했다. 포스코케미칼은 3조7446억원에서 11조3870억원으로 204% 폭증했다. 1년 사이에 시가총액은 7조6424억원 이상 불었다. 주가는 6만1000원에서 14만7000원으로 140.9% 증가했다. SK바이오팜의 시가총액은 9조9457억원(2020년 7월 2일)에서 11조9427억원이 됐다. 특히 코로나19 이후 전기차가 핵심 이슈로 떠오르며 전기차 배터리, 2차전지 관련 주의 상승이 눈에 띈다. 이에 따른 시총 상위 주의 순위 변화도 보인다.  LG화학(051910)은 시총 상위 5위권밖이 었으나 10일 기준 삼성전자우를 제치고 3위까지 올랐다. LG화학은 지난달 14일 주가가 장중 105만까지 최고치를 경신하기도 했다. LG화학의 시가총액은 67조7686억원 규모로 1년 사이 148% 불었다. 시가총액이 40조원 이상 늘어났다. 삼성SDI(006400)는 22조1077억원에서 53조8426억원으로 불었다.김소연 (sykim@edaily.co.kr)▶ #24시간 빠른 #미리보는 뉴스 #eNews+▶ 네이버에서 '이데일리 뉴스'를 만나보세요▶ 빡침해소, 청춘뉘우스 '스냅타임'＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
2021.02.13.,"상상 이상의 플랫폼 파워…카카오, 올해도 외형·수익성 UP",https://n.news.naver.com/mnews/article/277/0004846759?sid=101,"지난해 예상 이상의 호실적…톡비즈·유료콘텐츠 순항올해에도 고성장 지속 전망…자회사 상장 등 기업가치도 부각""지난해 실적 기준 PER 228배지만 올해에도 우상향""카카오톡/사진=카카오톡 블로그 캡처[아시아경제 이민우 기자] 지난해 코로나19에 따른 비대면(언택트) 문화에 따라 고성장한 카카오가 올해에도 수익성 개선을 동반하는 성장을 이어갈 것이라는 전망이 나온다.13일 업계에 따르면 다수의 증권사들이 최근 카카오의 목표주가를 상향 조정했다. 하이투자증권은 가장 높은 63만원을 제시했으며 NH투자증권, 삼성증권은 나란히 60만원을 제시했다. 그 외에도 신한금융투자(58만5000원)에 이어 한국투자증권·케이프투자증권(56만원), 하나금융투자·대신증권(55만원) 등 대부분 50만원 중반대로 목표주가를 올렸다. 지난 10일 카카오의 종가는 48만9500원이었다. 이날 하루에만 6.18% 상승하며 마감했다.4Q에도 예상 뛰어넘은 카카오…고성장 지속카카오가 지난해 4분기 시장전망치(컨센서스)를 뛰어넘는 순조로운 성장세가 투심을 자극했다는 분석이다. 카카오는 지난해 4분기 매출 1조2351억원, 영업이익 1498억원을 기록했다. 전년 동기 대비 매출은 45.71%, 영업이익은 88.24% 상승했다. 컨센서스를 각각 2.38%, 5.14% 뛰어넘는 호실적이었다.카카오톡 기반으로 한 톡비즈 매출은 3603억원으로 전년 동기 대비 62.6% 증가했다. 전체 커머스 거래액은 전년동기대비 71% 성장했으며 선물하기(61%), 톡스토어(216%), 메이커스(69%) 등 전 부문이 전년 동기 대비 고성장했다. 카카오톡 채팅방 목록에 광고를 표출하는 비즈보드는 목표치였던 연말 기준 일매출 10억원을 달성했다. 전년 동기 대비 2배 이상 증가한 규모다.콘텐츠 부문 매출도 전년 동기 대비 43%가량 오른 5781억원으로 집계됐다. 회계 기준 변경에 따른 기저효과로 카카오페이지, 다음웹툰, 픽코마(일본 웹툰) 등 유료 콘텐츠 매출은 1636억원을 기록, 전년 동기 대비 233% 늘었다. 카카오M의 영상제작 매출 증가와 음반 유통 호조로 지적재산권(IP) 비즈니스 및 기타 부문은 매출 1186억원을 기록했다. 전년 동기 대비 24.7% 증가한 규모다. 비용은 추정치와 유사했으나 인센티브 반영에 따라 인건비는 전분기대비 10.9% 증가한 2655억원을 기록했다.훨훨 나는 '톡비즈'…""신사업 흑자 원년될 것""올해에도 톡비즈 고성장이 지속될 전망이다. 신한금융투자는 올해 카카오가 톡비즈 부문 매출 1조6813억원을 거둘 것으로 내다봤다. 지난해 대비 50.4% 증가하는 고성장을 예상했다. 이문종 신한금투 수석연구원은 ""카카오T, 샵탭 등으로 비즈보드의 지면 확장이 계속되며 단가 상승도 이어질 것""이라며 ""핵심 지면인 채팅목록창의 인벤토리 사용률도 지속 증가하고, 커머스는 선물하기의 배송상품, 명품 뿐 아니라 톡스토어, 메이커스의 성장에 따라 일반 커머스로의 생태계가 확장될 것""이라고 분석했다.모빌리티, 페이 등 신사업도 흑자로 전환될 전망이다. 이 수석연구원은 ""모빌리티의 경우 T블루 가맹 확대에 따라 올해 연간 흑자 전환이 가능하며 페이의 경우 결제액 성장과 금융상품 판매 확대에 따라 탑라인 성장이 기대된다""고 내다봤다. 일본 시장에서 선전하고 있는 유료 콘텐츠도 큰 폭으로 성장할 것으로 예상되고 있다. 여기에 카카오페이 기업공개(IPO)와 카카오엔터프라이즈 출범에 따른 지분가치 변화도 주목할 부분이다.금융정보업체 에프앤가이드에 따르면 카카오의 올해 실적 컨센서스는 매출 5조4928억원, 영업이익 7744억원이다. 전년 동기 대비 각각 32.14%, 69.81% 상승할 것으로 점쳐졌다. 황현준 DB금융투자 연구원은 ""지난해부터 이어진 주가 상승으로 현 주가는 지난해 실적 기준 주가수익비율(PER) 228배, 올해 예상치 기준 PER 70배로 기업가치평가(밸류에이션) 부담이 이어지고 있다""며 ""하지만 올해에도 괄목할 실적 성장 및 보유 지분 가치 상승 스토리가 지속 유효함에 따라 주가 우상향 추세는 이어질 수 있을 것""이라고 전망했다.이민우 기자 letzwin@asiae.co.kr▶ 2021년 신축년(辛丑年) 신년운세와 토정비결은?▶ 발 빠른 최신 뉴스, 네이버 메인에서 바로 보기▶ 100% 무료취업교육 핀테크/AI 훈련정보 보기<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>"
2021.02.13.,"""네이버·카카오, 연계서비스로 플랫폼 우위 공고해질 것""",https://n.news.naver.com/mnews/article/014/0004583583?sid=101,"[파이낸셜뉴스] 한국신용평가는 온라인 플랫폼 사업자인 네이버와 카카오에 대해 연계 서비스 확대로 플랫폼 경쟁 우위는 더욱 공고해질 것이라는 전망을 내놨다.   서민호 한신평 연구원은 13일 ""네이버와 카카오, 양사는 과거에는 수익기반이 편중됐었으나, 각각 국내 1위의 인터넷 검색 포털, 모바일 메신저 플랫폼을 기반으로 쇼핑, 디지털 간편결제, 콘텐츠 등으로 서비스 영역을 확장하고 있다""며 이같이 말했다.   두 회사는 쇼핑, 핀테크, 콘텐츠 부문 성장으로 수익창출 기반이 다각화됐으며 연계 서비스 확대를 통한 이용자 편익 제고로 플랫폼 경쟁 우위는 더욱 공고해지고 있다는 평가다. 그러면서 그는 ""코로나19 확산으로 온라인으로의 수요이전이 가속화됐다""라면서 ""확대된 수요저변, 비대면 소비 선호 증가 등을 감안할 때 앞으로도 온라인 수요 증가 추세는 지속될 것""이라고 예상했다.   실제로 한신평은 작년 12월 8일 카카오 무보증사채 신용등급을 AA-로 유지하되 등급전망을 '안정적'에서 '긍정적'으로 변경했다.   서 연구원은 ""카카오 주력부문의 견조한 이익창출력과 핀테크, 모빌리티 등 신사업의 이익기여 확대로 당분간 수익성 개선기조를 유지할 것""이라고 내다봤다. 또 한신평은 이달 5일 네이버의 무보증사채 신용등급을 AA+(안정적)으로 부여했다. 지난 2018년 11월 네이버의 등급소멸 당시 신용등급이 AA0(긍정적)이었던 것을 고려하면, 신용도는 한단계 올라간 셈이다.   이에 대해 서 연구원은 ""제고된 사업안정성 수준 등을 고려할 때 네이버의 원리금상환능력이 한층 강화됐다고 판단한다""면서 ""커머스, 핀테크, 콘텐츠, 클라우드 부문의 성장으로 수익창출 기반이 다각화됐으며 사업부문 간 연계로 인한 시너지 효과, 서비스 확장 등은 주력사업 경쟁력을 더욱 공고히 하고 있다""고 분석했다. 이어 ""라인(LINE)과 Z홀딩스 경영통합 결정은 긍정적""이라면서 ""이번 거래로 LINE에 대한 네이버의 지배력이 약화되고 2조원 내외의 자금유출이 발생하지만 야후 재팬의 안정적인 수익을 공유하게 됐다""고 설명했다. 그러면서 ""적극적으로 신사업을 추진하고 있는 LINE의 손실 및 투자부담이 크게 경감되며 LINE 신사업은 더욱 탄력을 받을 수 있다""고 부연했다.    khj91@fnnews.com 김현정 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]▶ 날로먹고 구워먹는 금융이슈 [파인애플]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
2021.02.13.,한국형 넷플릭스 첫 주자는 카카오TV,url없음,<네이버 기사 없음>
2021.02.13.,"티맵모빌리티·우버 합작사, 4월 시동...“카카오 독주 막는다”",https://n.news.naver.com/mnews/article/119/0002468231?sid=101,"우버와 티맵 택시와 만남...강력한 시너지 예상점유율 80% 카카오 모빌리티와의 ‘정면승부’운전자가 T맵을 이용하고 있다. ⓒ SK텔레콤한국에서 승차공유 사업의 쓴 맛을 봤던 우버가 SK텔레콤과 손잡고 다시 한국 모빌리티 시장의 문을 두드린다. 합작사는 택시 서비스, 대리 운전 등으로 영역을 확장한다. 선두 업체 카카오 모빌리티와 쏘카와의 정면 승부를 벌일 전망이다.13일 업계에 따르면 티(T)맵모빌리티는 새로 채용한 경력직원들의 합류가 이어지며 조직 재정비에 한창이다. 티맵모빌리티는 지난해 12월 SK텔레콤에서 분사해 서울 종로구 센트로폴리스에 둥지를 틀었다. 수장은 이종호 SK텔레콤 티맵모빌리티컴퍼니장이다.회사는 오는 4월 우버와 택시 호출 공동사업을 위한 합작법인(JV)을 설립하고, 본격적인 택시 서비스를 시작한다. 지난 10일 공정거래위원회는 합작법인 설립을 승인했다. 우버는 지난해 국내 재진출을 선언하면서 합작회사를 만들겠다고 예고한 바 있다. 전략적 파트너십 강화를 위해 합작회사에 1억 달러(한화 약 1150억원)를 투자한다. 지분율은 우버 51%, 티맵모빌리티 49%이다. 티맵모빌리티에는 약 5000만 달러(한화 약 575억원)를 투입한다.합작사는 택시, 대리 운전 서비스 등을 선보일 예정이다. 하형일 SK텔레콤 코퍼레이트2센터장은 지난 3일 컨퍼런스콜에서 “우버와의 합작법인을 통해 택시 영역에서 차별화된 서비스를 제공할 계획”이라며 “다양한 교통수단을 하나로 이용할 수 있는 모빌리티 에즈어 서비스도 준비중”이라고 말했다.또 “티맵 모빌리티는 B2C 영역에서 T맵 라이프 플랫폼, 광고 UVI 주차 등 기존 사업을 확대하고, 구독형 멤버십을 출시할 계획""이라며 ""B2B 영역의 T맵 오토는 차량 제조사 기반, 임베디드 T맵 사업 성장, 내비, 엔터테인먼트 등을 보유한 모바일 생태계를 확장시킬 계획""이라고 덧붙였다.업계는 글로벌 업체 우버의 플랫폼 영향력과 기술력, 티맵모빌리티의 택시 사업 운영 노하우가 만나 강력한 시너지를 발휘할 것으로 보고 있다.티맵 모빌리티와 합작법인 투자 및 분사 설명 그림 ⓒ SK텔레콤우버는 지난 2013년 '우버X'로 국내에 진출했으나 택시업계의 강력한 반발로 2015년 사업을 철수했다. 이후 2019년 택시 호출 서비스로 국내 시장에 재진출했다. 최근에는 가맹택시인 '우버 택시' 시범 서비스를 서울에서 시작했다. 현재 600여대의 택시를 운영하고 있는 우버는 1분기 중으로 가맹 택시를 1000대까지 늘릴 방침이다.티맵 모빌리티는 국내 1위 SK텔레콤의 내비게이션 서비스 T맵과 택시 호출서비스 ‘T맵 택시’를 자산으로 가지고 있다. 월간활성이용자수(MAU) 1300만명에 달하는 티맵을 기반으로 주행 정보를 연계한 다양한 서비스를 발전시켜나갈 수 있다. T맵 택시는 등록기사 20만명, 월 이용자 75만명의 국내 2대 택시호출 서비스이다.출범 단계부터 1조원 이상의 기업가치를 인정받았으며, 모회사 SK텔레콤은 2025년까지 4조5000억원 규모의 기업으로 성장시킨다는 계획이다.4월 합작사가 출범하면 카카오모빌리, 쏘카 등의 모빌리티 업체 공세도 더욱 심화될 것으로 보인다. 카카오 모빌리티가 운영하는 카카오 택시는 시장 점유율 80%로 압도적 1위를 차지하고 있다. 2016년 6월부터는 ‘카카오T대리’ 서비스도 제공해왔다. 코로나19에도 택시 사업은 꾸준히 성장해 5501억원의 신사업 매출액을 달성하는데 보탬이 됐다. 카카오 측은 지난 9일 실적 발표 컨퍼런스콜에서 ”지난해 안전택시 수요가 늘고 프리미엄택시 호출도 늘었다”고 밝히기도 했다.쏘카의 자회사(VCNC)가 운영하는 가맹 택시 ‘타다 라이트’도 사업을 확대해나가고 있다. 정부 규제로 장기간 영업을 중단했던 업체는 타다 라이트를 최근 서울과 부산에 이어 성남으로 서비스 지역을 넓혔다. 이용자 할인 및 무료 쿠폰까지 제공하는 등 공격적으로 마케팅 활동을 벌이며, 택시 차량대수를 늘려가고 있다. 향후 수도권 전역까지 서비스를 할 것으로 예상된다.데일리안 이호연 기자 (mico911@dailian.co.kr)▶ 데일리안 네이버 구독하기▶ 데일리안 만평보기▶ 제보하기ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
2021.02.13.,재계 지형도 변화…카카오·네이버 급등,url없음,<네이버 기사 없음>
2021.02.13.,"네이버·카카오 이유 있는 주가 '고공행진'…""코로나 끝나도 더 간다""",https://n.news.naver.com/mnews/article/469/0000579894?sid=105,"네이버 라인프렌즈의 '브라운'(왼쪽)과 카카오프렌즈의 '라이언'. 각 사 제공1.99배, 2.89배. 지난해 2월 10일부터 올해 2월 10일까지 딱 1년 간 네이버(18만3,500원->36만6,500원)와 카카오(16만9,000원->48만9,500원)의 주가 상승 폭이다. 신종 코로나바이러스 감염증(코로나19) 여파에 비대면 서비스가 부각되면서 국내 인터넷 대표 기업인 네이버와 카카오가 누린 수혜다. 일각에선 코로나19 백신이 나오면서 '언택트 수혜주'인 네이버와 카카오의 주가가 꺼질 수 있다는 예측도 나온다. 하지만 코로나19 이후에도 비대면 생활상이 지속될 것이란 게 대다수 전문가들의 관측이다. 게다가 네이버와 카카오는 압도적 플랫폼을 기반으로 사업 영역을 점차 확대하면서 올해도 이익이 개선될 것으로 기대된다.커머스와 핀테크가 밀고, 웹툰이 당기고 네이버는 지난해 연간 매출 5조3,041억원, 영업이익 1조2,153억원을 올렸다. 각각 전년 대비 21.8%, 5.2% 증가한 실적이다. 당기순이익도 1년 전보다 110.7% 상승한 8362억원으로 집계됐다.네이버의 실적은 커머스와 핀테크의 성장세가 두드러졌다. 지난해 하반기부터 사회적 거리두기가 강화되면서 네이버 쇼핑 거래가 크게 증가한 덕분이다. 인터넷만화(웹툰) 기반의 콘텐츠 사업은 전년 대비 50% 가까운 성장세를 보였다.네이버의 만화 플랫폼 '웹툰'. 네이버 제공올해 네이버는 검색·광고와 커머스 등 안정적 수익 모델을 바탕으로 핀테크, 콘텐츠 사업이 확대되면서 실적 호조를 기대하고 있다. 네이버는 웹툰 서비스 강화를 위해 지난해 라인망가를 인수하고, 본사도 미국으로 옮겼다. 이어 월간활성이용자수(MAU) 9,000만명의 웹소설 업체 왓패드를 인수하면서 콘텐츠 경쟁력을 크게 키웠다. 또 현재 추진 중인 라인과 야후재팬을 운영하는 Z홀딩스와의 경영통합을 통해 일본 사업 성과도 더해질 것으로 전망된다. 국내 증권사들은 올해 네이버의 매출, 영업이익이 전년보다 각각 15%, 20% 증가한 6조5,400억원과 1조3,900억원이 될 것이라고 추정하고 있다. '국민 메신저' 카카오톡의 힘카카오 역시 카카오톡 기반 플랫폼과 콘텐츠 부문 모두 호조를 보이면서 지난해 실적이 크게 개선됐다. 작년 매출은 전년대비 35% 증가한 4조1,567억원을 기록했다. 같은 기간 영업이익은 두 배 이상(121%) 증가한 4,560억원을 올렸다.특히 카카오톡 채팅 상단 배너광고인 ‘비즈보드’(톡보드)를 비롯해 △톡채널 △알림톡 서비스 등으로 구성된 톡비즈의 성장이 눈에 띄었다. 작년 톡비즈 매출은 전년 대비 72% 증가한 전년 1조1,178억원이다. 카카오모빌리티, 카카오페이 등 신사업도 코로나19 영향으로 큰 폭의 성장세를 기록했으며 게임과 유료콘텐츠의 성장도 두드러졌다.카카오톡 비즈보드 광고 적용 사례. 카카오 제공카카오도 올해 지난해와 같은 고성장이 이어질 것으로 분석된다. 코로나19 이후에도 여전히 디지털 콘텐츠 소비가 증가하고 비대면 서비스가 각광받을 것으로 예상되기 때문이다. 또 카카오뱅크, 카카오페이 등 우량 자회사들의 기업공개(IPO)도 앞두고 있다. 이밖에 카카오페이, 카카오모빌리티 등 신사업 성장도 기대된다. 증권업계에서는 올해 카카오 매출과 영업이익이 각각 29%, 67% 늘어난 5조3,400억원과 7,500억원으로 예상한다.""네이버, 카카오 주가 더 간다""전문가들은 아직 네이버와 카카오가 고점에 이르지 않았다고 본다. 특히 올해 이익 개선이 더 이어질 것으로 기대하며 주가의 상승 여력이 있다고 점친다. 최근 6개월 내 국내 증권사 23곳이 제시한 네이버의 목표 주가 평균치는 44만4,545원, 카카오는 50만9,391원이다. 각각 24%, 11%씩 상승 여력이 남은 셈이다.황승택 하나금융투자 연구원은 ""코로나19 완화 여부와 관계없이 올해도 인터넷 플랫폼 기업들의 서비스 확대, 가입자 증가, 실적 개선이라는 추세는 바뀌지 않을 것""이라며 ""앞선 성과는 (코로나 효과와 별개로) 서비스 고도화와 신규 서비스 출시, 생태계 확장에 주로 기인하기 때문이다""라고 했다.안하늘 기자 ahn708@hankookilbo.com▶[뉴잼] '정의의 보루' 대법원장의 거짓말▶[밥상의 눈물] 건강했는데 한국 와서 골병·불임▶한국일보닷컴 바로가기"
2021.02.13.,"[프리뷰]네이버 vs 카카오, 핀테크 이어 콘텐츠 시장에서 정면 승부",https://n.news.naver.com/mnews/article/050/0000056625?sid=101,"빅히트와 손잡은 네이버, 동맹 구축 박차…카카오는 자회사 합병으로 내부 역량 집중네이버는 빅히트 자회사 비엔엑스는 영상 기반 K팝 팬 커뮤니티 서비스인 브이앱과 위버스를 통합해 새 플랫폼을 출시한다.네이버와 카카오가 테크핀에 이어 ‘콘텐츠’로 정면 승부에 나선다. 네이버는 지난 1월 한 달 동안에만 1조원이 넘는 돈을 콘텐츠에 투자하며 광폭 행보를 보이고 있고 카카오는 자회사 합병을 통해 기업 가치 7조원이 넘는 대형 엔터테인먼트사를 출범시킨다. 콘텐츠 승부수를 위한 접근법은 서로 다르다. 네이버는 빅히트엔터테인먼트·YG엔터테인먼트 등 대형 엔터테인먼트사들과 ‘콘텐츠 동맹’을 맺는 전략을 택했다. 카카오는 자회사 합병을 통해 내부 역량을 모으는 데 집중하고 있다.네이버는 콘텐츠 협력을 통해 플랫폼 역할을 강화하고 카카오는 내부 콘텐츠를 수직 계열화한다는 전략이다. 접근법은 다르지만 목표는 같다. 글로벌 시장의 수익성과 영향력 확대다.  네이버, K콘텐츠 동맹 구축 2020년 네이버의 콘텐츠 사업 매출 성장률은 48.8%다. 66.6% 성장한 테크핀에 이어 매출 성장률이 둘째로 높은 만큼 네이버는 공격적인 투자를 이어 가고 있다.네이버는 지난 1월 빅히트엔터테인먼트(이하 빅히트)의 자회사 비엔엑스에 4100억원 규모의 투자를 단행했다. 네이버가 비엔엑스의 지분 49%를 인수하고 비엔엑스는 네이버 브이라이브 사업부를 양수한다.네이버의 기술력과 빅히트의 엔터테인먼트 사업 역량을 합쳐 유튜브에 맞서는 ‘글로벌 엔터테인먼트 애플리케이션(앱)’을 만든다는 구상이다. 기존에 네이버는 ‘브이라이브’, 빅히트는 ‘위버스’라는 동영상 기반의 글로벌 팬 커뮤니티 서비스를 통해 K팝 아티스트와 팬들을 연결했다. 네이버가 2015년 출시한 브이라이브는 지난 1월 누적 이용자 수 1억 명을 돌파했고 현재 순이용자만 월 3000만 명이 넘는다. 해외 이용자 비율이 90%에 이르고 글로벌 국가 중에서는 미국·인도네시아·일본 순서로 사용자가 많다. 그중 24세 미만의 젊은 이용자 비율이 84%가 넘어 성장 가능성이 높은 서비스다. 유료 콘텐츠와 굿즈 판매 등 수익 모델 역시 확보한 상태다. 2019년 출시된 위버스는 방탄소년단(BTS)을 비롯해 뉴이스트·세븐틴·여자친구 등 빅히트 소속 가수들부터 씨엘·선미 등의 가수들이 활동하는 팬 플랫폼이다. 지난해 빅히트가 자체 제작해 위버스로 유통한 BTS 온라인 콘서트 ‘BTS 맵 오브 더 솔 원(BTS MAP OF THE SOUL ON:E)’은 191개국, 99만3000여 명이 관람했다. 티켓 판매액만 491억원에 달했다.‘K팝 팬 커뮤니티’라는 시장을 두고 경쟁해 오던 네이버와 빅히트는 양 사의 기술력과 콘텐츠 역량을 합쳐 글로벌 시장을 공략하기로 결정했다. 새 플랫폼 운영에서 네이버는 기술 개발에 주력하고 빅히트는 콘텐츠 생산과 유통에 집중한다.플랫폼 통합 작업은 1년 정도 걸릴 것으로 예상된다. 한성숙 네이버 사장은 “글로벌 엔터테인먼트 시장에서 영향력을 확대하기 위해서는 한국 플랫폼 간 긴밀한 협업이 필요하다”며 “K기술과 콘텐츠로 독보적인 성과를 내겠다”고 말했다.[자세한 내용은 2월 15일 발행되는 한경비즈니스 1316호에서 확인할 수 있습니다]김영은 기자 kye0218@hankyung.com▶ 한경비즈니스 네이버 뉴스에서 [구독 클릭]▶ 잡지 정기구독 신청▶ 디지털기술 투자 포트폴리오를 한눈에 알려줍니다 <한경무크 CES2021> ⓒ 한경비즈니스, 무단전재 및 재배포 금지"
2021.02.13.,"카카오, 클라우드 라이브방송 플랫폼 준비…네이버와 맞불",url없음,<네이버 기사 없음>
2021.02.13.,"카카오, 연간 영업이익 121% 증가 … 톡비즈 매출 증가 '눈길'",url없음,<네이버 기사 없음>
