기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.01.06.,카카오 보상 '이모티콘' 1200만명 받아…'톡서랍' 자동결제 해명,https://n.news.naver.com/mnews/article/003/0011631022?sid=105,"기사내용 요약32시간 만에 1200만명이 다운로드 받았지만 논란 지속이모티콘, 무료 서비스 보상 전례 없고 업계 미치는 영향 고려메이커스 쿠폰, 대표적 상생 서비스 의미 담아 추가로 제공톡서랍 이용권 자동결제는 구독 특성…사전 해지 안내 예정카카오톡 이모티콘 보상(사진=카카오톡 캡쳐) *재판매 및 DB 금지[서울=뉴시스]최은수 기자 = 카카오가 지난해 발생한 서비스 장애 사과 차원에서 전국민에 보상으로 지급한 이모티콘이 하루 만에 1200만명이 다운 받으며 호응을 얻고 있는 것으로 나타났다. 다만 추가로 제공한 톡서랍 플러스 이용권, 메이커스 상품권을 두고 일부 사용자들이 불만을 제기하자 카카오가 직접 해명에 나섰다.카카오는 6일 공식 홈페이지에 '카카오 마음 패키지에 대해 설명드립니다'라는 제목의 공지를 내고 서비스 장애 보상으로 '마음 패키지'를 기획하게 된 배경에 대해 상세히 설명했다. 앞서 카카오는 지난 두 달 여 동안 총 19일에 걸쳐 접수된 피해사례 10만여 건을 검토하고, 각계 전문가 위원들로 구성된 1015 피해지원 협의체와의 논의를 통해 소비자와 비즈니스 파트너에 대한 지원 프로그램을 설계했다. 이 가운데 유료 서비스 이용에 대한 보상은 서비스 약관에 따라 선제적으로 진행됐다.반면 개인 접수 사례의 경우 80% 이상이 금전 피해와 무관한 다양한 심리적 피해 및 일상의 불편 호소, 단순 복구 문의, 응원 등이라 이에 대해 금전적 보상 및 지원을 한다는 것이 어려운 일이었다고 카카오는 설명했다.이에 카카오는 지난 5일부터 카카오톡 모든 이용자들을 대상으로 ‘이모티콘 3종(영구 사용 1종, 90일 사용 2종)’을 기본으로 제공하기로 했다. 이에 더해 임팩트 커머스 카카오메이커스에서 사용 가능한 감사 쿠폰 2종, 카카오톡 데이터 관리 서비스 ‘톡서랍 플러스(선착순 300만명)’을 원하는 이용자들을 대상으로 추가로 제공하기로 결정했고, 이용자 편의를 돕기 위해 특별 페이지를 열어 함께 안내했다.그러나 톡서랍 플러스 1개월 이용권이 무료 사용기간 종료 후 자동결제가 이뤄지면서 이용자들이 불만을 토로하는 등 마케팅 논란이 제기됐다. 카카오는 이에 대해 ""구독 서비스 특성상 최초 사용 시 자동 결제 수단 등록이 필요하지만, 사전 해지 예약 설정 기능을 통해 원치 않는 결제전환을 방지할 수 있으며, 결제 전환 1주일 전과 1일 전 충분한 사전 안내를 해드릴 예정""이라고 해명했다.  아울러 톡서랍 플러스로 보관한 데이터는 이용기간 종료 후 바로 삭제되지 않고, 해지 후 30일간의 백업데이터 다운로드 기간과 충분한 사전 알림을 제공해 데이터가 유실되지 않도록 안내한다는 설명이다. 기본 제공되는 '이모티콘 3종'에 대해 카카오는 ""무료 이용자들에 대한 보상은 선례가 없다는 점과 이번 결정이 업계에 미치는 영향 등 다양한 관점에서의 신중한 논의를 거쳐, 카카오 서비스 내에서 사용자들이 가장 제약 없이 쓸 수 있는 서비스를 지원해 드리는 것으로 결론을 내렸다""라고 했다.'메이커스 상품권'에 대해서는 ""메이커스는 선주문 후 생산으로 소상공인들에게는 재고 부담을 덜고, 수익금으로는 환경기금을 조성하는 카카오의 대표적 상생 서비스""라며 ""같은 금액의 쿠폰이라도 좀 더 사회적 의미가 담긴 보상을 드리는 것이 이번 장애 이후 카카오가 항상 지켜가야 할 가치라고 생각해 메이커스 상품권을 추가로 준비했다""고 밝혔다.이와 같은 논란과 별개로 카카오가 제공한 이모티콘 보상은 빠르게 지급되고 있다. 이날 오후 5시까지 카카오가 제공한 보상 이모티콘을 내려받은 이용자 수는 약 1200만명으로 집계됐다. 전날 오전 9시 이모티콘 보상 지급 페이지를 공개한 지 1일 8시간 만이다. 카카오는 ""1015 보상 협의체와 합의한 기본 안에 더해, 카카오의 추가 아이템을 한데 묶어 제공한 것은 사용자들이 보다 쉽게 내용을 확인할 수 있도록 돕기 위한 의도였으나, 이로 인해 불편을 느끼신 분이 있었다면 너른 이해를 구한다""라며 ""운영상의 이유로 해외 이용자 분들께는 이번 ‘마음 패키지’를 제공해드리지 못한 점 양해 부탁드린다""라고 사과했다.그러면서 ""마음패키지가 장애 이후 신뢰 회복을 위한 첫걸음일 뿐이라고 생각한다""라며 ""앞으로 더 많은 노력을 꾸준히 쌓아가야 함을 잊지 않겠다""라고 덧붙였다．"
2023.01.06.,"카카오뱅크, 전자서명인증사업자 선정…인증 서비스 본격화",https://n.news.naver.com/mnews/article/421/0006561758?sid=101,"(카카오뱅크 제공)(서울=뉴스1) 김정은 기자 = 카카오뱅크가 한국인터넷진흥원(KISA)로부터 전자서명인증사업자로 선정됐다고 6일 밝혔다. 전자서명인증사업자는 공동인증서와 동일한 효력을 지닌 인증 서비스를 제공할 수 있는 라이선스다. 공인인증제도가 폐지된 이후 도입됐다.라이선스 확보로 카카오뱅크 고객들의 편의성도 높아질 것으로 기대된다. 행정안전부와 같은 공공기관은 물론 각종 포털사이트 접속 시 카카오뱅크 앱 인증을 통해 로그인할 수 있게 된다. 대출 신청 전자서명과 각종 전자계약, 자동이체출금동의 등의 서비스도 공동인증서 없이 이용할 수 있다.카카오뱅크는 이번 자격 확보를 계기로 본격적으로 인증 사업에 진출할 계획이다. 지난해 9월 본인확인기관으로 지정됐고, 같은 해 11월에는 공인전자문서중계자 라이선스를 획득한 바 있다.카카오뱅크는 획득한 3가지 정부 인증 라이선스를 기반으로 카카오뱅크 앱을 통해 공공기관 사이트 로그인, 공문서 신청, 전자서명 등을 이용하는 서비스를 내놓을 예정이다. 또 그동안 등기우편으로 받아보던 국세나 지방세, 과태료, 자동차검사 만기도래 등 공공기관 문서, 민간 사업자들의 고지서 등을 카카오뱅크 앱에서 간편하게 열람하는 서비스도 출시한다.카카오뱅크 관계자는 ""본인확인기관, 공인전자문서중계자에 전자서명인증사업자까지 3가지 인증 자격 확보로 고객들에 더욱 편리한 인증 서비스를 제공할 수 있을 것으로 기대한다""고 말했다."
2023.01.06.,"조용한 돌풍 에버소울, 카카오게임즈 든든한 파이프라인 될까?",https://n.news.naver.com/mnews/article/024/0000079321?sid=101,"카카오게임즈가 내놓은 신작 에버소울이 양대 마켓 인기 1위를 기록했다. (카카오게임즈 제공)카카오게임즈가 1월 5일 내놓은 신작 ‘에버소울’의 초반 분위기가 좋다. 폭발적인 흥행까지는 아니지만 차근차근 인기와 매출 순위를 착실히 올려나가는 중이다. 오딘과 우마무스메에 이어 카카오게임즈의 새로운 수익원으로 자리 잡을 것이라는 기대가 나온다.‘에버소울’은 서비스 시작 당일 국내 양대 마켓(애플 앱스토어, 구글 플레이스토어) 인기 순위 1위를 기록했다.글로벌 시장에서의 인기도 상당했다. 싱가포르에서 양대 마켓 인기 순위 1위를 기록했다. 대만과 홍콩, 태국 등에서는 애플 앱스토어 인기 1위를 차지했다. 글로벌 이용자들의 관심이 상당하다. 평점도 높다. 1월 6일 한국 구글 플레이 기준 평점 4.6을 기록 중이다. (모바일인덱스, 카카오게임즈 제공)매출 순위도 천천히 끌어올리고 있다. 애플 앱스토어 기준 매출 순위는 8위까지 치솟았다. 서비스 시작과 동시에 매출 순위 1위를 차지했던 기존 흥행작만큼은 아니지만, 카카오게임즈의 확실한 수익원으로서 역할이 기대된다는 평가다. 실제로 ‘블루 아카이브’ ‘승리의 여신: 니케’ 등 에버소울과 비슷한 서브컬처류 게임은 안정적인 수익을 해당 게임사에 벌어다주고 있다. 추후 일본 시장에 진출하면 더 뛰어난 성과를 낼 것으로 기대를 모은다.한편, 에버소울은 판타지 세계관의 모바일 RPG 게임이다. 일본풍 애니메이션 그림을 적용한 서브컬처 장르기도 하다. 이용자가 정령의 부름을 받은 ‘구원자’가 돼 정령술사로서 다양한 정령들을 지휘, 강력한 적을 무찌르고 세계를 구한다는 이야기를 담았다.▲고퀄리티 3D 애니메이션 그래픽 ▲독보적 세계관 ▲전략적인 전투 시스템 ▲정령과 교감하며 즐기는 인연 시스템 등 방대한 콘텐츠가 강점이다."
2023.01.06.,한 달 후 자동결제?…빛 바랜 '카카오 보상',https://n.news.naver.com/mnews/article/055/0001026384?sid=102,"<앵커>지난해 10월, 카카오톡 먹통 사태에 대한 보상 차원에서 카카오 측이 어제(5일)부터 무료 이모티콘을 나눠주고 있습니다. 그런데 일부 서비스는 한 달 무료 기간이 끝나면 자동결제로 넘어가게 돼 있어서 꼼수라는 지적이 나오고 있습니다.김수영 기자가 취재했습니다.<기자>카카오는 지난해 10월 데이터센터 화재로 발생한 '먹통 사태'에 대한 사과의 의미로 전 국민 일반 이용자에게 보상 지급을 실시했습니다.제공하는 무료 이모티콘은 모두 3종인데, 1개는 영구적으로 사용할 수 있는 반면, 나머지 2개는 사용 기간을 90일로 제한하면서 일부 이용자들은 불만을 드러냈습니다.또 제공된 일부 서비스가 한 달 뒤 자동 정기결제로 넘어가도록 설정된 것도 논란입니다.선착순 300만 명에게 사진과 대화 내용을 저장할 수 있는 '톡서랍 플러스' 1개월 사용권을 제공하는데, 사용 기간이 만료되면 월 1,900원의 이용료가 정기적으로 결제되도록 해놓은 겁니다.실제 안내사항에는 이용권 사용기간 종료 후에는 등록된 결제수단으로 이용료가 정기 결제된다며, 결제를 원하지 않을 경우 결제일 이전에 해지해야 한다고 명시하고 있습니다.기간 내 해지를 못하면 유료 결제를 해야 하는 건데, 이러다보니 이용자들 사이에서는 피해에 대한 보상 차원이라기 보다, 신규 가입자를 유도하는 장삿속 아니냐는 지적이 제기됐습니다.카카오측은 1개월 무료 이용 기간이 지나가기 전에 이용자들에게 별도로 안내할 예정이라고 밝혔습니다.온라인 플랫폼이 무료 서비스 이용자에게 피해를 보상한 첫 사례인데, 마케팅 수단으로 활용하려는 일부 꼼수로 빛이 바랬습니다.(영상취재 : 이상학, 영상편집 : 김진원)"
2023.01.06.,카카오 ‘서비스 장애 보상’ 자동 결제 가입 유도? 사측 “무료기간 만료 1주 前 안내”,https://n.news.naver.com/mnews/article/022/0003771521?sid=105,"카카오톡 데이터 관리 서비스 '톡서랍 플러스' 1개월 이용권 둘러싸고 지적 나와    카카오톡 톡서랍 플러스 관련 안내문. 카카오톡 갈무리       카카오가 지난해 10월 '서비스 장애'에 대한 사과의 의미로 무료 이모티콘 3종 등을 5일 지급하며 피해 보상에 첫발을 뗐다. 온라인 플랫폼이 무료 서비스 이용자에게 피해 보상한 첫번째 사례다.     하지만 보상안 중 하나인 구독 서비스 '톡서랍 플러스 1개월 이용권'의 자동 결제를 두고 지적이 잇따르고 있다. 카카오가 보상을 통해 가입을 유도한게 아니냐는 지적이다.     뉴스1에 따르면 카카오는 이날 오전 8시 30분부터 특별 페이지에서 무료 이모티콘 3종이 담긴 '카카오 전국민 마음 패키지'를 제공하고 있다. 이모티콘 3종은 영구적으로 사용할 수 있는 춘식이 이모티콘 1종과 90일간 쓸 수 있는 토심이와 토뭉이·망그러진 곰 2종으로 구성됐다. 모든 이모티콘은 카카오가 새롭게 제작한 것이다.     카카오메이커스에서 사용할 수 있는 감사 쿠폰 2종(2000원·3000원)과 카카오톡 데이터 관리 서비스 '톡서랍 플러스' 1개월 이용권(선착순 300만명)도 함께 지급됐다.     카카오는 현재 카카오톡 '더보기' 탭 내부 '카카오 나우' 코너에 배너를 걸고, 배너를 누르면 패키지 다운로드 사이트로 연결되도록 조치했다.     다만 '톡서랍 플러스' 이용권(선착순 300만명) 지급에 대해 아쉽다는 목소리가 나오고 있다.     무료 이용 기간(1개월)이 끝나면 자동으로 다음 달 결제가 이뤄지기 때문이다.     톡서랍 플러스는 ▲카카오톡 대화 기록 ▲사진 ▲동영상 ▲파일 ▲링크 ▲연락처 등을 한곳에 보관해주는 서비스로, 1개월 이용권 가격은 1900원이다.     실제로 카카오는 '패키지 지급' 페이지 하단에 ""톡서랍 플러스를 처음 사용하신다면, 이용권을 사용하기 위해서는 결제수단의 등록이 필요하다""며 ""이때 첫 1개월은 무료 트라이얼'로 체험이 가능하고 다음 1개월은 이용권은 사용할 수 있고, 이후 정기 결제일에 등록된 결제 수단으로 이용료가 정기 결제된다""고 밝혔다.     카카오 측은 '톡서랍 플러스'의 자동결제 기능이 마케팅 유도와 관련이 없다고 선을 그었다.     카카오 관계자는 ""톡서랍 플러스는 구독 서비스 시스템이라 결제 수단 등록이 필요하다""며 ""(이번 톡서랍 플러스 쿠폰을 받은) 이용자들의 무료 이용 기간 만료 일주일 전에 카카오톡으로 '알림톡'을 보낼 것""이라고 말했다."
2023.01.06.,"카카오, 선물하기 법인 고객 확장 중요…잠재력 커 -하나",https://n.news.naver.com/mnews/article/018/0005401201?sid=101,"[이데일리 김소연 기자] 하나증권은 6일 카카오(035720)에 대해 올해 선물하기 서비스에서 법인 고객 확장이 중요한 성장 동력이 될 것으로 판단했다. 투자의견 ‘매수’, 목표주가 8만원을 각각 유지했다. 현재 카카오 주가는 5일 기준 5만7700원이다. 윤예지 하나증권 연구원은 이날 보고서에서 “2023년 선물하기 서비스 성장에서 법인 고객군 확장은 배송 상품 확대와 함께 가장 중요한 성장 동력이 될 것”이라고 예상했다.윤 연구원은 “법인 선물하기 시장은 개인 선물하시 시장의 20~30% 수준이 될 것으로 추정한다”고 덧붙였다. 한국은행이 발표하는 지급결제동향 리포트에 따르면 2021년 일평균 법인카드 이용규모는 4680억원으로, 신용카드와 체크카드를 합산한 민간 이용대금 대비 20% 비중을 차지하고 있다. 윤 연구원은 “그간 선물하기 확장에서 시장 규모가 더 큰 개인 고객 확보가 우선 과제였던 만큼 법인 시장의 카카오 선물하기 침투율은 아직 매우 낮은 것으로 추정한다”고 설명했다. 일본 기업 간 거래(B2B) 선물하기 전문 기업인 기프티(Giftee)는 12개월 선행 주가수익비율(PER) 기준 60배 이상으로 높은 밸류에이션 프리미엄을 받아 거래되고 있다고 윤 연구원은 설명했다. 그는 이어 “밸류에이션 프리미엄의 이유는 높은 성장 잠재력으로 기프티의 2022년 연간 예상 거래액이 306억엔으로 전체 법인 선물하기 시장규모(1조6000엔) 대비 침투율이 매우 낮다”며 “기프티는 지난해 3분기 누적 매출 33억9000엔으로 리오프닝에도 견조한 성장세를 시현하고 있다”고 분석했다. 그러면서 윤 연구원은 카카오톡 선물하기 B2B 서비스인 ‘카카오 선물하기 for Biz’의 잠재력은 매우 크다고 강조했다. 그는 “기프티의 일반 회원 수와 법인 회원 수는 각각 191만명, 2548곳에 불과하며 입점 스토어 수는 264곳”이라며 “카카오톡의 2022년말 기준 월간활성이용자수(MAU)는 4763만명이며 선물하기 입점 업체 수는 8000곳이 넘는다”고 말했다."
2023.01.06.,[단독]넷플릭스·카카오엔터 맞손…韓 좀비 예능 나온다,https://n.news.naver.com/mnews/article/293/0000042050?sid=105,"'넷플릭스'와 '카카오엔터테인먼트'가 '좀비'로 똘똘 뭉친다. 양사는 좀비를 주제로 한 예능 콘텐츠를 제작해 전 세계에 전파할 계획이다.6일 <블로터> 취재 결과 넷플릭스가 오리지널 예능 '좀비버스(가제)'를 준비 중이다. 좀비버스는 카카오엔터테인먼트가 제작을 담당하며, 넷플릭스 오리지널 예능으로 편성될 예정이다. 공개 일정은 현재 정해지지 않은 것으로 알려졌다.넷플릭스 오리지널 시리즈 '킹덤2'. (사진=넷플릭스)좀비버스는 MBC '마이 리틀 텔레비전'을 연출했던 박진경 카카오엔터테인먼트 책임프로듀서(CP)가 총괄을 맡았고, MBC에브리원 '어서와~ 한국은 처음이지?'를 연출한 문상돈 카카오엔터테인먼트 PD가 연출을 담당하게 됐다. 문상돈 PD의 경우 카카오엔터테인먼트(옛 카카오엠)로 이적한 후 개그맨 박명수, 아나운서 이금희, 웹툰 작가 겸 방송인 이말년 등이 출연한 카카오TV 오리지널 '거침마당'을 연출해 화제를 모았다. 2019년 MBC에서 카카오엔터테인먼트로 둥지를 옮긴 박진경 CP도 다양한 작품을 총괄했고 최근에는 가상(버추얼) 아이돌을 소재로 한 K-팝 서바이벌 프로그램 '소녀 리버스'의 총괄을 담당하며 장르 개척에 나섰다. 두 기획·연출가가 의기투합한 좀비버스는 좀비를 피해서 미션을 수행하는 형태의 예능 포맷 콘텐츠로, 배우·개그맨·유튜버 등 다양한 출연진이 합류할 것으로 알려졌다.콘텐츠 제작 및 기획에서 다양한 시도를 해왔던 넷플릭스와 카카오엔터테인먼트는 좀비버스를 통해 K-예능의 새로운 이정표를 만들 것으로 예상된다. 넷플릭스의 경우 '킹덤'과 '지금 우리 학교는' 등을 통해 K-좀비의 글로벌 파급력을 확인한 데다 △범인은 바로 너 △솔로지옥 △코리아 넘버원 같은 한국 오리지널 예능을 기획·제작한 만큼 좀비버스에 관련 노하우를 활용할 것으로 기대를 모은다. 카카오TV 오리지널 라인업. (사진=카카오엔터테인먼트)카카오엔터테인먼트도 카카오TV 오리지널 '찐경규'를 시작으로 △페이스 ID △맛집의 옆집 △우당탕탕 안테나 △머선129 등 다양한 예능 콘텐츠를 제작하며 독보적인 색채를 구축해온 만큼 넷플릭스와의 예능 콘텐츠 시너지를 극대화할 여력이 충분한 상황이다.콘텐츠업계의 한 관계자는 <블로터>에 ""이경규, 유재석, 강호동, 이효리 등 브라운관에서 인지도를 높였던 예능인을 웹 예능에 섭외하며 영향력을 키워온 카카오엔터테인먼트가 넷플릭스의 손을 잡는다면 글로벌 시장에서 새로운 시너지를 낼 가능성도 충분할 것""이라며 ""좀비를 소재로 한 OTT 예능이 거의 없었던 만큼, 좀비버스가 만들어진다면 차별성과 경쟁력 면에서도 우위를 점할 것으로 예상된다""고 말했다."
2023.01.06.,"카카오뱅크, 전자서명인증사업자 선정",https://n.news.naver.com/mnews/article/030/0003070838?sid=101,"카카오뱅크(대표 윤호영)는 한국인터넷진흥원(KISA)로부터 전자서명인증사업자로 선정됐다고 6일 밝혔다. 본인확인기관과 공인전자문서중계자에 이은 인증 라이선스 확보로 고객들에 안전하면서도 편리한 인증 서비스를 선보일 것으로 기대된다.전자서명인증사업자는 공동인증서와 동일한 효력을 지닌 인증 서비스를 제공할 수 있는 라이선스다. 공인인증제도가 폐지된 이후 도입된 전자서명인증사업자 라이선스는 인증 서비스의 안정성과 신뢰성을 인정받은 기관만 획득할 수 있다.라이선스 확보로 카카오뱅크 고객들의 편의성도 높아질 것으로 기대된다. 행정안전부와 같은 공공기관은 물론 각종 포털사이트 접속 시 카카오뱅크 앱 인증을 통해 로그인할 수 있게 되며, 대출신청 전자서명, 각종 전자계약, 자동이체출금동의 등의 서비스도 공동인증서 없이 이용할 수 있다.카카오뱅크는 이번 자격 확보를 계기로 본격적으로 인증 사업에 진출할 계획이다. 이미 지난해 9월 본인확인기관으로 지정된 바 있으며, 2022년 11월에는 공인전자문서중계자 라이선스를 획득했다.카카오뱅크는 획득한 3가지 정부 인증 라이선스를 기반으로 카카오뱅크 앱을 통해 공공기관 사이트 로그인, 공문서 신청, 전자서명 등을 이용하는 서비스를 내놓을 계획이다. 또한 그동안 등기우편으로 받아보던 국세나 지방세, 과태료, 자동차검사 만기도래 등 공공기관 문서, 민간 사업자들의 고지서 등을 카카오뱅크 앱에서 간편하게 열람하는 서비스도 출시한다.카카오뱅크 관계자는 ""본인확인기관, 공인전자문서중계자에 전자서명인증사업자까지 3가지 인증 자격 확보로 고객들에 보다 편리한 인증 서비스를 제공할 수 있을 것으로 기대한다”고 말했다"
2023.01.06.,“카카오 ‘먹통 보상’ 이용권 1달 뒤 자동 유료화는 ‘꼼수’”,https://n.news.naver.com/mnews/article/056/0011406181?sid=105,"판교 데이터센터 화재로 인한 서비스 먹통의 보상으로 카카오가 어제(5일)부터 배포한 무료 이용권과 관련, 사실상 자동결제를 유도하는 ‘꼼수’라는 주장이 제기됐습니다.  소비자주권시민회의는 오늘(6일) 카카오 보상안을 개선해야 한다는 내용을 담은 성명을 내고 이같이 주장했습니다.  해당 시민단체에 따르면, 카카오가 보상안으로 300만 명에게 제공한 데이터 관리서비스 ‘톡서랍 플러스’ 1개월 무료이용권은 해당 기간이 만료되면 자동으로 정기 결제가 진행되는 방식입니다.  이 때문에 해당 단체는 “소비자가 기간에 맞춰 서비스를 해지하지 못할 경우 원치 않은 이용료를 부담할 수 있는 구조”라면서 “사실상 자동 결제를 유도하는 영업에 불과한 보상을 즉각 중단하고 보상서비스에 대한 개선을 촉구한다”고 주장했습니다.  해당 단체는 또, 카카오가 이와 관련한 약관을 이용자들이 쉽게 찾기 어렵도록 작은 글씨로 기재하고 있다고도 덧붙였습니다.  이에 대해 카카오는 ‘톡서랍 플러스’ 1개월 이용권을 선택한 이용자에 대해 기간 만료 전까지 네 차례 카카오 알림 등 메시지를 보내 인지할 수 있도록 안내하겠다고 설명했습니다.  또, 무료 이용 기간 만료 이후에도 미처 해지하지 못한 이용자들 위해 일정기간 환불 조치 등을 진행할 예정이라고 밝혔습니다.[사진 출처 : 연합뉴스 / 카카오톡 캡처]"
2023.01.06.,"‘1015 서비스 장애 회고’, 카카오가 보여준 얄팍한 치부 [테크 너머]",https://n.news.naver.com/mnews/article/308/0000032061?sid=102,"[테크 너머] 카카오가 대규모 서비스 장애 사태 두 달 만에 ‘치부’를 공개했다. 공동 성장을 강조했지만 정작 카카오가 뿌리 내린 수많은 산업과 생태계에 대한 이야기는 누락됐다는 지적이 나온다.남궁훈(왼쪽)·홍은택(오른쪽) 카카오 각자대표가 2022년 10월19일 경기 성남시 카카오 판교 아지트에서 대국민 사과를 하고 있다. ©사진공동취재단2022년 10월 판교 SK C&C 데이터센터 화재 사건은 전 국민이 피해를 본 사상 초유의 서비스 장애였다. 무려 3만2000여 대에 달하는 서버가 한꺼번에 중단됐고, 이후로는 기나긴 장애 복구의 시간이 이어졌다. 당초 카카오는 전원이 복구되기만 하면 2시간 이내에 서비스를 정상화할 수 있다고 밝혔지만, 실제 서비스들이 모두 정상화되는 데에는 일주일 가까이 소요됐다. 이 사태로 카카오 김범수 전 이사회 의장, SK C&C 최태원 회장, 네이버 이해진 글로벌투자책임자(GIO)가 모두 과학기술정보방송통신위원회 국정감사장에 증인으로 섰다. 주요 논점은 카카오 장애 복구의 원인과 책임이었다. 지루한 질의 공방에서 김범수 전 의장은 사과의 뜻을 전하고 피해보상에 만전을 기하겠다고 밝혔다.그러나 정작 그가 ‘만전’을 기한 보상책은 얄팍한 수준이었다. 카카오 대리 유료 멤버십을 구매해 콜을 받는 대리 기사들은 ‘보상 포인트’로 4290원이 책정됐다. 카카오T 택시 프로 멤버십에 가입한 기사들이 받은 포인트는 7550원이었다. 가장 오랜 시간 서비스를 이용하지 못한 다음 프리미엄 메일 이용자에게는 15일 치 서비스 무료 이용권이 지급됐다.카카오는 플랫폼을 이용하는 조건으로 대리 기사, 택시 기사들에게 월정액 유료 프로그램 가입을 권장한다. 멤버십에 가입할 경우 우선권이 주어지기 때문에 기사들은 울며 겨자 먹기로 이 프로그램을 구매할 수밖에 없다. 물론 이 경우 멤버십 가입비와 별도로 운행 수수료도 카카오가 가져간다. 사실상 카카오가 대리 기사와 택시 기사에게 각각 ‘보상’한다는 4290원과 7550원은 그들이 한 사람의 플랫폼 노동자로부터 챙겨가는 하루치 수수료에도 미치지 못할 가능성이 크다.택시 기사나 대리 기사뿐만이 아니다. 카카오 배달을 통해 주문받는 소상공인이나 카카오톡 채널을 이용해 고객과 소통하는 소상공인들에 대한 보상 처우 결정도 차일피일 미뤄지고 있다. 플랫폼이 중단되면서 생긴 피해 사례들에 대한 제대로 된 보상책은 여전히 요원한 가운데, 2022년 11월24일 오전 남궁훈 전 카카오 대표는 페이스북에 포스팅 하나를 게시했다. 카카오가 매년 주최하는 ‘이프 카카오(if kakao)’ 콘퍼런스에서 카카오의 실책과 향후 대책을 발표하겠다고 밝힌 것이다.2018년부터 이어져온 이프 카카오 콘퍼런스는 ‘카카오가 이렇게 한다면’이라는 뜻을 담아 미래 기술을 선보이는 자리다. 그러나 이프 카카오 2022에서는 새로운 세션이 추가됐다. ‘만약 카카오가 이렇게 했더라면’ 하는 의미를 담아 카카오에서 서비스 복구가 지연된 배경을 설명했다. ‘1015 장애 회고’라는 이름으로 준비된 발표들은 서비스 연속성을 위해 어떻게 시스템을 설계해야 하는지 소개하는 기술 발표로 이루어졌다. 남궁훈 전 대표는 자신의 SNS에서 이 세션을 소개하는 포스팅에 ‘업계의 공동 성장’이라는 표현을 세 번이나 썼다.“제가 알기로 우리와 같은 규모의 기업이 이러한 치부를 공개하는 경우는 세계적으로도 드문 일이라고 알고 있습니다. (중략) 하지만 ‘이프 카카오’의 취지가 업계와 함께 공동의 성장을 추구하는 데 주안점이 있는 만큼 그 공동의 성장을 향한 마음에는 두 가지 의역을 공존시키며, 두 가지 모두를 담아낼 때 우리의 진심이 더 통할 것이라고 생각합니다. 따라서 2022년 이프 카카오 행사는 업계의 공동 성장에 더욱 방점을 두어 카카오가 업계와 함께하고자 하는 마음을 다시 새기는 기회로 삼고, 우리의 노력이 실질적으로 대한민국 IT 산업의 발전에 기여하는 행사로 진행되었으면 하는 바람입니다.”IT를 다루는 기업이라면 누구나 서비스 장애의 가능성을 떠안고 산다. 그게 카카오나 네이버가 아니라 구글, 메타와 같은 글로벌 대기업이라 해도 마찬가지다. 기술적 이슈로 발생하는 것이든, 아니면 엔지니어가 작업 중에 실수한 휴먼 에러(Human error)이든, 아니면 지진이나 쓰나미 같은 자연재해 때문이든 서비스 장애는 언제 어디서나 일어날 수 있다. 이번 SK C&C 판교 데이터센터 화재로 인한 카카오 서비스의 대규모 중단 사태 역시 그중 하나다. 그 피해 규모가 유례없이 큰 수준이었다는 걸 모르는 바는 아니지만, 그럼에도 서비스 장애 자체에 대해선 그다지 논의하고 싶지 않다. 구체적으로 시스템 안에서 어떤 일이 있었는지는 외부인보다 내부인이 훨씬 잘 알 것이고, 그로 인한 책임감과 괴로움도 결국 내부 인원의 몫이니까 말이다.중요한 건 서비스 장애가 아니라 이에 대응하는 태도다. 기업이 자신들의 잘못을 사과하고 수습하는 태도에서 그들이 사회를 바라보는 자세와 가치관이 드러난다. 남궁훈 전 대표는 한결같이 ‘공동 성장’이라 썼지만, 그의 포스팅에서 가시화된 대상은 IT 업계에 한정됐다. 카카오가 뿌리내리고 있는 수많은 산업과 생태계에 대한 이야기는 누락되어 있다. 택시 기사, 대리 기사, 자영업자 등 카카오 서비스가 실질적으로 관계를 맺고 있는 이들에 대한 논의는 배제된 것이다.‘만약 카카오가 독식하지 않았더라면’이토록 소란스러웠던 대규모 장애 이후 카카오가 만든 회고의 자리가 고작 이프 카카오였다는 사실은 솔직히 실망스럽다. 남궁훈 전 대표는 잘못된 서비스 설계, 제대로 작동하지 않은 다중화 시스템을 ‘치부’라 말했지만, 사실 이는 IT 업계에서 언제든 발생할 수 있는(물론 가장 최악의) 시나리오다. 그보다는 4290원과 7550원, 그리고 소상공인들에게 아직 제대로 책정되지도 않은 보상이 카카오가 말하지 않는 진짜 치부다.지금 우리 사회는 다른 if를 묻고 있다. ‘만약 카카오가 다중화를 제대로 설계했다면’이 아니라 ‘만약 카카오가 독식하지 않았더라면’이라고 말이다. 2022년 5월 동반성장위원회에서는 대리운전업을 중소기업 적합 업종으로 결정했으며, 카카오 모빌리티와 티맵 모빌리티에 대한 사업 확장 제재를 권고한 바 있다. 대기업이 선진적인 기술력을 무기 삼아 돌격할 때, 속수무책 당하는 건 중소기업뿐만이 아니라 그 아래 계약된 개별 노동자들이기도 하다. 플랫폼은 이용자들에게는 일상의 편리를 돕는 순풍이지만, 해당 산업이나 생태계에는 파괴적으로 몰아치는 폭풍이다. 공동 성장은 IT 업계가 아니라 그들이 침투한 생태계에, 그리고 어쩔 수 없이 플랫폼 노동자가 된 모든 이들을 향한 단어여야 한다."
