기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.01.11.,"""편리하게 개선""…카카오톡, 새해 첫 '업데이트' 내용은",https://n.news.naver.com/mnews/article/015/0004798252?sid=105,"메시지·쇼핑 검색 기능 추가카카오톡은 검색창에 메세지·쇼핑 검색 기능을 추가했다. 사진=카카오 제공카카오톡 내 검색 기능에 '메시지'와 '쇼핑' 검색이 새롭게 추가됐다.카카오는 올해 첫 카카오톡 업데이트(v10.0.5)를 진행하고, 이용자 편의성 향상을 위한 다양한 기능들이 개선됐다고 11일 밝혔다.먼저, 카카오톡 내에서 친구나 채팅방, 카카오톡 채널 등을 검색할 때 사용하는 카톡 검색에 '톡 메시지 통합 검색' 및 '쇼핑 검색 기능'이 적용됐다. 기존에는 채팅방 내에서만 메시지를 검색할 수 있었는데 이제 검색어를 입력하면 모든 채팅방에서 해당 메시지를 찾아 보여준다.친구와의 대화 뿐만 아니라 채널에서 보낸 메시지까지 확인할 수 있다. 결과 내에서 기간·친구·채팅방 필터도 적용 가능해 찾고 싶은 메시지를 빠르게 검색할 수 있다. 쇼핑 검색은 기존에 카카오톡 선물하기·카카오메이커스·카카오프렌즈·카카오쇼핑라이브 등 각 서비스에서 확인할 수 있던 커머스 상품들을 검색 결과로 한 번에 보여준다. 카테고리·가격대별·추천순으로 검색이 가능하다.아울러, 지난해 5월부터 카카오톡에 적용된 ‘예약 메시지’ 기능이 개선됐다. 기존 예약 메시지의 경우 죠르디 아이콘이 표시돼 사용에 제약이 있었으나, 이번 업데이트로 예약메시지 내 죠르디 아이콘이 사라져 기존 메시지와 동일하게 예약 메시지를 활용할 수 있게 됐다. 최신 버전 카카오톡을 설치하지 않아도 업데이트 시점부터 발송되는 모든 예약 메시지에 적용된다.예약 메시지가 일반적으로 업무 용도부터 지인들의 생일 축하, 팀이나 동아리 관련 활동 공지, 나에게 보내는 리마인드 등 다양한 용도에서 사용되고 있다는 점을 고려했을 때 예약 메시지 표시 제거를 통해 이용자들은 더욱 편하게 예약 메시지를 주고받을 것으로 기대된다.카카오톡의 디지털 접근성도 강화됐다. ‘카카오 이모티콘의 대체 텍스트 제공’ 기능이 추가됐다. 대체 텍스트는 시각 약자를 위해 콘텐츠의 의미나 용도를 알 수 있도록 설명을 제공하고 음성으로 읽어줄 수 있게 하는 기능이다. 그간 해당 기능은 카톡 기본 이모티콘에만 한정됐으나 업데이트를 통해 카카오톡 채팅방 내 전송된 모든 이모티콘에 음성 안내가 가능해졌다. 예를 들어 카카오톡 이용자가 ‘컴퓨터를 보며 일하는 곰’ 이미지의 카카오 이모티콘을 보낸 경우, 음성을 통해 ‘카카오 이모티콘, 오후 12시 21분’ 이라고 안내가 됐었다면 업데이트 이후에는 ‘일하는 중, 컴퓨터, 곰, 움직이는 이모티콘, 오후 12시 21분’이란 안내가 제공된다.카카오는 저시력 장애인을 위한 고대비 테마·PC버전 스크린리더 지원·안드로이드 기반 점자정보단말기 지원 등 다양한 접근성 개선을 진행하고 있다. 카카오톡 내 다양한 기능이 추가될 때마다 사용성 테스트를 거쳐 지속적으로 접근성 검증도 진행하는 등 디지털 접근성 강화를 위한 노력을 기울이고 있다.이외에도 이번 카카오톡 업데이트에는 실험실을 통해 iOS 이용자에 한해 말풍선 번역 지원 기능 제공 등 다양한 신규 기능 및 개선 작업이 포함됐다.카카오는 “카카오톡 이용자들의 편의성 향상을 위한 다양한 방안을 고민하고 보다 발전된 서비스를 선보이기 위해 노력하고 있다”며 “앞으로도 이용자 니즈를 만족시키고 서비스 안정성과 편의성을 향상시키기 위한 업데이트를 지속 선보일 것”이라고 설명했다."
2023.01.11.,"'대구로 택시' 앱 카카오 맹추격…洪시장 ""가입률 100% 늘려라""",https://n.news.naver.com/mnews/article/088/0000792983?sid=102,"11일 기준 대구로 택시 가입률 38%…""호출건수 확대가 관건""""모든 수단 동원해 시민 홍보 나설 것""PnP 대구지사는 올 상반기 내 설립 추진…동대구벤처밸리 내 공간 제공 검토8일 대구 시내의 한 법인택시 회사 주차장에 '대구로택시'가 운행에 들어가기 위해 대기하고 있다. 매일신문 DB.대구시가 현재 30% 수준인 지역 택시의 '대구로' 가입률을 100%까지 끌어올리기로 했다. '대구로' 택시가 보다 활성화되려면 택시 가입률 확대가 관건이라는 판단에 따른 것이다.또한 세계 최대 규모의 글로벌 창업 지원 기관인 플러그앤플레이(PnP) 대구지사 설립도 올 상반기를 목표로 추진할 방침이다.홍준표 대구시장은 11일 대구시청 산격청사에서 간부회의를 열고 ""대구로 택시 가입률이 100%를 달성하도록 시민들에게 적극적으로 홍보해달라""고 주문했다.대구시에 따르면 11일 현재 '대구로 택시' 가입 건수는 5천988대로 집계됐다. 대구시에 등록된 택시 1만5천674대 가운데 38%가 가입한 셈이다. 실제 운행 중인 택시가 1만4천대 수준인 점을 고려하면 가입률은 42%로 올라간다.가입률 제고의 관건은 앱을 통해 운행하는 하루 평균 '호출건수'다. 대구로 가입 택시의 하루 평균 호출건수는 1.5건이다.시는 호출건수가 하루 평균 5건을 넘어가면 가입 속도가 더욱 빨라질 것으로 보고 있다. 매월 10만~15만원을 내는 카카오택시 수수료에 비해 대구로 택시는 월 3만원에 불과하기 때문이다.특히 호출건수가 확대되면 4천700대가 운행 중인 카카오 가맹택시(카카오 블루)의 대구로 택시 전환도 한층 늘어날 것으로 예상된다.대구시는 호출건수를 늘리려면 대 시민 홍보가 절실하다는 입장이다. 대구시 관계자는 ""TV 광고 뿐만 아니라 SNS와 온라인 등 가능한 모든 수단을 동원해 대구로 택시의 인지도를 높일 것""이라고 말했다.세계 최대 규모의 벤처투자사 겸 창업기업 육성기관인 플러그앤플레이 대구지사 설립이 올 상반기 내로 가시화될 전망이다. 왼쪽부터 사이드 아미디 플러그앤플레이 창립자 겸 총괄회장, 홍준표 대구시장, 조용준 플러그앤플레이 코리아 대표이사. 대구시 제공한편 홍 시장은 이날 ""올 상반기 내에 PnP 대구지사를 설립하도록 최대한 빨리 추진하라""고 지시했다.지사 설립을 신속하게 진행해 대구 스타트업 시장을 부흥시키고 지역 경제 활성화 효과도 거두겠다는 것이다.지난 5~7일 세계 최대 정보기술(IT)박람회인 CES(국제전자제품박람회)를 참관한 홍 시장은 PnP측과 글로벌 벤처창업기업 육성을 위한 업무협약(MOU)을 맺고 대구지사 설립에 합의했다.이에 따라 대구시는 PnP 대구지사 설립에 적절한 공간을 검토하고 있다. 현재는 동대구벤처밸리에 위치한 스케일업허브 내에 업무 공간을 마련하는 방안이 유력한 것으로 전해졌다.시는 조만간 PnP 코리아 대표이사가 입국하는대로 실무 회의를 진행할 방침이다. 또한 지역의 창업지원기관 12곳과 엔젤투자자 13곳 등 창업 지원 및 투자 현황을 파악해 PnP 측과 연계되도록 준비할 방침이다.운영비 지원 문제도 협상에 나설 계획이다. PnP 한국지사가 설립된 서울시의 경우 PnP 측에 매년 13억원의 운영비를 지원하고 있다. 민선 8기 들어 대구시는 투자 유치 시 행정적인 지원은 하되, 재정 지원을 하지 않는다는 기조를 유지하고 있다.이와 관련, 대구시 관계자는 ""서울과 대구는 상황이 다르기 때문에 재정 지원을 하지 않는 방향으로 PnP 대구지사와 협의할 방침""이라고 말했다."
2023.01.11.,"카카오, 서비스 피해 지원 기준 마련…소상공인 지원금 지급 후속 작업",https://n.news.naver.com/mnews/article/031/0000722123?sid=105,"별도 고객센터 운영… 소공연 제안 따라 추가 피해 사례 접수 예정지난해 10월 15일 발생한 카카오 서비스 장애 피해 지원 기준이 마련되면서 일반 이용자 대상 이모티콘 등 지급이 이뤄지고 있다. 소상공인과 관련해서도 지원금 지급 등을 위한 후속 작업이 이어지는 모습이다.남궁훈·홍은택 카카오 각자대표가 19일 데이터 센터 화재로 인한 대규모 먹통 사태와 관련해 대국민 사과를 한 가운데, 카카오판교아지트 본사에 적막감이 흐르고 있다. [사진=김성진 기자]앞서 산학계 관계자와 전문가로 이뤄진 '1015 피해지원 협의체'는 지난해 12월말 피해 사례를 접수한 소상공인을 대상으로 매출 손실 규모액에 따라 지원금을 지급하기로 결정했다.소상공인 영업이익률과 대체 서비스 유무, 해당 서비스에 대한 카카오 점유율 등을 반영해 매출 손실 규모액이 30만원 이하인 경우 3만원, 30만원 초과 50만원 이하인 경우 5만원을 지원하기로 했다. 단 50만원 초과 피해 사례에 대해선 협의체 검토, 피해 입증 과정을 통해 추가 지원을 고려할 방침이다. 피해 지원을 위한 별도 고객센터를 운영할 예정이다.비슷한 전례로는 과거 KT 아현지사에 발생한 화재로 일부 지역에서 유무선 인터넷 서비스 이용이 어려운 사태가 발생하며 소상공인 1만2천여명에게 보상금 70억원을 지급했던 사례가 있다. 복구까지 걸린 시일에 따라 보상금을 40~120만원으로 책정했다.이번 서비스 장애로 소상공인이 카카오에 접수한 피해 사례는 1만7천433건이다. 전체 접수 사례의 20% 비중으로 이중 금전 피해를 주장한 사례는 7천826건, 금전 피해와 무관한 사례는 8천972건으로 분류됐다. 기존에 접수된 피해 사례 외에 소상공인연합회 제안에 따라 추가 피해 접수도 진행될 예정이다.카카오의 경우에도 협의체를 통해 피해 지원(보상) 기준이 정해지면서 마무리 단계에 접어든 것으로 여겨지고 있다. 관련 업계에선 카카오가 화재가 발생한 SK C&C 데이터센터 입주사였던 만큼 SK C&C를 상대로 구상권을 행사하는 소송에 돌입할 것이란 전망도 나온다. 카카오에선 내부 논의를 거쳐 구상권 행사 여부 등을 검토할 계획이란 입장을 밝혀 왔다.조원희 법무법인 디라이트 변호사는 ""양사(카카오·SK C&C)가 논의를 한다고 해도 피해 규모가 크고 책임 문제도 민감한 등 쉽게 합의에 다다르기 어려운 측면이 있는 만큼 소송 전망이 나오는 것""이라고 설명했다."
2023.01.11.,'카카오 3형제' 이달에만 시총 6조 껑충,https://n.news.naver.com/mnews/article/015/0004798417?sid=101,"실적 개선 기대감에 연초 강세카카오, 올해 들어 17% 급등지난해 부진을 면치 못하던 ‘카카오 3형제’가 연초부터 강세를 이어가고 있다. 세 회사의 시가총액 합산액은 이달에만 7조원 늘었다. 다만 주가 강세가 지속될지에 대해선 의견이 엇갈린다.11일 카카오는 1.98% 상승한 6만1900원에 거래를 마쳤다. 국내 증시가 상승세를 보이면서 이달 들어 카카오 주가는 17.46% 뛰었다. 같은 기간 코스피지수 상승률(6.01%)의 세 배에 가깝다.카카오뱅크와 카카오페이도 같은 기간 각각 15.11%, 25.14% 급등했다. 카카오 3사의 시가총액 합산액도 지난달 말 42조4442억원에서 이날 기준 49조7617억원으로 8거래일 만에 7조3175억원 늘었다.증권가에선 ‘카카오 3형제’의 주가 추가 상승을 점치고 있다. 메리츠증권과 다올투자증권은 최근 카카오 목표주가를 각각 7만2000원, 7만1000원으로 상향했다. 메리츠증권은 지난해 발생한 데이터센터 화재 수습 비용 등이 더해지며 4분기 실적은 부진했지만 올 상반기 카카오톡 사업을 재편하면서 실적 개선이 기대된다고 분석했다.다올투자증권은 카카오의 연간 매출과 연간 영업이익이 전년 대비 각각 18.1%, 46.1% 증가할 것으로 전망했다. 카카오페이는 다음달 MSCI지수에 편입되면 주가가 탄력을 받을 것으로 예상된다. 카카오뱅크는 부동산 대출규제 완화로 올해 대출 증가율이 높아질 것으로 전망됐다.반면 카카오의 실적 반등이 지속되긴 어렵다는 분석도 나온다. 경기 침체로 카카오의 주된 수입원인 광고 수요가 회복될 기미가 보이지 않고 있어서다.김소혜 한화투자증권 연구원은 “1분기에도 의미 있는 이익 반등이 일어날 가능성은 낮다”며 “다만 현재 주가는 최악의 경우를 모두 반영하고 있는 수준”이라고 평가했다."
2023.01.11.,카카오 '전면출근' 기조에 노조 가입 급증…과반 임박,https://n.news.naver.com/mnews/article/001/0013695261?sid=102,카카오 직원들이 출근하는 판교 아지트[촬영 임성호](서울=연합뉴스) 임성호 기자 = 카카오가 이르면 오는 3월 재택근무 대신 사무실 전면 출근을 원칙으로 하는 새 근무제를 도입하기로 하자 직원들이 이에 반발하며 노동조합에 속속 가입 중인 것으로 전해졌다.    11일 정보기술(IT) 업계에 따르면 민주노총 전국화학섬유식품산업노동조합 카카오 지회(크루 유니언)는 본사 임직원 가입률 50% 돌파를 코앞에 두고 있다. 최근 가입 증가세로 볼 때 다음 주께 과반 노조가 될 것이라는 예측이 나온다.    카카오 임직원 수는 지난해 6월 기준으로 약 3천600명이다. 2020년 3월 설립된 크루 유니언 가입률은 한 달여 전까지 40% 남짓이었다가 지난달 27일 근무제 개편 발표 후 약 10% 가까이 급증한 것으로 전해졌다.    카카오 안팎에선 사무실 전면 출근 체제를 도입하는 과정에서 불거진 직원들의 불만이 이런 결과를 낳았다는 분석이 나온다.    다만 카카오 사측은 근무제 변화 과정에서 노사 협의를 거쳤고 직원 의견을 수렴했다며 노조 가입률 증가에 당혹스러운 반응을 보였다.     사측은 재택근무가 더 효과적이거나 불가피한 상황이 있다면 조직장의 판단과 승인을 통해 조직이나 개인별로 재택근무를 할 수 있다고 설명했다.    코로나19 팬데믹 기간 재택근무를 해오던 IT 기업들은 최근 잇따라 다시 사무실 출근으로 근무 방식을 전환하고 있다.    SK텔레콤도 다음 달부터 그간 조직별 특성에 따라 자율적으로 운영되던 재택근무 횟수를 주 1회로 제한하기로 했다.    sh@yna.co.kr
2023.01.11.,카카오 먹통 집단소송 없을 듯…보상 마무리 수순,https://n.news.naver.com/mnews/article/215/0001076722?sid=105,"보상 완료 후 SK C&C 상대 구상금 청구 검토 전망지난해 10월 발생한 카카오 서비스 장애 사태에 대한 보상 절차가 마무리 수순에 접어들었다.집단소송을 비롯한 개별적 피해 보상 요구 목소리도 잦아들면서 장애 사태를 촉발한 판교 데이터센터 운영사 SK C&C를 상대로 한 구상금 청구 문제가 수면 위로 올라올 전망이다.11일 정보기술(IT) 업계에 따르면 장애 발생 이후 지난 3달여간 일반 이용자들이 카카오를 상대로 제기한 소송은 한 건도 없는 것으로 전해졌다.장애 사태 이튿날 네이버 카페 '카카오톡 화재 장애로 인한 손해배상'을 개설해 소송 참여자 모집에 나섰던 신재연 LKB앤파트너스 변호사는 ""아직 소송을 하겠다고 나서는 사람이 없다. 사람들의 분노는 금방 잊힌다""면서 ""그렇다고 없는 의뢰인을 만들어 소송을 할 수는 없는 상황""이라고 말했다.이 카페에 지난 11월 초 이후 새로 게시된 소송 참여 관련 글도 없다. '카카오톡 피해자 모임' 등 다른 소송 준비 카페에도 사태 발생 일주일 뒤부터는 이렇다 할 글이나 댓글이 올라오지 않았다.업계에서는 이용자들이 카카오를 상대로 소송에 나서 얻을 실익이 없을 것으로 보고 있다. 이미 보상이 대부분 마무리됐고, 인과관계를 엄격히 따지는 현행 손해배상 체계에서 피해를 입증하기가 쉽지 않기 때문이다.카카오와 계열사들은 카카오 택시·멜론 등 유료 서비스 이용자에게 사태 직후 보상을 했다. 지난달 말에는 무료 이용자와 카카오 서비스를 이용한 소상공인을 상대로도 소비자·소상공인 단체와 학계가 참여한 협의체를 통해 보상안을 마련해 순차적으로 시행 중이다.카카오는 이달 중 소상공인연합회가 공지할 일정에 따라 소상공인을 대상으로 추가 피해를 접수할 방침이다. 또 50만 원 이상의 매출 손실을 본 소상공인에게는 협의체 검토와 피해 입증 과정을 통해 추가 지원을 고려한다. 이들에 대해 보상을 마치면 모든 보상 절차가 마무리된다.이후에는 SK C&C를 상대로 구상권을 행사하는 소송에 돌입할 것이라는 관측이 업계에서는 나온다. 보상 금액이 최대 수천억 원에 달할 수 있다는 추산이 나오는 가운데, SK C&C의 판교 데이터센터 입주 업체들에 대한 배상 책임 보험 한도는 70억 원에 그치는 것으로 알려졌기 때문이다.이에 대해 카카오 관계자는 ""화재에 대해 진행 중인 경찰의 수사 결과를 지켜보면서 내부 논의를 거쳐 구상금 청구 여부를 검토할 것""이라고 말했다.(사진=연합뉴스)"
2023.01.11.,"카페24, 카카오페이 정기결제 연동",https://n.news.naver.com/mnews/article/003/0011636558?sid=101,"[서울=뉴시스]이지영 기자 = 글로벌 전자상거래 플랫폼 '카페24'는 생활 금융 플랫폼 카카오페이와 손잡고 '카카오페이 정기결제' 서비스를 자사 플랫폼에 연동했다고 11일 밝혔다.카카오페이 정기결제는 신용카드, 체크카드는 물론, 충전해서 현금처럼 사용할 수 있는 선불전자지급수단 '카카오페이머니'로 손쉽게 결제할 수 있어 소비자 결제 선택폭을 늘릴 수 있는 장점까지 갖췄다.도입 방법은 간편하다. 온라인 사업자는 카카오페이 사용 신청·승인 후 간단한 설정만으로 정기결제 서비스를 이용할 수 있다. 정기결제를 적용하고자 하는 상품이나 주기 등 세부 항목은 카페24 관리자 페이지에서 자유롭게 설정할 수 있다."
2023.01.11.,"“예약 메시지, 이제 티 안 난다”…카카오톡 새해 달라진 점은?",https://n.news.naver.com/mnews/article/009/0005073281?sid=105,"카카오톡 업데이트 된 검색 기능 화면. [사진 출처 = 카카오]카카오톡 메시지 검색 기능이 강화됐다. 앞으로는 검색어를 입력하면 모든 채팅방의 메시지를 한번에 검색해 보여준다. 쇼핑 검색 기능도 통합됐다. 예약 메시지를 보낼 때 별도로 표시됐던 아이콘도 없앴다.접근성도 향상됐다. 카카오톡 이모티콘의 의미를 음성으로 설명하는 기능이 추가됐다. 시각 장애인이 이전보다 편리하게 이용할 수 있도록 하려는 취지다.카카오는 11일 올해 첫 업데이트(v10.0.5)를 진행했다고 밝혔다. 이용자 편의에 초점을 맞춰 이번 업데이트를 진행했다는 것이 카카오의 설명이다.카카오톡 내 메시지 검색은 앞으로 대화방을 구분하지 않는다. 대화방 안에서만 메시지를 검색할 수 있었던 이전 방식과 차이가 있다. 검색어를 입력하면 모든 대화방을 대상으로 해당하는 메시지를 찾아준다.쇼핑 검색도 편리해졌다. 카카오톡 선물하기, 카카오메이커스, 카카오프렌즈, 카카오쇼핑라이브별로 상품을 확인했었던 이전과 달리 커머스 상품을 하번에 보여준다.예약 메시지를 보낼 때 표시됐던 ‘죠르디’ 아이콘도 사라졌다. 카카오는 메시지를 받는 사람이 예약 발송됐다는 사실을 알 수 없는 만큼 더 많은 이용자들이 활용할 것으로 보고 있다.시각적 약자들을 위한 업데이트도 진행됐다. 카카오톡 이모티콘을 대체할 텍스트 제공 기능이 확대된 것이다.대체 텍스트는 시각적 약자를 위해 콘텐츠의 의미나 용도를 알 수 있도록 음성으로 설명하는 기능을 말한다.대체 텍스트는 카카오톡 기본 이모티콘에만 적용됐었다. 이번 업데이트로 모든 이모티콘을 음성으로 안내받을 수 있다.예컨대 컴퓨터를 보는 일하는 곰의 모습을 한 이모티콘을 ‘일하는 중, 컴퓨터, 곰, 움직이는 이모티콘, 오후 12시 21분’이라고 안내하는 식이다.저시력 장애인을 위해서는 고대비 테마, PC 버전 스크린리더 지원, 안드로이드 기반 점자정보단말기 지원 등을 진행 중이기도 하다.카카오 관계자는 “앞으로도 이용자 니즈를 만족시키고 서비스 안정성과 편의성을 향상시키기 위한 업데이트를 지속해서 선보일 것”이라고 말했다."
2023.01.11.,"카카오페이증권 ""퀴즈 풀면 최대 1000만원 주식 지급""",https://n.news.naver.com/mnews/article/018/0005403982?sid=101,"'고구마 줄게 주식 다오' 내달 23일까지 진행[이데일리 원다연 기자] 카카오페이증권이 11일 주식 퀴즈를 맞히면 최대 1000만 원 상당의 주식을 주는 ‘고구마 줄게 주식 다오’ 이벤트를 진행한다고 밝혔다. ‘고구마 줄게 주식 다오’ 이벤트는 카카오페이증권에 가입한 사용자라면 누구나 참여할 수 있다. 이벤트는 다음 달 23일까지 진행된다.이벤트에 참여하고자 하는 사용자는 매일 오전 8시부터 오후 5시 30분까지 카카오페이증권에서 소수점 거래가 가능한 미국 주식 종목 중 하나를 선택해 주식 가격의 상승 또는 하락 여부를 예측하는 퀴즈를 풀면 된다. 퀴즈 결과는 다음날 오전에 카카오톡으로 발송되며, 정답을 맞힐 때마다 고구마를 한 개씩 모을 수 있다. 카카오페이증권은 이벤트 기간 중 모은 고구마를 최대 1000만 원 어치의 랜덤 미국 주식으로 교환해준다. 카카오페이증권 계좌를 보유한 사용자의 경우 퀴즈를 맞힐 때마다 고구마 개수가 2배로 늘어난다. 정답을 맞히지 못했다면 카카오톡을 통해 친구에게 이벤트를 공유해 다음 번 퀴즈에 참여할 수 있다.퀴즈를 맞히기 위한 힌트도 제공된다. 예측하고자 하는 종목을 선택하면 이벤트 페이지에서 참여자들이 선택한 상승과 하락 비율과 전일 종가를 확인할 수 있다. 종목별 ‘토론방’에서도 투자자들의 의견과 반응을 살펴 퀴즈에 참고할 수 있다.‘고구마 줄게 주식 다오’ 이벤트는 내달 23일까지의 영업일 중 최대 20회까지 참여할 수 있다. 20회 퀴즈를 모두 맞힌 사용자는 1000만 원 상당의 주식을 받는다. 퀴즈를 통해 모은 고구마는 이벤트 종료 후 3월 3일부터 31일까지 주식으로 교환할 수 있다.카카오페이증권 관계자는 “이번 이벤트로 단순히 주식을 사고파는 것뿐 아니라, 관심 종목의 주가 흐름을 재미있게 예측하고 다른 사용자와 의견을 나누며 일상에서 쉽고 즐겁게 접할 수 있는 투자 경험을 제공하고자 했다”며 “앞으로도 투자를 일상과 연결하며 누구나 쉽고 재미있는 투자 습관을 만들어갈 수 있도록 노력할 것”이라고 말했다."
2023.01.11.,"카카오게임즈, 에버소울 1분기 업데이트 로드맵 공개",https://n.news.naver.com/mnews/article/092/0002279392?sid=105,"1월, 한복 테마 신규이벤트와 신규 정령 '지호' 공개카카오게임즈(대표 조계현)는 11일 나인아크(대표 이건)가 개발한 모바일 수집형 RPG 에버소울 1분기 업데이트 로드맵 영상을 공개했다고 밝혔다.회사 측에 따르면 해당 영상은 지난 3일 에버소울 공식 카페를 통해 예고했던 로드맵에 관련한 내용으로 구성됐으며, 김철희 나인아크 PD가 메피스토펠레스의 모습으로 등장해 1월부터 3월까지 업데이트 될 내용을 소개했다.공개된 로드맵에는 ▲인간형, 불사형 등 다양한 타입의 신규정령 ▲월별 진행되는 다채로운 시즌 이벤트 ▲이용자 협업 콘텐츠 ‘길드 레이드’ 등 향후 선보일 주요 업데이트 내용이 담겼다.에버소울 2023년 1분기 업데이트 로드맵1월에는 신년의 날 이벤트 '이상한 꿈결의 클로이'와 함께 인간형 정령 지호를 공개한다. 오는 19일 공개되는 해당 이벤트는 한복과 신년을 테마로 진행되며, 특수한 기믹을 해결하며 보스를 공략하고 캐릭터의 한정 코스튬 등 특별한 아이템 보상을 받을 수 있다.2월에는 밸런타인 데이 이벤트 '지켜줘! 순정 발렌타인'과 함께 불사형 정령 벨라나를 공개한다. 해당 이벤트는 친구 및 길드 관련 콘텐츠와 함께 즐길 수 있으며, 이벤트 스테이지 달다구리 동산을 클리어하고 아이템을 모아 한정 오브제 등 특별한 아이템으로 교환할 수 있다.3월에는 플라워 이벤트 '너의 마음에 피어나는 봄'을 실시하고, 길드 레이드 콘텐츠를 추가한다. 길드 레이드에서는 모든 길드원이 함께 보스를 공략하고, 클리어 시 다음 단계를 도전하며 길드의 순위에 따라 보상을 받을 수 있다.카카오게임즈는 주기적으로 에버소울 로드맵 영상과 월별 캘린더 등을 통해 업데이트 정보를 공개하면서 이용자들의 편의를 더할 예정이다."
