기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.01.22.,"카카오엔터, ‘2023 설 연휴 정주행’ 맞춤작 60여 편 공개",https://n.news.naver.com/mnews/article/243/0000038550?sid=105,"카카오웹툰 설특집 정주행 추천작 30편 준비‘경이로운 소문’ 등 인기 IP 대거 포진설 연휴 추천작 [사진 카카오엔터][이코노미스트 원태영 기자]카카오엔터테인먼트가 2023년 설 연휴를 맞이해 카카오페이지, 카카오웹툰에서 정주행하기 좋은 신작과 추천작을 준비했다. 여기에 다양한 이벤트를 함께 전개해 이용자들에게 감상의 재미를 더할 예정이다. 설 연휴에 걸맞게 가족 간의 따뜻한 사랑을 그려낸 작품부터 강렬한 몰입감으로 명절을 순삭시킬 통쾌한 액션, 짜릿한 로맨스 등 60여 개 웹툰, 웹소설을 대거 선보인다.먼저 카카오페이지에서는 연휴 기간 동안 ‘설 맞이 특급 신작’과 ‘정주행 랭킹전’이 진행된다. 신년에 첫 선을 보이는 주요 신작으로 웹툰 ‘여주인공이 나를 새언니로 점찍었다’, ‘마신은 평화롭게 살고 싶다’, ‘무림세가 천대받는 손녀 딸이 되었다’, 웹소설 ‘이 악녀를 살려보겠습니다’, ‘사령왕 카르나크’ 등 각양각색의 매력을 지닌 17개 작품을 준비했다. 여기에 이벤트를 통해 추천 신작을 감상한 이용자들을 대상으로 최대 5000캐시까지 지급할 예정이다.신작 라인업 중 특히 ‘사령왕 카르나크’는 ‘이계 검왕 생존기’로도 유명한 1세대 판타지 소설 작가 임경배 작가의 신작으로 팬들의 기대를 모으는 중이다. 죽음을 지배하는 절대자 됐지만 허무와 권태에 빠진 주인공 카르나크가 생이 유한한 인간으로 다시 돌아가서 새로운 삶을 펼치는 스토리로, 작가의 오랜 내공을 또 한 번 느낄 작품이 될 것이라는 설명이다. 웹툰 ‘여주인공이 나를 새언니로 점찍었다’ 역시 카카오페이지에서 노블코믹스 돼 웹툰, 웹소설로 함께 선보이고 있는 화제작 ‘입양된 며느리는 파양을 준비합니다’ 원작자 채유화 작가의 신작이다.‘정주행 랭킹전’은 카카오페이지에서도 특히 뛰어난 몰입감을 자랑하는 작품들로만 엄선됐다. 웹툰 ‘남편은 됐고, 돈이나 벌렵니다’, ‘SSS급 랭커 회귀하다’, ‘사장님의 특별지시’, 웹소설 ‘BJ악역영애’, ‘-99레벨 악덕영주가 되었다’ 등 10편의 작품이 선정됐다. 추천작을 처음으로 열람하기만 해도 모든 이용자들에게 100캐시가 지급되며, ‘랭킹전’이라는 이벤트명에 걸맞게 열람 상위권으로 오를 수록 더 많은 캐시 뽑기권이 지급된다. 이에 추천작 열람 상위 1% 이내의 이용자에게는 최대 1만 캐시 뽑기권이 지급될 예정이다.추천작 중 웹소설 ‘BJ악역영애’는 글로벌 3000만 독자들이 선택한 글로벌 IP이자, 누적 조회 수 1억 5000만회를 기록한 슈퍼 IP ‘악녀는 마리오네트’ 한이림 작가의 로맨스 판타지 작품이다. ‘악마리’는 지난해 한소희, 차은우, 이수혁이 열연한 ‘웹툰 드라마틱 트레일러’로 또 한 번 뜨거운 화제를 불러 일으킨 바 있다. ‘BJ악역영애’는 직접 제작하던 게임 속 악역에 빙의돼 남자 주인공들 중 한 명과 사랑에 빠져야 탈출할 수 있는 위기에 놓인 한 개발자의 스토리로 쫄깃한 긴장 속에 뜻하지 않게 펼쳐지는 로맨스를 감상하는 것이 백미다.카카오웹툰에서는 설 연휴 5일 동안 매일 6개씩 총 30개 추천작을 선보인다. 최근 약 1년 6개월 만의 복귀 소식으로 레전드의 귀환을 알린 장이 작가의 ‘경이로운 소문’부터 독자를 압도하는 뛰어난 작화로 입소문을 모았던 ‘창백한 말’ 추혜연 작가와 ‘녹음의 관’ 시야 작가의 만남으로 연일 카카오페이지, 카카오웹툰 랭킹 상위권을 휩쓸고 있는 화제작 ‘엄마가 계약결혼 했다’ 등 굵직한 작품들이 라인업으로 준비됐다. 카카오엔터는 해당 추천작 중 7개 회차 이상 열람한 이용자 전원에게 캐시를 지급하는 이벤트를 진행한다.황현수 카카오엔터테인먼트 스토리부문 대표는 “설 연휴를 맞이해 신년의 포문을 여는 신작과, 기존의 뜨거운 인기작들을 한 데 모아 이용자들에게 작품을 다양하고, 재미있게 감상할 수 있는 선물같은 시간을 마련하고자 했다”며 “올 한 해도 다양한 창작자들과 협업하며, 개성 있고 우수한 작품들을 고루 선보이겠다”고 말했다."
2023.01.22.,김일두 카카오브레인 대표 인터뷰,https://n.news.naver.com/mnews/article/001/0013714690?sid=105,(성남=연합뉴스) 박동주 기자 = 김일두 카카오브레인 대표가 19일 오후 경기도 성남시 카카오브레인에서 연합뉴스 취재진과 인터뷰하고 있다. 2023.1.22    pdj6635@yna.co.kr
2023.01.22.,"카카오엔터프라이즈, 카카오워크로 국내 대학의 디지털 교육 혁신",https://n.news.naver.com/mnews/article/022/0003776517?sid=105,"19일 판교 카카오엔터프라이즈 사무실에서 김형래 카카오엔터프라이즈 부사장(왼쪽), 신현돈 메타넷디지털 교육 유닛 전무가 제휴 계약을 체결하고 기념 사진을 촬영하고 있다. 카카오엔터프라이즈 제공       카카오엔터프라이즈는 가천대, 인천대 등을 비롯한 다수의 대학이 스마트 교육 디지털 플랫폼 구축을 위해 카카오워크를 도입했다고 19일 밝혔다.     이날 카카오엔터프라이즈에 따르면, 가천대학교는 약 3만여명의 학생, 교수, 교직원이 수업 관련 소통은 물론 교직원 간 소통, 학생 간 조별 과제 협업 등에 카카오워크의 다양한 기능을 활용하고 있다.     학생들로부터 가장 좋은 평가를 받은 기능은 AI 어시스턴트 ‘카카오 i 캐스퍼'다. 조별과제 협업 시, 카카오 i 캐스퍼를 통해 참여자 모두 가능한 회의 시간을 찾아 다음 회의 일정을 신속하게 확정할 수 있고 회의 중 필요한 정보도 해당 참여자에게 바로 요청할 수 있다.     조형진 가천대학교 건축학부 학생은 “단체 대화방에서 ‘다음 회의 잡아줘'라고 카카오 i 캐스퍼에게 말하면 바로 회의를 잡아줘 편리하게 이용할 수 있었다""고 말했다. 교직원 및 교수진 또한 “카카오워크 바로가기를 통해 학사일정, 단체 대화방 등 여러 기능으로 손쉽게 이동할 수 있어서 효율적으로 업무를 진행할 수 있었다""고 호평했다.     카카오엔터프라이즈는 이날 교육 환경 혁신의 일환으로 교육 IT 서비스 기업 메타넷디지털과 대학사업 부문 미래 경쟁력 강화를 위한 전략적 제휴를 체결했다. 판교 카카오엔터프라이즈 사무실에서 열리는 이번 체결식에는 김형래 카카오엔터프라이즈 부사장, 신현돈 메타넷디지털 교육 유닛 전무 등이 참석했다.       양사는 전국 대학교 및 교육기관을 대상으로 소통 혁신을 위한 모바일 플랫폼 구축 사업 추진에 나선다. 이번 제휴를 통해 카카오워크 상에서 메타넷디지털이 개발한 대학종합행정솔루션 '메타이알피포유(MetaERP4U)'가 제공하는 주요 기능을 활용할 수 있게 된다.         구체적으로 학생들이 편리하게 사용할 수 있는 ▲모바일 학생증 연동 ▲학사일정 및 수강신청 연동 ▲수업용 카카오워크 단체 대화방 자동생성 ▲학사행정 정보 알림 메시지 발송  ▲교직원용 단체 업무 대화방 자동 생성 ▲업무 결재 연동 ▲AI 어시스턴트 등을 선보인다.     양사는 올해 상반기 카카오워크를 적용한 MetaERP4U 2.0 솔루션 출시를 목표로 개발에 매진하고 있으며, 향후 AI와 빅데이터 등 미래 유망 기술에 대한 적용도 추진할 계획이다.     김형래 카카오엔터프라이즈 부사장은 “카카오워크는 대학에서 사용하는 다양한 행정 솔루션을 연결하고 커뮤니케이션 채널을 일원화하는 등 스마트한 협업 환경을 제공한다”라며 “이번 제휴 계약을 통해 메타넷디지털과 함께 고등교육의 산실인 대학 교육 현장의 혁신을 더욱 적극적으로 지원할 수 있도록 앞으로도 노력하겠다”라고 강조했다.      신현돈 메타넷디지털 교육 유닛 전무는 “카카오워크와의 긴밀한 협업을 통해 대학의 디지털 전환을 지원하고 업무 효율성 및 편의성을 높이는 등 시너지 효과를 낼 수 있을 것으로 기대한다”면서 “MetaERP4U는 급변하는 교육 환경 변화에 대응할 수 있는 최적의 솔루션으로서 끊임없는 발전을 통해 미래 교육사업을 선도해 나갈 것”이라고 말했다."
2023.01.22.,"카카오 김범수의 '출근근무제'가 부른 역풍, 민주노총 리스크 급부상",url없음,<네이버 기사 없음>
2023.01.22.,"전주시 ""카카오톡 채널로 치매 예방 도움 받으세요""",https://n.news.naver.com/mnews/article/003/0011655085?sid=102,"[전주=뉴시스] = 전북 전주시청 전경.(사진=전주시 제공).photo@newsis.com *재판매 및 DB 금지[전주=뉴시스] 윤난슬 기자 = 전북 전주시보건소는 치매 조기 발견과 예방에 도움이 되는 정보에 대한 접근성을 높이기 위해 카카오톡 채널을 상시 운영하고 있다고 22일 밝혔다.치매안심센터 카카오톡 채널은 누구나 카카오톡 상단 검색창에 '전주시치매안심센터'를 검색하고 채널을 추가하면 이용할 수 있다. 현재 채널을 추가한 전주시민 3549명이 다양한 정보를 제공받고 있다.카카오톡 채널에서는 간단한 검색으로 ▲치매안심센터 소개 ▲치매 자가 진단법 ▲치매 무료 검진 협약의료기관 ▲치매 예방 운동법 ▲치매 공공 후견 서비스 등의 유익한 정보를 확인할 수 있다.또 1대 1 채팅을 통해 치매안심센터 지원 서비스와 다양한 치매 관련 정보 등 수시로 업데이트 되는 새로운 자료와 정보도 확인할 수 있다.이와 함께 전주시치매안심센터는 치매 예방 인지 재활 학습지를 제작해 카카오톡 채널을 통해 공유하고 있다. 학습지는 기억력 및 집중력 학습, 계산력·문제해결력 훈련, 연상하기 등의 치매 예방을 위한 내용으로 구성돼 있다.한편 치매안심센터는 올해부터 치매 걱정 없는 도시를 만들기 위해 ▲치매 치료관리비 지원 ▲치매 환자 도움 물품 지원 ▲치매 안심마을 확대 운영 ▲치매 환자 가족 자조 모임 ▲인지 재활 프로그램 운영 등 다양한 기존사업을 확대 시행한다."
2023.01.22.,"카카오가 쏘아올린 노사갈등, 업계 전방위 확산 조짐",url없음,<네이버 기사 없음>
2023.01.22.,"""카카오페이, 내달 MSCI 편입 기대""",url없음,<네이버 기사 없음>
2023.01.22.,"완주군, 고향사랑기부제 카카오톡 채널 상담",https://n.news.naver.com/mnews/article/659/0000008613?sid=102,완주군이 올해 처음으로 시행된 고향사랑기부제 홍보를 위해 온라인 상담에 나섭니다.완주군은 모바일에 익숙한 젊은층에게 고향사랑기부제를 안내하기 위해 완주군 공식 카카오톡 채널인 완주고향사랑을 통해 채팅 상담 서비스를 진행합니다.상담은 평일 오전 9시부터 오후 6시까지 가능하며 채널을 통해 기부 방법이나 답례품에 대한 정보도 바로 확인할 수 있습니다.
2023.01.22.,"카카오게임즈, ‘에버소울’ 흥행 전략 “팬심 저격 집중”",https://n.news.naver.com/mnews/article/138/0002141179?sid=105,"[디지털데일리 오병훈 기자] 카카오게임즈 신작 ‘에버소울’이 초반 흥행에 성공하면서, 그 배경에 관심이 쏠린다. 에버소울에는 캐릭터와 교감할 수 있는 ‘인연 콘텐츠’와 승부욕을 자극하는 전략적 팀 전투 시스템 등 이용자가 게임에 몰입할 수 있는 다양한 요소가 마련됐다.   카카오게임즈가 서비스하고 나인아크가 개발한 모바일 수집형 역할수행게임(RPG) 에버소울은 지난 5일 출시 직후 양대 앱마켓 인기순위 1위를 달성했다. 출시 3일 뒤에는 앱스토어 최고 매출 순위 3위를 기록했으며, 6일 뒤에는 구글플레이에서 매출 5위에 진입했다. 지난 13일에는 구글플레이 최고 매출 4위에 오르며 준수한 성적을 이어가고 있다. 다운로드 수도 출시 3일만에 100만건을 달성했다.   ◆흥행 전략은 ‘캐릭터 팬심’…“정령 풀보이스 지원”=에버소울 전략은 ‘캐릭터 팬심’이다. 서브컬처 게임 특성상 이용자는 게임 캐릭터에 몰입해 플레이하게 된다. 이를 위해 카카오게임즈는 다양하고, 개성 있는 캐릭터(정령)를 선보임과 동시에, 캐릭터와 교감할 수 있는 다양한 게임 스토리 및 콘텐츠를 내놓았다.   에버소울에는 현재 총 42종 정령이 등장한다. 각 정령 스토리에 풀보이스를 지원하기 위해 음성 녹음에 30여명 성우가 동원됐다. 각 정령은 기원이 되는 유물과 저마다 사연을 가지고 있어 이용자는 게임 진행에 따라 다양한 스토리를 접할 수 있다. 여기에 인연 콘텐츠를 도입해 이용자가 정령과 ‘인연 포인트’를 쌓는 방식으로 캐릭터에 몰입할 수 있도록 했다.   이용자가 각 정령과 인연 레벨을 올리면 다양한 특별 일러스트를 획득해 프로필 사진으로 사용할 수 있으며, 특별한 코스튬을 획득해 마음에 드는 정령 외형도 바꿀 수 있다. 이용자는 자신 취향대로 ‘영지’를 꾸밀 수 있는데 이곳에 정령들을 배치해 ‘아르바이트’를 시킬 수도 있다.   또한, 이용자 선택에 따라 게임스토리 결말이 달라진다. 이용자가 정령과 대화를 주고받는 과정에 따라 스토리 결과가 ▲트루 ▲노멀 ▲배드 엔딩으로 구분된다. 트루엔딩을 달성하면, 정령이 입을 수 있는 코스튬을 제공한다.   ◆자동·수동 전투 복합적용…캐릭터 배치 따라 승패 갈려=에버소울 개발진은 캐릭터 설계 뿐 아니라 전투 콘텐츠에도 공을 들였다. 다양한 정령을 수집하고 교감하는 콘텐츠로 이용자가 게임 몰입할 수 있는 계기를 마련했다면, 전략적 전투 콘텐츠를 통해서는 이용자 승부욕을 자극해 지속적인 몰입 요소를 확보하겠다는 전략이다.   에버소울 전투 시스템은 자동과 수동이 복합적으로 어우러져 있는 방식으로 구성돼 있다. 이용자는 이를 활용해 다양한 전투 콘텐츠를 즐길 수 있다. 기본적으로 전투 자체는 자동으로 진행된다. 이용자는 상대 진영이 갖춘 정령 타입(인간·야수·요정·불사)과 특징, 배치 등을 분석해 효율적으로 아군 진영을 구성해야 한다. 정령 타입에 따라 상성이 다르고, 각 정령 클래스(직업)에 따라 전투 중 역할이 다르기 때문에 아군 진영 배치에 따라 결과가 달라질 수 있다.   전투 중에도 정령 스킬을 수동으로 사용할 수 있어 공격 및 방어, 회복 등 다양한 요소에 이용자 판단이 개입된다. 각 정령은 ‘회복’ ‘기절’ ‘공격’ 등 고유한 ‘얼티밋 스킬’을 시전한다. 각 스킬 특징에 따라 최적의 발동 시기를 맞춘다면, 기울어져 가던 전투를 반전시킬 수도 있다.   메인 스테이지 외에도 ▲던전 콘텐츠 ▲도전 콘텐츠 ▲경쟁 콘텐츠 등에 따라 달라지는 조합과 전투 방식으로 다채로운 전략이 요구된다.    카카오게임즈는 매달 신규 캐릭터를 추가하고, 분기별로 대규모 콘텐츠 업데이트를 진행할 방침이다. 업데이트 로드맵 발표 등으로 꾸준히 즐길 거리를 제공해 이용자 만족도 제고에 집중한다. 이 외에도 게임 브랜드 웹툰 ‘에버소울:영혼의시작점’, 캐릭터 성우가 직접 참여한 오리지널사운드트랙(OST)을 선보여 이용자 IP 즐길거리를 확대했다."
2023.01.22.,2K(카카오게임즈 크래프톤) 엇갈린 성적표…신작 대박 vs 아쉬움,url없음,<네이버 기사 없음>
